밴드,종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간,연도,손익률_비용반영(%)
엔하4,두산에너빌리티,034020.KS,2002-06-26 00:00:00+09:00,엔하4터치,롱,4096.8642578125,4355.22509765625,5,5봉경과,6.30630705791801,103.13603433694024,True,학습,2002,5.92630705791801
엔하4,두산에너빌리티,034020.KS,2002-10-10 00:00:00+09:00,엔하4터치,롱,3137.23876953125,3260.267578125,5,5봉경과,3.921563439436021,97.01705341352218,True,학습,2002,3.541563439436021
엔하4,두산에너빌리티,034020.KS,2003-01-10 00:00:00+09:00,엔하4터치,롱,3305.201904296875,3405.931884765625,5,5봉경과,3.047619582265084,60.60562532184319,True,학습,2003,2.667619582265084
엔하4,두산에너빌리티,034020.KS,2003-01-27 00:00:00+09:00,엔하4터치,롱,3242.24560546875,3210.767578125,5,5봉경과,-0.9708711545681636,21.6010686829762,True,학습,2003,-1.3508711545681638
엔하4,두산에너빌리티,034020.KS,2003-02-03 00:00:00+09:00,엔하4터치,롱,3210.767578125,3160.40283203125,5,5봉경과,-1.5686201155413944,-17.105288121009202,False,학습,2003,-1.9486201155413942
엔하4,두산에너빌리티,034020.KS,2003-03-10 00:00:00+09:00,엔하4터치,롱,2895.987060546875,3034.489990234375,5,5봉경과,4.782581095557287,69.44866043342225,True,학습,2003,4.402581095557287
엔하4,두산에너빌리티,034020.KS,2008-07-02 00:00:00+09:00,엔하4터치,롱,58285.58203125,55999.875,5,5봉경과,-3.921565079378484,16.696851521765417,True,학습,2008,-4.301565079378484
엔하4,두산에너빌리티,034020.KS,2008-07-16 00:00:00+09:00,엔하4터치,롱,58554.4921875,65613.296875,5,5봉경과,12.055103586069334,13.607388232669187,False,학습,2008,11.675103586069334
엔하4,두산에너빌리티,034020.KS,2008-09-01 00:00:00+09:00,엔하4터치,롱,46722.58203125,57075.50390625,5,5봉경과,22.158282836499783,146.41399003457593,True,학습,2008,21.778282836499784
엔하4,두산에너빌리티,034020.KS,2008-10-08 00:00:00+09:00,엔하4터치,롱,42285.62109375,48739.38671875,5,5봉경과,15.262317208706897,153.09793664636032,True,학습,2008,14.882317208706896
엔하4,두산에너빌리티,034020.KS,2008-10-17 00:00:00+09:00,엔하4터치,롱,36974.70703125,25478.93359375,5,5봉경과,-31.0909114919669,-124.92268937671577,False,학습,2008,-31.4709114919669
엔하4,두산에너빌리티,034020.KS,2009-06-29 00:00:00+09:00,엔하4터치,롱,41636.15234375,43195.8125,5,5봉경과,3.745927681725664,87.43782841027459,True,학습,2009,3.365927681725664
엔하4,두산에너빌리티,034020.KS,2009-07-13 00:00:00+09:00,엔하4터치,롱,40144.30078125,43060.1875,5,5봉경과,7.263513529950207,78.48197375162673,True,학습,2009,6.883513529950207
엔하4,두산에너빌리티,034020.KS,2009-11-27 00:00:00+09:00,엔하4터치,롱,36753.734375,38584.640625,5,5봉경과,4.981551619542062,31.852134292853897,True,학습,2009,4.601551619542062
엔하4,두산에너빌리티,034020.KS,2009-12-01 00:00:00+09:00,엔하4터치,롱,37296.22265625,41500.53125,5,5봉경과,11.272746391772875,132.1163435111797,True,학습,2009,10.892746391772874
엔하4,두산에너빌리티,034020.KS,2010-05-03 00:00:00+09:00,엔하4터치,롱,51159.77734375,49045.18359375,5,5봉경과,-4.133313043549303,19.64793062171321,True,학습,2010,-4.513313043549303
엔하4,두산에너빌리티,034020.KS,2011-02-14 00:00:00+09:00,엔하4터치,롱,49159.86328125,48884.453125,5,5봉경과,-0.5602337717546986,63.20881278394437,True,학습,2011,-0.9402337717546986
엔하4,두산에너빌리티,034020.KS,2011-02-22 00:00:00+09:00,엔하4터치,롱,47094.3203125,46956.62109375,5,5봉경과,-0.2923902879079268,36.67496436476644,False,학습,2011,-0.6723902879079269
엔하4,두산에너빌리티,034020.KS,2011-03-09 00:00:00+09:00,엔하4터치,롱,46061.55078125,40415.7421875,5,5봉경과,-12.257096207121636,-101.37060075216782,False,학습,2011,-12.637096207121637
엔하4,두산에너빌리티,034020.KS,2011-03-11 00:00:00+09:00,엔하4터치,롱,44753.375,42343.57421875,5,5봉경과,-5.384623575875563,102.40808161355471,True,학습,2011,-5.764623575875563
엔하4,두산에너빌리티,034020.KS,2011-06-13 00:00:00+09:00,엔하4터치,롱,35665.0,36835.46875,5,5봉경과,3.281841441188841,70.9876721005023,True,학습,2011,2.901841441188841
엔하4,두산에너빌리티,034020.KS,2012-04-09 00:00:00+09:00,엔하4터치,롱,40255.62109375,40394.91796875,5,5봉경과,0.3460308677776851,65.37405170672533,True,학습,2012,-0.0339691322223149
엔하4,두산에너빌리티,034020.KS,2012-05-10 00:00:00+09:00,엔하4터치,롱,37539.4140625,36425.06640625,5,5봉경과,-2.968473760391422,-22.23133081633084,False,학습,2012,-3.348473760391422
엔하4,두산에너빌리티,034020.KS,2012-10-15 00:00:00+09:00,엔하4터치,롱,37051.88671875,35798.25,5,5봉경과,-3.383462570384036,17.578708068382113,True,학습,2012,-3.763462570384036
엔하4,두산에너빌리티,034020.KS,2013-04-16 00:00:00+09:00,엔하4터치,롱,27761.5234375,26699.220703125,5,5봉경과,-3.8265289610873863,50.01935962581855,True,학습,2013,-4.206528961087386
엔하4,두산에너빌리티,034020.KS,2013-11-21 00:00:00+09:00,엔하4터치,롱,26132.658203125,26982.50390625,5,5봉경과,3.252044612221552,19.473280751642942,True,학습,2013,2.872044612221552
엔하4,두산에너빌리티,034020.KS,2013-12-04 00:00:00+09:00,엔하4터치,롱,25920.19921875,23724.771484375,5,5봉경과,-8.469949308055027,-22.19055962598771,False,학습,2013,-8.849949308055027
엔하4,두산에너빌리티,034020.KS,2014-07-31 00:00:00+09:00,엔하4터치,롱,21931.875,20773.755859375,5,5봉경과,-5.280529551736913,12.403610541197452,True,학습,2014,-5.6605295517369125
엔하4,두산에너빌리티,034020.KS,2014-09-02 00:00:00+09:00,엔하4터치,롱,20049.931640625,19905.166015625,5,5봉경과,-0.7220255290380997,-65.97713318804435,False,학습,2014,-1.1020255290380998
엔하4,두산에너빌리티,034020.KS,2014-09-30 00:00:00+09:00,엔하4터치,롱,18855.623046875,17407.97265625,5,5봉경과,-7.677552669705727,8.092282310794975,True,학습,2014,-8.057552669705727
엔하4,두산에너빌리티,034020.KS,2014-10-28 00:00:00+09:00,엔하4터치,롱,16539.384765625,15851.751953125,5,5봉경과,-4.15754770956872,-89.4175952230004,False,학습,2014,-4.53754770956872
엔하4,두산에너빌리티,034020.KS,2014-11-04 00:00:00+09:00,엔하4터치,롱,15851.751953125,16865.103515625,5,5봉경과,6.392678648370024,76.3539022312251,True,학습,2014,6.0126786483700245
엔하4,두산에너빌리티,034020.KS,2015-06-15 00:00:00+09:00,엔하4터치,롱,18439.498046875,17842.26953125,5,5봉경과,-3.2388545182021056,53.6475341005845,True,학습,2015,-3.6188545182021055
엔하4,두산에너빌리티,034020.KS,2015-07-24 00:00:00+09:00,엔하4터치,롱,15080.0751953125,15005.421875,5,5봉경과,-0.4950460746754451,17.819580644521373,True,학습,2015,-0.8750460746754452
엔하4,두산에너빌리티,034020.KS,2015-08-10 00:00:00+09:00,엔하4터치,롱,14258.8828125,14184.228515625,5,5봉경과,-0.5235634366077725,-18.71420939200669,False,학습,2015,-0.9035634366077725
엔하4,두산에너빌리티,034020.KS,2015-08-17 00:00:00+09:00,엔하4터치,롱,14184.228515625,12653.826171875,5,5봉경과,-10.789464806380876,-101.4581974830708,False,학습,2015,-11.169464806380876
엔하4,두산에너빌리티,034020.KS,2015-08-19 00:00:00+09:00,엔하4터치,롱,14034.921875,13960.2685546875,5,5봉경과,-0.531911192505302,63.77392575243712,True,학습,2015,-0.9119111925053021
엔하4,두산에너빌리티,034020.KS,2015-09-07 00:00:00+09:00,엔하4터치,롱,14632.15234375,16423.84375,3,MA50복귀,12.244893055773206,112.91754570181725,True,학습,2015,11.864893055773205
엔하4,두산에너빌리티,034020.KS,2016-01-14 00:00:00+09:00,엔하4터치,롱,12881.337890625,11756.16015625,5,5봉경과,-8.734944645725824,70.49974739650435,True,학습,2016,-9.114944645725824
엔하4,두산에너빌리티,034020.KS,2016-02-03 00:00:00+09:00,엔하4터치,롱,11212.9716796875,12570.9443359375,5,5봉경과,12.110729385948526,101.76501488031408,True,학습,2016,11.730729385948525
엔하4,두산에너빌리티,034020.KS,2016-06-27 00:00:00+09:00,엔하4터치,롱,15480.884765625,17226.849609375,5,5봉경과,11.278198049938856,68.17240498047966,True,학습,2016,10.898198049938856
엔하4,두산에너빌리티,034020.KS,2017-02-28 00:00:00+09:00,엔하4터치,롱,19434.2109375,19355.048828125,5,5봉경과,-0.4073337972381983,63.6759531788084,True,학습,2017,-0.7873337972381983
엔하4,두산에너빌리티,034020.KS,2017-06-28 00:00:00+09:00,엔하4터치,롱,16346.9033203125,16980.197265625,5,5봉경과,3.8740912141174486,10.126514747745768,False,학습,2017,3.4940912141174487
엔하4,두산에너빌리티,034020.KS,2017-08-03 00:00:00+09:00,엔하4터치,롱,14842.8291015625,15001.1533203125,5,5봉경과,1.0666714388925576,38.91640039624445,True,학습,2017,0.6866714388925576
엔하4,두산에너빌리티,034020.KS,2017-09-08 00:00:00+09:00,엔하4터치,롱,13417.91796875,13655.4033203125,5,5봉경과,1.7699120840923126,64.05866813206815,True,학습,2017,1.3899120840923125
엔하4,두산에너빌리티,034020.KS,2017-09-25 00:00:00+09:00,엔하4터치,롱,12863.78515625,13932.4697265625,5,5봉경과,8.307699151779357,84.75136651392543,True,학습,2017,7.927699151779357
엔하4,두산에너빌리티,034020.KS,2018-07-18 00:00:00+09:00,엔하4터치,롱,11003.484375,11676.359375,5,5봉경과,6.115108424462138,73.14231846345214,True,학습,2018,5.735108424462138
엔하4,두산에너빌리티,034020.KS,2018-10-11 00:00:00+09:00,엔하4터치,롱,9974.3818359375,9895.2197265625,5,5봉경과,-0.793654290331863,63.35726163435103,True,학습,2018,-1.173654290331863
엔하4,두산에너빌리티,034020.KS,2018-10-18 00:00:00+09:00,엔하4터치,롱,9895.2197265625,9024.4404296875,5,5봉경과,-8.79999960523868,-91.82488643995303,False,검증,2018,-9.179999605238681
엔하4,두산에너빌리티,034020.KS,2018-11-09 00:00:00+09:00,엔하4터치,롱,9064.021484375,8272.4033203125,5,5봉경과,-8.733630711568036,-34.66644746530876,False,검증,2018,-9.113630711568037
엔하4,두산에너빌리티,034020.KS,2018-11-13 00:00:00+09:00,엔하4터치,롱,8786.955078125,8707.79296875,5,5봉경과,-0.9009049058652064,45.37212937523233,False,검증,2018,-1.2809049058652064
엔하4,두산에너빌리티,034020.KS,2019-02-18 00:00:00+09:00,엔하4터치,롱,7187.8876953125,6562.509765625,5,5봉경과,-8.700441022406807,6.230047434088107,True,검증,2019,-9.080441022406808
엔하4,두산에너빌리티,034020.KS,2019-02-22 00:00:00+09:00,엔하4터치,롱,6610.0068359375,6570.42578125,5,5봉경과,-0.5988050492218017,22.83704404715697,True,검증,2019,-0.9788050492218017
엔하4,두산에너빌리티,034020.KS,2019-08-05 00:00:00+09:00,엔하4터치,롱,4677.2353515625,4866.12353515625,5,5봉경과,4.038457964931124,90.44424624874225,True,검증,2019,3.6584579649311237
엔하4,두산에너빌리티,034020.KS,2019-11-20 00:00:00+09:00,엔하4터치,롱,4920.091796875,4911.09716796875,5,5봉경과,-0.1828142497658874,45.30199322919156,True,검증,2019,-0.5628142497658875
엔하4,두산에너빌리티,034020.KS,2019-12-04 00:00:00+09:00,엔하4터치,롱,4848.13427734375,4803.1611328125,5,5봉경과,-0.9276381791118704,1.386293856600636,False,검증,2019,-1.3076381791118705
엔하4,두산에너빌리티,034020.KS,2020-03-10 00:00:00+09:00,엔하4터치,롱,4110.5703125,2797.346435546875,5,5봉경과,-31.947486044933697,-74.39193810280022,False,검증,2020,-32.3274860449337
엔하4,두산에너빌리티,034020.KS,2021-08-23 00:00:00+09:00,엔하4터치,롱,19002.88671875,19578.73046875,5,5봉경과,3.0302961782739013,33.055329016988075,True,검증,2021,2.6502961782739014
엔하4,두산에너빌리티,034020.KS,2022-01-25 00:00:00+09:00,엔하4터치,롱,17200.0,18050.0,5,5봉경과,4.941860465116279,102.37407795729004,True,검증,2022,4.561860465116279
엔하4,두산에너빌리티,034020.KS,2022-02-14 00:00:00+09:00,엔하4터치,롱,15600.0,18500.0,5,5봉경과,18.58974358974359,72.79840972863353,False,검증,2022,18.209743589743592
엔하4,두산에너빌리티,034020.KS,2022-06-17 00:00:00+09:00,엔하4터치,롱,17050.0,16950.0,5,5봉경과,-0.5865102639296188,107.29192997826937,True,검증,2022,-0.9665102639296188
엔하4,두산에너빌리티,034020.KS,2022-09-28 00:00:00+09:00,엔하4터치,롱,14700.0,14800.0,5,5봉경과,0.6802721088435374,106.2777692683224,True,검증,2022,0.3002721088435374
엔하4,두산에너빌리티,034020.KS,2023-10-16 00:00:00+09:00,엔하4터치,롱,14290.0,13860.0,5,5봉경과,-3.009097270818754,-0.6763327578639249,False,검증,2023,-3.389097270818754
엔하4,두산에너빌리티,034020.KS,2023-10-19 00:00:00+09:00,엔하4터치,롱,14030.0,13630.0,5,5봉경과,-2.851033499643621,39.7652726076697,True,검증,2023,-3.2310334996436207
엔하4,두산에너빌리티,034020.KS,2024-08-05 00:00:00+09:00,엔하4터치,롱,15860.0,18340.0,5,5봉경과,15.636822194199244,105.49505133924409,True,검증,2024,15.256822194199243
엔하4,두산에너빌리티,034020.KS,2026-07-08 00:00:00+09:00,엔하4터치,롱,74000.0,73000.0,5,5봉경과,-1.351351351351351,12.172287493531591,True,검증,2026,-1.7313513513513512
엔하4,두산에너빌리티,034020.KS,2026-07-14 00:00:00+09:00,엔하4터치,롱,70900.0,69200.0,5,5봉경과,-2.3977433004231314,2.086954996418406,True,검증,2026,-2.7777433004231313
엔하4,두산에너빌리티,034020.KS,2026-07-20 00:00:00+09:00,엔하4터치,롱,64800.0,70900.0,5,5봉경과,9.41358024691358,124.28578849714285,True,검증,2026,9.03358024691358
엔하4,두산에너빌리티,034020.KS,2026-07-29 00:00:00+09:00,엔하4터치,롱,60800.0,77000.0,5,5봉경과,26.644736842105267,139.85165428225142,True,검증,2026,26.26473684210527
엔하4,삼성전자,005930.KS,2000-07-31 00:00:00+09:00,엔하4터치,롱,4122.7236328125,3899.118896484375,5,5봉경과,-5.423713938728972,-1.7877294088128366,False,학습,2000,-5.803713938728972
엔하4,삼성전자,005930.KS,2000-08-07 00:00:00+09:00,엔하4터치,롱,3899.118896484375,4206.57568359375,5,5봉경과,7.885288837603597,70.66937589059258,True,학습,2000,7.505288837603597
엔하4,삼성전자,005930.KS,2000-09-05 00:00:00+09:00,엔하4터치,롱,3598.6474609375,3409.982421875,5,5봉경과,-5.242665226600163,33.4008197817444,True,학습,2000,-5.622665226600163
엔하4,삼성전자,005930.KS,2001-07-09 00:00:00+09:00,엔하4터치,롱,2389.782470703125,2333.880615234375,5,5봉경과,-2.3392026744719776,30.33744948433612,True,학습,2001,-2.7192026744719775
엔하4,삼성전자,005930.KS,2001-07-23 00:00:00+09:00,엔하4터치,롱,2417.73291015625,2592.425048828125,5,5봉경과,7.225452320975571,1.5782496444413354,False,학습,2001,6.845452320975571
엔하4,삼성전자,005930.KS,2001-09-20 00:00:00+09:00,엔하4터치,롱,2152.201904296875,1963.5340576171875,5,5봉경과,-8.766270780776274,25.41256961610206,True,학습,2001,-9.146270780776275
엔하4,삼성전자,005930.KS,2002-10-10 00:00:00+09:00,엔하4터치,롱,3822.25390625,4297.4150390625,5,5봉경과,12.43143821595774,90.6269877915587,True,학습,2002,12.05143821595774
엔하4,삼성전자,005930.KS,2002-12-30 00:00:00+09:00,엔하4터치,롱,4388.25439453125,4884.37890625,5,5봉경과,11.305737250261345,110.53654978479956,True,학습,2002,10.925737250261344
엔하4,삼성전자,005930.KS,2003-01-27 00:00:00+09:00,엔하4터치,롱,4178.62353515625,4094.771240234375,5,5봉경과,-2.0066965644642485,-14.38717316303084,False,학습,2003,-2.3866965644642484
엔하4,삼성전자,005930.KS,2003-02-06 00:00:00+09:00,엔하4터치,롱,3955.018798828125,3794.302490234375,5,5봉경과,-4.063604163939003,8.405016211129995,False,학습,2003,-4.4436041639390025
엔하4,삼성전자,005930.KS,2003-09-29 00:00:00+09:00,엔하4터치,롱,5401.46728515625,5883.61669921875,5,5봉경과,8.926267412328736,92.80971347586735,True,학습,2003,8.546267412328735
엔하4,삼성전자,005930.KS,2004-05-10 00:00:00+09:00,엔하4터치,롱,7113.4453125,6400.7021484375,5,5봉경과,-10.019661819990972,-20.555105107025256,False,학습,2004,-10.399661819990973
엔하4,삼성전자,005930.KS,2004-05-14 00:00:00+09:00,엔하4터치,롱,6868.87451171875,7015.61767578125,5,5봉경과,2.1363494676186985,110.00629356987548,True,학습,2004,1.7563494676186986
엔하4,삼성전자,005930.KS,2004-06-11 00:00:00+09:00,엔하4터치,롱,6100.2314453125,6086.2568359375,5,5봉경과,-0.2290832651232975,61.25071728088951,True,학습,2004,-0.6090832651232975
엔하4,삼성전자,005930.KS,2005-04-21 00:00:00+09:00,엔하4터치,롱,6512.50634765625,6428.6533203125,5,5봉경과,-1.287569222468818,30.686090000526804,True,학습,2005,-1.667569222468818
엔하4,삼성전자,005930.KS,2005-04-25 00:00:00+09:00,엔하4터치,롱,6631.296875,6365.7646484375,5,5봉경과,-4.0042277033856974,-13.750670769808668,False,학습,2005,-4.384227703385697
엔하4,삼성전자,005930.KS,2005-04-27 00:00:00+09:00,엔하4터치,롱,6484.5556640625,6491.54345703125,5,5봉경과,0.1077605518520944,2.0277805405153817,False,학습,2005,-0.27223944814790557
엔하4,삼성전자,005930.KS,2006-06-12 00:00:00+09:00,엔하4터치,롱,8021.8427734375,7896.064453125,5,5봉경과,-1.5679479623932069,104.01920148807544,True,학습,2006,-1.947947962393207
엔하4,삼성전자,005930.KS,2006-06-20 00:00:00+09:00,엔하4터치,롱,7770.28662109375,8147.62060546875,5,5봉경과,4.856114102028919,8.35271367155525,False,학습,2006,4.4761141020289195
엔하4,삼성전자,005930.KS,2008-07-07 00:00:00+09:00,엔하4터치,롱,8788.0,8115.2978515625,5,5봉경과,-7.654780933517297,-26.28188228971621,False,학습,2008,-8.034780933517297
엔하4,삼성전자,005930.KS,2008-07-28 00:00:00+09:00,엔하4터치,롱,8015.111328125,8086.673828125,5,5봉경과,0.8928447412687508,67.48995282548373,True,학습,2008,0.5128447412687508
엔하4,삼성전자,005930.KS,2008-09-01 00:00:00+09:00,엔하4터치,롱,7242.22265625,7771.79541015625,5,5봉경과,7.312295948940917,104.64812246484614,True,학습,2008,6.932295948940917
엔하4,삼성전자,005930.KS,2008-10-24 00:00:00+09:00,엔하4터치,롱,5753.7041015625,7685.92041015625,4,MA50복귀,33.58212856425879,134.52885736366278,True,학습,2008,33.202128564258786
엔하4,삼성전자,005930.KS,2011-08-09 00:00:00+09:00,엔하4터치,롱,10717.423828125,11131.9072265625,5,5봉경과,3.867378999697667,125.3238866498107,True,학습,2011,3.487378999697667
엔하4,삼성전자,005930.KS,2011-08-18 00:00:00+09:00,엔하4터치,롱,10495.376953125,10732.2265625,5,5봉경과,2.2567041701582524,1.7496690149903813,False,학습,2011,1.8767041701582525
엔하4,삼성전자,005930.KS,2013-06-11 00:00:00+09:00,엔하4터치,롱,20772.568359375,20742.658203125,5,5봉경과,-0.1439887246128669,70.25876651948853,True,학습,2013,-0.5239887246128669
엔하4,삼성전자,005930.KS,2013-07-03 00:00:00+09:00,엔하4터치,롱,19464.240234375,18671.298828125,5,5봉경과,-4.073836927113232,-99.08059098097502,False,학습,2013,-4.453836927113232
엔하4,삼성전자,005930.KS,2013-07-05 00:00:00+09:00,엔하4터치,롱,18955.55859375,19628.810546875,5,5봉경과,3.551738925525432,92.80142269359544,True,학습,2013,3.1717389255254322
엔하4,삼성전자,005930.KS,2014-01-02 00:00:00+09:00,엔하4터치,롱,19777.76953125,19264.056640625,5,5봉경과,-2.5974258108999826,10.803918056890062,True,학습,2014,-2.9774258108999825
엔하4,삼성전자,005930.KS,2014-02-04 00:00:00+09:00,엔하4터치,롱,18871.2265625,19807.990234375,5,5봉경과,4.963978725879388,85.41111982505605,True,학습,2014,4.583978725879388
엔하4,삼성전자,005930.KS,2014-09-23 00:00:00+09:00,엔하4터치,롱,17548.251953125,17895.890625,5,5봉경과,1.9810444527672304,66.260976960958,True,학습,2014,1.6010444527672303
엔하4,삼성전자,005930.KS,2014-10-02 00:00:00+09:00,엔하4터치,롱,17245.955078125,16747.166015625,5,5봉경과,-2.8922089860518696,-50.67405342459936,False,학습,2014,-3.2722089860518695
엔하4,삼성전자,005930.KS,2014-10-08 00:00:00+09:00,엔하4터치,롱,17079.689453125,16852.96484375,5,5봉경과,-1.3274515909510118,40.99464642390954,True,학습,2014,-1.707451590951012
엔하4,삼성전자,005930.KS,2014-10-16 00:00:00+09:00,엔하4터치,롱,16852.96484375,16535.560546875,5,5봉경과,-1.8833736367325944,-1.8604717784321811,False,학습,2014,-2.2633736367325943
엔하4,삼성전자,005930.KS,2014-10-21 00:00:00+09:00,엔하4터치,롱,16369.302734375,16490.21484375,5,5봉경과,0.7386515561294406,21.92774365194343,True,학습,2014,0.35865155612944055
엔하4,삼성전자,005930.KS,2015-08-06 00:00:00+09:00,엔하4터치,롱,17112.99609375,17496.689453125,5,5봉경과,2.2421167940027305,53.89941969617862,True,학습,2015,1.8621167940027306
엔하4,삼성전자,005930.KS,2015-08-24 00:00:00+09:00,엔하4터치,롱,16560.4609375,16713.94921875,5,5봉경과,0.926835803841888,16.45244506325279,False,학습,2015,0.546835803841888
엔하4,삼성전자,005930.KS,2015-08-31 00:00:00+09:00,엔하4터치,롱,16713.94921875,17066.94140625,5,5봉경과,2.1119615889702907,44.84153006367857,True,학습,2015,1.7319615889702908
엔하4,삼성전자,005930.KS,2016-01-06 00:00:00+09:00,엔하4터치,롱,18323.337890625,17902.291015625,5,5봉경과,-2.297872131776959,19.78136312192404,True,학습,2016,-2.677872131776959
엔하4,삼성전자,005930.KS,2016-01-11 00:00:00+09:00,엔하4터치,롱,17964.66796875,17559.2109375,5,5봉경과,-2.256969246274425,17.117624873869584,True,학습,2016,-2.636969246274425
엔하4,삼성전자,005930.KS,2017-12-26 00:00:00+09:00,엔하4터치,롱,38538.65234375,41209.0078125,5,5봉경과,6.929031780695011,77.32621858416363,True,학습,2017,6.549031780695011
엔하4,삼성전자,005930.KS,2018-01-12 00:00:00+09:00,엔하4터치,롱,38885.5546875,39789.12109375,5,5봉경과,2.323655695569792,81.26629879611588,True,학습,2018,1.9436556955697921
엔하4,삼성전자,005930.KS,2019-01-04 00:00:00+09:00,엔하4터치,롱,31179.05859375,33718.33984375,5,5봉경과,8.144188325522476,57.70122578938047,True,검증,2019,7.764188325522476
엔하4,삼성전자,005930.KS,2020-03-13 00:00:00+09:00,엔하4터치,롱,42820.05859375,38919.53125,5,5봉경과,-9.109112579120383,0.135741321304792,True,검증,2020,-9.489112579120384
엔하4,삼성전자,005930.KS,2020-03-27 00:00:00+09:00,엔하4터치,롱,41405.57421875,40588.625,5,5봉경과,-1.9730416354908435,-96.4588613542733,False,검증,2020,-2.3530416354908437
엔하4,삼성전자,005930.KS,2021-08-13 00:00:00+09:00,엔하4터치,롱,67309.3828125,66314.1953125,5,5봉경과,-1.4785271509207545,33.80269496441049,True,검증,2021,-1.8585271509207546
엔하4,삼성전자,005930.KS,2021-10-12 00:00:00+09:00,엔하4터치,롱,62720.74609375,64175.140625,5,5봉경과,2.3188412476409104,61.25413392524933,True,검증,2021,1.9388412476409105
엔하4,삼성전자,005930.KS,2021-10-18 00:00:00+09:00,엔하4터치,롱,63811.546875,63811.546875,5,5봉경과,0.0,12.892575272503766,True,검증,2021,-0.38
엔하4,삼성전자,005930.KS,2022-03-07 00:00:00+09:00,엔하4터치,롱,64008.41796875,64099.734375,5,5봉경과,0.1426631201767589,-5.835019637070523,False,검증,2022,-0.23733687982324111
엔하4,삼성전자,005930.KS,2022-04-08 00:00:00+09:00,엔하4터치,롱,62228.28515625,61126.90625,5,5봉경과,-1.7699007830354476,6.282826037777475,True,검증,2022,-2.1499007830354477
엔하4,삼성전자,005930.KS,2022-04-22 00:00:00+09:00,엔하4터치,롱,61494.01953125,61861.15625,5,5봉경과,0.5970283314516929,-15.79948114354158,False,검증,2022,0.21702833145169287
엔하4,삼성전자,005930.KS,2022-06-14 00:00:00+09:00,엔하4터치,롱,56813.14453125,53692.55078125,5,5봉경과,-5.492731965018273,4.325686188401846,True,검증,2022,-5.872731965018273
엔하4,삼성전자,005930.KS,2022-09-26 00:00:00+09:00,엔하4터치,롱,49773.0703125,51323.765625,5,5봉경과,3.1155307534053382,74.19089307904912,True,검증,2022,2.7355307534053384
엔하4,삼성전자,005930.KS,2024-08-05 00:00:00+09:00,엔하4터치,롱,68813.3359375,72764.8046875,5,5봉경과,5.742300814465582,47.32588907781157,True,검증,2024,5.362300814465582
엔하4,삼성전자,005930.KS,2024-09-05 00:00:00+09:00,엔하4터치,롱,66500.2890625,63898.09765625,5,5봉경과,-3.913052774559133,4.39875264367786,True,검증,2024,-4.293052774559133
엔하4,삼성전자,005930.KS,2024-11-06 00:00:00+09:00,엔하4터치,롱,55534.00390625,49040.4921875,5,5봉경과,-11.692857100150844,-41.138099464931685,False,검증,2024,-12.072857100150845
엔하4,삼성전자,005930.KS,2024-11-11 00:00:00+09:00,엔하4터치,롱,53304.89453125,54952.49609375,5,5봉경과,3.0909010832656154,94.99551391158631,True,검증,2024,2.7109010832656155
엔하4,아모레퍼시픽,090430.KS,2007-08-16 00:00:00+09:00,엔하4터치,롱,49248.00390625,52286.8984375,5,5봉경과,6.170594318979775,88.84446893126855,True,학습,2007,5.7905943189797755
엔하4,아모레퍼시픽,090430.KS,2008-01-22 00:00:00+09:00,엔하4터치,롱,56454.11328125,54383.234375,5,5봉경과,-3.6682515867941135,60.27151617852615,True,학습,2008,-4.048251586794113
엔하4,아모레퍼시픽,090430.KS,2008-07-16 00:00:00+09:00,엔하4터치,롱,44974.203125,53572.8828125,5,5봉경과,19.11913739438824,125.06381847441024,True,학습,2008,18.73913739438824
엔하4,아모레퍼시픽,090430.KS,2008-10-27 00:00:00+09:00,엔하4터치,롱,47180.15234375,48620.76953125,5,5봉경과,3.053439033014992,126.46174589267405,True,학습,2008,2.673439033014992
엔하4,아모레퍼시픽,090430.KS,2011-02-09 00:00:00+09:00,엔하4터치,롱,89972.3359375,90890.40625,5,5봉경과,1.020391771463781,72.89300316755786,True,학습,2011,0.6403917714637809
엔하4,아모레퍼시픽,090430.KS,2011-08-09 00:00:00+09:00,엔하4터치,롱,97317.015625,110904.65625,4,MA50복귀,13.962245489892972,112.6424722861902,True,학습,2011,13.582245489892971
엔하4,아모레퍼시픽,090430.KS,2013-01-24 00:00:00+09:00,엔하4터치,롱,99148.75,101655.3359375,5,5봉경과,2.5281064436011547,91.32210416435214,True,학습,2013,2.1481064436011548
엔하4,아모레퍼시픽,090430.KS,2013-02-04 00:00:00+09:00,엔하4터치,롱,97941.8671875,91350.5546875,5,5봉경과,-6.729821157464341,-54.3297957381877,False,학습,2013,-7.109821157464341
엔하4,아모레퍼시픽,090430.KS,2013-02-22 00:00:00+09:00,엔하4터치,롱,93114.4140625,94692.625,5,5봉경과,1.6949158230654575,15.261326960238772,False,학습,2013,1.3149158230654576
엔하4,아모레퍼시픽,090430.KS,2013-03-20 00:00:00+09:00,엔하4터치,롱,89215.3203125,87451.4296875,5,5봉경과,-1.9771162831916216,24.604381946661256,True,학습,2013,-2.3571162831916217
