진입밴드,종목명,티커,터치시각,청산방식,진입가,청산가,보유봉수,청산사유,손익률(%),구간,방향
엔하4,HD현대일렉트릭,267260.KS,2017-09-04 00:00:00+09:00,기존방식(MA50복귀or5봉),52780.08203125,44748.32421875,5,5봉경과,-15.217403049401405,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2017-09-28 00:00:00+09:00,기존방식(MA50복귀or5봉),46316.33203125,49370.15625,5,5봉경과,6.593406871445606,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-02-09 00:00:00+09:00,기존방식(MA50복귀or5봉),39211.09765625,39048.23046875,5,5봉경과,-0.41535992929297655,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-03-02 00:00:00+09:00,기존방식(MA50복귀or5봉),35587.234375,34895.03515625,5,5봉경과,-1.9450773034396553,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-03-14 00:00:00+09:00,기존방식(MA50복귀or5봉),33754.93359375,32981.30078125,5,5봉경과,-2.29191033764393,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-07-04 00:00:00+09:00,기존방식(MA50복귀or5봉),25489.251953125,24878.486328125,5,5봉경과,-2.396169279989873,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-10-31 00:00:00+09:00,기존방식(MA50복귀or5봉),19178.01171875,16449.931640625,5,5봉경과,-14.225041251058393,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2018-11-23 00:00:00+09:00,기존방식(MA50복귀or5봉),18037.919921875,22353.9921875,5,5봉경과,23.927771518659423,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2019-04-25 00:00:00+09:00,기존방식(MA50복귀or5봉),18892.9921875,18119.35546875,5,5봉경과,-4.094834270147289,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2019-05-02 00:00:00+09:00,기존방식(MA50복귀or5봉),18811.55859375,16775.673828125,5,5봉경과,-10.822520396058026,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2019-07-26 00:00:00+09:00,기존방식(MA50복귀or5봉),11604.5322265625,10464.435546875,5,5봉경과,-9.824581098390556,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2019-08-23 00:00:00+09:00,기존방식(MA50복귀or5봉),10057.259765625,10342.283203125,5,5봉경과,2.8340069178106533,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2020-03-13 00:00:00+09:00,기존방식(MA50복귀or5봉),6464.6123046875,5865.68505859375,5,5봉경과,-9.264704793812104,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2022-01-25 00:00:00+09:00,기존방식(MA50복귀or5봉),16684.404296875,18253.01953125,5,5봉경과,9.401685588911333,학습,롱
엔하4,HD현대일렉트릭,267260.KS,2025-04-07 00:00:00+09:00,기존방식(MA50복귀or5봉),261973.671875,303494.0,5,5봉경과,15.849046138045242,검증,롱
엔하4,HD현대일렉트릭,267260.KS,2026-07-29 00:00:00+09:00,기존방식(MA50복귀or5봉),585002.875,770686.375,5,5봉경과,31.740613240575954,검증,롱
엔하4,HD현대중공업,329180.KS,2023-03-08 00:00:00+09:00,기존방식(MA50복귀or5봉),94520.5546875,93841.2578125,5,5봉경과,-0.7186763527212293,학습,롱
엔하4,HD현대중공업,329180.KS,2023-03-10 00:00:00+09:00,기존방식(MA50복귀or5봉),92094.4609375,92870.8125,5,5봉경과,0.8429948496325655,학습,롱
엔하4,HD현대중공업,329180.KS,2023-10-05 00:00:00+09:00,기존방식(MA50복귀or5봉),108688.9375,110435.71875,5,5봉경과,1.6071380309518621,학습,롱
엔하4,HD현대중공업,329180.KS,2023-10-24 00:00:00+09:00,기존방식(MA50복귀or5봉),105777.6328125,99081.6171875,5,5봉경과,-6.330275547827078,학습,롱
엔하4,HD현대중공업,329180.KS,2023-10-31 00:00:00+09:00,기존방식(MA50복귀or5봉),99081.6171875,110532.765625,5,5봉경과,11.557288589496965,학습,롱
엔하4,HD현대중공업,329180.KS,2026-07-29 00:00:00+09:00,기존방식(MA50복귀or5봉),428745.40625,502837.34375,5,5봉경과,17.281103522027532,검증,롱
엔하4,SK하이닉스,000660.KS,2001-05-14 00:00:00+09:00,기존방식(MA50복귀or5봉),-47081.41015625,-42058.71875,5,5봉경과,-10.668098915434129,학습,롱
엔하4,SK하이닉스,000660.KS,2001-11-12 00:00:00+09:00,기존방식(MA50복귀or5봉),-16082.767578125,-19583.427734375,5,5봉경과,21.76652829959085,학습,롱
엔하4,SK하이닉스,000660.KS,2001-12-27 00:00:00+09:00,기존방식(MA50복귀or5봉),-30855.623046875,-36973.546875,5,5봉경과,19.82758156861983,학습,롱
엔하4,SK하이닉스,000660.KS,2003-03-10 00:00:00+09:00,기존방식(MA50복귀or5봉),2045.6373291015625,1744.80810546875,5,5봉경과,-14.705892357025757,학습,롱
엔하4,SK하이닉스,000660.KS,2003-03-17 00:00:00+09:00,기존방식(MA50복귀or5봉),1744.80810546875,1865.1402587890625,5,5봉경과,6.896583810171192,학습,롱
엔하4,SK하이닉스,000660.KS,2003-03-25 00:00:00+09:00,기존방식(MA50복귀or5봉),1744.80810546875,1624.477294921875,5,5봉경과,-6.896506851941041,학습,롱
엔하4,SK하이닉스,000660.KS,2003-04-14 00:00:00+09:00,기존방식(MA50복귀or5봉),1744.80810546875,2306.3564453125,2,MA50복귀,32.183959833960515,학습,롱
엔하4,SK하이닉스,000660.KS,2003-12-24 00:00:00+09:00,기존방식(MA50복귀or5봉),2979.639892578125,3705.057373046875,5,5봉경과,24.345810454332607,학습,롱
엔하4,SK하이닉스,000660.KS,2004-08-03 00:00:00+09:00,기존방식(MA50복귀or5봉),5643.59375,6153.0390625,5,5봉경과,9.026966416567458,학습,롱
엔하4,SK하이닉스,000660.KS,2007-05-21 00:00:00+09:00,기존방식(MA50복귀or5봉),21678.2734375,21306.4296875,5,5봉경과,-1.7152830508944907,학습,롱
엔하4,SK하이닉스,000660.KS,2007-05-30 00:00:00+09:00,기존방식(MA50복귀or5봉),21008.958984375,22979.71484375,5,5봉경과,9.38054979706853,학습,롱
엔하4,SK하이닉스,000660.KS,2007-10-16 00:00:00+09:00,기존방식(MA50복귀or5봉),19856.2578125,18703.552734375,5,5봉경과,-5.805248345432662,학습,롱
엔하4,SK하이닉스,000660.KS,2007-11-08 00:00:00+09:00,기존방식(MA50복귀or5봉),17402.115234375,17625.216796875,5,5봉경과,1.282037036849979,학습,롱
엔하4,SK하이닉스,000660.KS,2008-07-01 00:00:00+09:00,기존방식(MA50복귀or5봉),18881.837890625,17420.517578125,5,5봉경과,-7.73929063984581,학습,롱
엔하4,SK하이닉스,000660.KS,2008-07-30 00:00:00+09:00,기존방식(MA50복귀or5봉),16228.390625,17228.23828125,5,5봉경과,6.16110173432555,학습,롱
엔하4,SK하이닉스,000660.KS,2008-09-01 00:00:00+09:00,기존방식(MA50복귀or5봉),13228.826171875,15305.44140625,5,5봉경과,15.697653044908588,학습,롱
엔하4,SK하이닉스,000660.KS,2008-09-05 00:00:00+09:00,기존방식(MA50복귀or5봉),13305.7373046875,15689.998046875,5,5봉경과,17.919042647471663,학습,롱
엔하4,SK하이닉스,000660.KS,2008-10-10 00:00:00+09:00,기존방식(MA50복귀or5봉),11690.591796875,11459.8564453125,5,5봉경과,-1.9736841006130899,학습,롱
엔하4,SK하이닉스,000660.KS,2008-10-22 00:00:00+09:00,기존방식(MA50복귀or5봉),9383.2373046875,7206.63330078125,5,5봉경과,-23.19672766688852,학습,롱
엔하4,SK하이닉스,000660.KS,2008-11-04 00:00:00+09:00,기존방식(MA50복귀or5봉),7883.4541015625,7844.9990234375,5,5봉경과,-0.48779478677218663,학습,롱
엔하4,SK하이닉스,000660.KS,2008-11-18 00:00:00+09:00,기존방식(MA50복귀or5봉),6237.54541015625,4507.03076171875,5,5봉경과,-27.74351984067,학습,롱
엔하4,SK하이닉스,000660.KS,2008-12-12 00:00:00+09:00,기존방식(MA50복귀or5봉),4906.97021484375,6606.72119140625,5,5봉경과,34.63952097000092,학습,롱
엔하4,SK하이닉스,000660.KS,2010-08-12 00:00:00+09:00,기존방식(MA50복귀or5봉),18035.892578125,19141.873046875,5,5봉경과,6.132108316565374,학습,롱
엔하4,SK하이닉스,000660.KS,2011-06-13 00:00:00+09:00,기존방식(MA50복귀or5봉),22701.619140625,21710.845703125,5,5봉경과,-4.364329395901947,학습,롱
엔하4,SK하이닉스,000660.KS,2011-06-17 00:00:00+09:00,기존방식(MA50복귀or5봉),21236.998046875,24037.013671875,5,5봉경과,13.184611209266553,학습,롱
엔하4,SK하이닉스,000660.KS,2011-08-08 00:00:00+09:00,기존방식(MA50복귀or5봉),18824.68359375,17661.6015625,5,5봉경과,-6.1784944509567,학습,롱
엔하4,SK하이닉스,000660.KS,2011-08-11 00:00:00+09:00,기존방식(MA50복귀or5봉),18824.68359375,13440.048828125,5,5봉경과,-28.60411830461128,학습,롱
엔하4,SK하이닉스,000660.KS,2011-08-17 00:00:00+09:00,기존방식(MA50복귀or5봉),16886.212890625,14000.0498046875,5,5봉경과,-17.091831689151917,학습,롱
엔하4,SK하이닉스,000660.KS,2012-05-16 00:00:00+09:00,기존방식(MA50복귀or5봉),19858.529296875,19298.53515625,5,5봉경과,-2.819917488618467,학습,롱
엔하4,SK하이닉스,000660.KS,2012-05-21 00:00:00+09:00,기존방식(MA50복귀or5봉),20160.072265625,20203.1484375,5,5봉경과,0.21367072155018665,학습,롱
엔하4,SK하이닉스,000660.KS,2012-05-23 00:00:00+09:00,기존방식(MA50복귀or5봉),19298.53515625,19901.607421875,5,5봉경과,3.124963945409555,학습,롱
엔하4,SK하이닉스,000660.KS,2012-06-04 00:00:00+09:00,기존방식(MA50복귀or5봉),18566.220703125,20289.3046875,5,5봉경과,9.280747072477581,학습,롱
엔하4,SK하이닉스,000660.KS,2015-07-06 00:00:00+09:00,기존방식(MA50복귀or5봉),35333.33984375,35159.9375,5,5봉경과,-0.4907612598096146,학습,롱
엔하4,SK하이닉스,000660.KS,2015-07-09 00:00:00+09:00,기존방식(MA50복귀or5봉),35506.76953125,34206.15234375,5,5봉경과,-3.6630118838474135,학습,롱
엔하4,SK하이닉스,000660.KS,2015-07-14 00:00:00+09:00,기존방식(MA50복귀or5봉),32818.8359375,33859.31640625,5,5봉경과,3.170375910746758,학습,롱
엔하4,SK하이닉스,000660.KS,2015-08-07 00:00:00+09:00,기존방식(MA50복귀or5봉),31388.1484375,31995.107421875,5,5봉경과,1.9337202561775033,학습,롱
엔하4,SK하이닉스,000660.KS,2015-08-19 00:00:00+09:00,기존방식(MA50복귀or5봉),28613.513671875,29003.6953125,5,5봉경과,1.3636271486941505,학습,롱
엔하4,SK하이닉스,000660.KS,2015-08-21 00:00:00+09:00,기존방식(MA50복귀or5봉),27746.431640625,31995.107421875,5,5봉경과,15.312512384580984,학습,롱
엔하4,SK하이닉스,000660.KS,2016-01-18 00:00:00+09:00,기존방식(MA50복귀or5봉),23531.70703125,24677.4375,5,5봉경과,4.868879538694219,학습,롱
엔하4,SK하이닉스,000660.KS,2016-05-09 00:00:00+09:00,기존방식(MA50복귀or5봉),22694.43359375,23002.896484375,5,5봉경과,1.3592006575125544,학습,롱
엔하4,SK하이닉스,000660.KS,2018-08-16 00:00:00+09:00,기존방식(MA50복귀or5봉),67626.59375,73420.578125,5,5봉경과,8.567612315975918,검증,롱
엔하4,SK하이닉스,000660.KS,2018-10-11 00:00:00+09:00,기존방식(MA50복귀or5봉),62466.359375,62194.74609375,5,5봉경과,-0.4348152893294816,검증,롱
엔하4,SK하이닉스,000660.KS,2018-10-24 00:00:00+09:00,기존방식(MA50복귀or5봉),60384.12890625,61742.08984375,5,5봉경과,2.248870625604811,검증,롱
엔하4,SK하이닉스,000660.KS,2018-12-20 00:00:00+09:00,기존방식(MA50복귀or5봉),53051.12890625,56173.19921875,5,5봉경과,5.88502144415665,검증,롱
엔하4,SK하이닉스,000660.KS,2019-06-03 00:00:00+09:00,기존방식(MA50복귀or5봉),61836.953125,62394.01953125,5,5봉경과,0.9008632833573169,검증,롱
엔하4,SK하이닉스,000660.KS,2019-06-13 00:00:00+09:00,기존방식(MA50복귀or5봉),58958.64453125,62486.875,5,5봉경과,5.9842462403963905,검증,롱
엔하4,SK하이닉스,000660.KS,2020-03-12 00:00:00+09:00,기존방식(MA50복귀or5봉),77697.9609375,64748.3125,5,5봉경과,-16.666651584224528,검증,롱
엔하4,SK하이닉스,000660.KS,2020-08-19 00:00:00+09:00,기존방식(MA50복귀or5봉),70378.59375,73944.4453125,5,5봉경과,5.066670662910198,검증,롱
엔하4,SK하이닉스,000660.KS,2021-05-13 00:00:00+09:00,기존방식(MA50복귀or5봉),111388.1328125,116128.078125,5,5봉경과,4.255341384058179,검증,롱
엔하4,SK하이닉스,000660.KS,2021-05-17 00:00:00+09:00,기존방식(MA50복귀or5봉),111388.1328125,116602.0546875,5,5봉경과,4.680859390808365,검증,롱
엔하4,SK하이닉스,000660.KS,2021-08-11 00:00:00+09:00,기존방식(MA50복귀or5봉),100012.3203125,97168.3828125,5,5봉경과,-2.8435871611755332,검증,롱
엔하4,SK하이닉스,000660.KS,2021-08-25 00:00:00+09:00,기존방식(MA50복귀or5봉),98116.3515625,102382.28125,5,5봉경과,4.3478274717365615,검증,롱
엔하4,SK하이닉스,000660.KS,2021-08-27 00:00:00+09:00,기존방식(MA50복귀or5봉),98116.3515625,101434.3125,5,5봉경과,3.381659514098894,검증,롱
엔하4,SK하이닉스,000660.KS,2021-10-08 00:00:00+09:00,기존방식(MA50복귀or5봉),89110.5,92049.265625,5,5봉경과,3.2978892779189883,검증,롱
엔하4,SK하이닉스,000660.KS,2022-04-15 00:00:00+09:00,기존방식(MA50복귀or5봉),103893.75,106298.703125,5,5봉경과,2.3148198279492274,검증,롱
엔하4,SK하이닉스,000660.KS,2022-06-20 00:00:00+09:00,기존방식(MA50복귀or5봉),90907.0390625,91388.0234375,5,5봉경과,0.5290947543339474,검증,롱
엔하4,SK하이닉스,000660.KS,2022-06-22 00:00:00+09:00,기존방식(MA50복귀or5봉),88694.4765625,90711.6171875,5,5봉경과,2.2742573192577433,검증,롱
엔하4,SK하이닉스,000660.KS,2022-07-01 00:00:00+09:00,기존방식(MA50복귀or5봉),84438.984375,91483.609375,5,5봉경과,8.342858517476099,검증,롱
엔하4,SK하이닉스,000660.KS,2022-09-23 00:00:00+09:00,기존방식(MA50복귀or5봉),80578.921875,80490.3203125,5,5봉경과,-0.10995625212936617,검증,롱
엔하4,SK하이닉스,000660.KS,2023-01-03 00:00:00+09:00,기존방식(MA50복귀or5봉),73512.2265625,80805.1484375,3,MA50복귀,9.92069240182729,검증,롱
엔하4,SK하이닉스,000660.KS,2024-08-02 00:00:00+09:00,기존방식(MA50복귀or5봉),170741.625,169065.75,5,5봉경과,-0.9815269123741794,검증,롱
엔하4,SK하이닉스,000660.KS,2024-09-04 00:00:00+09:00,기존방식(MA50복귀or5봉),152602.8125,154968.734375,5,5봉경과,1.550378945342177,검증,롱
엔하4,SK하이닉스,000660.KS,2024-09-09 00:00:00+09:00,기존방식(MA50복귀or5봉),154771.578125,150631.1875,5,5봉경과,-2.6751621164294437,검증,롱
엔하4,SK하이닉스,000660.KS,2024-09-19 00:00:00+09:00,기존방식(MA50복귀or5봉),150631.1875,178332.34375,5,5봉경과,18.390053686591298,검증,롱
엔하4,SK하이닉스,000660.KS,2025-04-07 00:00:00+09:00,기존방식(MA50복귀or5봉),163782.828125,179087.78125,5,5봉경과,9.344662868636735,검증,롱
엔하4,SK하이닉스,000660.KS,2025-04-09 00:00:00+09:00,기존방식(MA50복귀or5봉),163981.578125,172926.03125,5,5봉경과,5.454547533492948,검증,롱
엔하4,대한광통신,010170.KQ,2000-09-05 00:00:00+09:00,기존방식(MA50복귀or5봉),22265.896484375,16434.353515625,5,5봉경과,-26.19047013374135,학습,롱
엔하4,대한광통신,010170.KQ,2000-10-04 00:00:00+09:00,기존방식(MA50복귀or5봉),15904.2119140625,17928.384765625,5,5봉경과,12.727275406665871,학습,롱
엔하4,대한광통신,010170.KQ,2000-10-12 00:00:00+09:00,기존방식(MA50복귀or5봉),16578.935546875,16530.7421875,5,5봉경과,-0.29069031144212437,학습,롱
엔하4,대한광통신,010170.KQ,2000-10-24 00:00:00+09:00,기존방식(MA50복귀or5봉),16193.3798828125,16145.185546875,5,5봉경과,-0.29761752201375213,학습,롱
엔하4,대한광통신,010170.KQ,2001-09-03 00:00:00+09:00,기존방식(MA50복귀or5봉),15036.7099609375,15615.044921875,5,5봉경과,3.8461535963645224,학습,롱
엔하4,대한광통신,010170.KQ,2001-09-12 00:00:00+09:00,기존방식(MA50복귀or5봉),13783.650390625,13446.2890625,5,5봉경과,-2.447547047148392,학습,롱
엔하4,대한광통신,010170.KQ,2001-12-13 00:00:00+09:00,기존방식(MA50복귀or5봉),10891.9755859375,9253.3603515625,5,5봉경과,-15.044242630240529,학습,롱
엔하4,대한광통신,010170.KQ,2002-05-24 00:00:00+09:00,기존방식(MA50복귀or5봉),5580.9326171875,5108.6259765625,5,5봉경과,-8.462862267328681,학습,롱
엔하4,대한광통신,010170.KQ,2002-06-26 00:00:00+09:00,기존방식(MA50복귀or5봉),4106.17822265625,3961.5947265625,5,5봉경과,-3.5211208148734525,학습,롱
엔하4,대한광통신,010170.KQ,2002-07-02 00:00:00+09:00,기존방식(MA50복귀or5봉),3855.566650390625,4385.70703125,5,5봉경과,13.749999129328087,학습,롱
엔하4,대한광통신,010170.KQ,2003-01-27 00:00:00+09:00,기존방식(MA50복귀or5봉),3325.42626953125,3595.31591796875,5,5봉경과,8.11594143314275,학습,롱
엔하4,대한광통신,010170.KQ,2004-01-27 00:00:00+09:00,기존방식(MA50복귀or5봉),2804.9248046875,2737.452392578125,5,5봉경과,-2.405498072412397,학습,롱
엔하4,대한광통신,010170.KQ,2004-05-17 00:00:00+09:00,기존방식(MA50복귀or5봉),2496.4794921875,2429.007080078125,5,5봉경과,-2.7027024383946925,학습,롱
엔하4,대한광통신,010170.KQ,2006-06-26 00:00:00+09:00,기존방식(MA50복귀or5봉),5436.34912109375,5041.1533203125,5,5봉경과,-7.269507384061084,학습,롱
엔하4,대한광통신,010170.KQ,2007-09-28 00:00:00+09:00,기존방식(MA50복귀or5봉),7634.02197265625,7846.078125,5,5봉경과,2.7777776001077616,학습,롱
엔하4,대한광통신,010170.KQ,2008-06-05 00:00:00+09:00,기존방식(MA50복귀or5봉),4626.68017578125,4612.2216796875,5,5봉경과,-0.31250260541963165,학습,롱
엔하4,대한광통신,010170.KQ,2008-06-24 00:00:00+09:00,기존방식(MA50복귀or5봉),4332.69287109375,3956.775146484375,5,5봉경과,-8.676306763338106,학습,롱
엔하4,대한광통신,010170.KQ,2008-06-30 00:00:00+09:00,기존방식(MA50복귀or5봉),4130.27587890625,4048.344970703125,5,5봉경과,-1.9836667236093044,학습,롱
엔하4,대한광통신,010170.KQ,2008-07-03 00:00:00+09:00,기존방식(MA50복귀or5봉),3942.31689453125,3860.385986328125,5,5봉경과,-2.078242576510754,학습,롱
엔하4,대한광통신,010170.KQ,2010-02-05 00:00:00+09:00,기존방식(MA50복귀or5봉),4284.49853515625,4655.5966796875,5,5봉경과,8.661413733397778,학습,롱
엔하4,대한광통신,010170.KQ,2010-08-16 00:00:00+09:00,기존방식(MA50복귀or5봉),3479.64892578125,3113.3701171875,5,5봉경과,-10.526315050921788,학습,롱
엔하4,대한광통신,010170.KQ,2010-08-23 00:00:00+09:00,기존방식(MA50복귀or5봉),3113.3701171875,2443.46533203125,5,5봉경과,-21.517030097321562,학습,롱
엔하4,대한광통신,010170.KQ,2011-06-02 00:00:00+09:00,기존방식(MA50복귀or5봉),1754.2828369140625,1836.213623046875,5,5봉경과,4.670329345348664,학습,롱
엔하4,대한광통신,010170.KQ,2011-08-09 00:00:00+09:00,기존방식(MA50복귀or5봉),1609.6990966796875,1701.268798828125,5,5봉경과,5.688622323098618,학습,롱
엔하4,대한광통신,010170.KQ,2011-08-23 00:00:00+09:00,기존방식(MA50복귀or5봉),1513.3099365234375,1494.0321044921875,5,5봉경과,-1.2738852475612112,학습,롱
엔하4,대한광통신,010170.KQ,2011-08-26 00:00:00+09:00,기존방식(MA50복귀or5봉),1402.46240234375,1469.934814453125,5,5봉경과,4.810996144824794,학습,롱
엔하4,대한광통신,010170.KQ,2011-09-14 00:00:00+09:00,기존방식(MA50복귀or5봉),1175.9478759765625,1339.8094482421875,5,5봉경과,13.93442478303272,학습,롱
엔하4,대한광통신,010170.KQ,2011-09-26 00:00:00+09:00,기존방식(MA50복귀or5봉),1195.2257080078125,1354.267822265625,5,5봉경과,13.306450253894047,학습,롱
엔하4,대한광통신,010170.KQ,2012-12-24 00:00:00+09:00,기존방식(MA50복귀or5봉),1604.879638671875,1469.934814453125,5,5봉경과,-8.40840776884827,학습,롱
엔하4,대한광통신,010170.KQ,2013-02-05 00:00:00+09:00,기존방식(MA50복귀or5봉),1330.1705322265625,1339.8094482421875,5,5봉경과,0.7246376146591137,학습,롱
엔하4,대한광통신,010170.KQ,2013-02-07 00:00:00+09:00,기존방식(MA50복귀or5봉),1243.4202880859375,1416.9207763671875,5,5봉경과,13.95348700223707,학습,롱
엔하4,대한광통신,010170.KQ,2013-10-08 00:00:00+09:00,기존방식(MA50복귀or5봉),1007.2667846679688,1007.2667846679688,5,5봉경과,0.0,학습,롱
엔하4,대한광통신,010170.KQ,2014-10-31 00:00:00+09:00,기존방식(MA50복귀or5봉),983.1694946289062,992.8084106445312,5,MA50복귀,0.9803920960000059,학습,롱
엔하4,대한광통신,010170.KQ,2015-08-24 00:00:00+09:00,기존방식(MA50복귀or5봉),955.2166137695312,927.2637939453125,5,5봉경과,-2.9263330873098727,학습,롱
엔하4,대한광통신,010170.KQ,2018-10-24 00:00:00+09:00,기존방식(MA50복귀or5봉),5400.0,5070.0,5,5봉경과,-6.111111111111111,검증,롱
엔하4,대한광통신,010170.KQ,2018-11-13 00:00:00+09:00,기존방식(MA50복귀or5봉),4810.0,4855.0,5,5봉경과,0.9355509355509356,검증,롱
엔하4,대한광통신,010170.KQ,2019-03-27 00:00:00+09:00,기존방식(MA50복귀or5봉),4335.0,4260.0,5,5봉경과,-1.7301038062283738,검증,롱
엔하4,대한광통신,010170.KQ,2019-04-08 00:00:00+09:00,기존방식(MA50복귀or5봉),4230.0,4365.0,5,5봉경과,3.1914893617021276,검증,롱
엔하4,대한광통신,010170.KQ,2019-08-02 00:00:00+09:00,기존방식(MA50복귀or5봉),3615.0,3430.0,5,5봉경과,-5.117565698478561,검증,롱
엔하4,대한광통신,010170.KQ,2019-11-15 00:00:00+09:00,기존방식(MA50복귀or5봉),3505.0,3290.0,5,5봉경과,-6.134094151212553,검증,롱
엔하4,대한광통신,010170.KQ,2019-11-28 00:00:00+09:00,기존방식(MA50복귀or5봉),3340.0,3250.0,5,5봉경과,-2.694610778443114,검증,롱
엔하4,대한광통신,010170.KQ,2020-01-31 00:00:00+09:00,기존방식(MA50복귀or5봉),2695.0,2990.0,5,5봉경과,10.946196660482375,검증,롱
엔하4,대한광통신,010170.KQ,2020-03-12 00:00:00+09:00,기존방식(MA50복귀or5봉),2170.0,1375.0,5,5봉경과,-36.63594470046083,검증,롱
엔하4,대한광통신,010170.KQ,2020-08-20 00:00:00+09:00,기존방식(MA50복귀or5봉),3115.0,3310.0,5,5봉경과,6.260032102728733,검증,롱
엔하4,대한광통신,010170.KQ,2021-03-04 00:00:00+09:00,기존방식(MA50복귀or5봉),3235.0,3165.0,5,5봉경과,-2.1638330757341575,검증,롱
엔하4,대한광통신,010170.KQ,2021-08-20 00:00:00+09:00,기존방식(MA50복귀or5봉),2800.0,3055.0,5,5봉경과,9.107142857142856,검증,롱
엔하4,대한광통신,010170.KQ,2021-11-11 00:00:00+09:00,기존방식(MA50복귀or5봉),2675.0,2575.0,5,5봉경과,-3.7383177570093453,검증,롱
엔하4,대한광통신,010170.KQ,2021-11-17 00:00:00+09:00,기존방식(MA50복귀or5봉),2660.0,2830.0,5,5봉경과,6.390977443609022,검증,롱
엔하4,대한광통신,010170.KQ,2021-11-30 00:00:00+09:00,기존방식(MA50복귀or5봉),2585.0,2720.0,5,5봉경과,5.222437137330754,검증,롱
엔하4,대한광통신,010170.KQ,2022-01-19 00:00:00+09:00,기존방식(MA50복귀or5봉),2300.0,2045.0,5,5봉경과,-11.08695652173913,검증,롱
엔하4,대한광통신,010170.KQ,2022-02-11 00:00:00+09:00,기존방식(MA50복귀or5봉),2050.0,2000.0,5,5봉경과,-2.4390243902439024,검증,롱
엔하4,대한광통신,010170.KQ,2022-02-24 00:00:00+09:00,기존방식(MA50복귀or5봉),1930.0,2165.0,5,5봉경과,12.176165803108809,검증,롱
엔하4,대한광통신,010170.KQ,2023-04-25 00:00:00+09:00,기존방식(MA50복귀or5봉),2025.0,1998.0,5,5봉경과,-1.3333333333333335,검증,롱
엔하4,대한광통신,010170.KQ,2023-05-10 00:00:00+09:00,기존방식(MA50복귀or5봉),1960.0,1990.0,5,5봉경과,1.530612244897959,검증,롱
엔하4,대한광통신,010170.KQ,2023-09-12 00:00:00+09:00,기존방식(MA50복귀or5봉),1636.0,1839.0,5,5봉경과,12.408312958435207,검증,롱
엔하4,대한광통신,010170.KQ,2023-09-22 00:00:00+09:00,기존방식(MA50복귀or5봉),1642.0,1507.0,5,5봉경과,-8.221680876979294,검증,롱
엔하4,대한광통신,010170.KQ,2023-09-27 00:00:00+09:00,기존방식(MA50복귀or5봉),1620.0,1491.0,5,5봉경과,-7.962962962962964,검증,롱
엔하4,대한광통신,010170.KQ,2023-10-16 00:00:00+09:00,기존방식(MA50복귀or5봉),1423.0,1320.0,5,5봉경과,-7.238229093464511,검증,롱
엔하4,대한광통신,010170.KQ,2023-10-20 00:00:00+09:00,기존방식(MA50복귀or5봉),1315.0,1314.0,5,5봉경과,-0.07604562737642585,검증,롱
엔하4,대한광통신,010170.KQ,2024-03-05 00:00:00+09:00,기존방식(MA50복귀or5봉),1133.0,1073.0,5,5봉경과,-5.29567519858782,검증,롱
엔하4,대한광통신,010170.KQ,2024-09-09 00:00:00+09:00,기존방식(MA50복귀or5봉),917.0,989.0,5,5봉경과,7.851690294438386,검증,롱
엔하4,대한광통신,010170.KQ,2024-11-15 00:00:00+09:00,기존방식(MA50복귀or5봉),773.0,713.0,5,5봉경과,-7.761966364812419,검증,롱
엔하4,대한광통신,010170.KQ,2024-11-28 00:00:00+09:00,기존방식(MA50복귀or5봉),780.0,724.0,5,5봉경과,-7.179487179487179,검증,롱
엔하4,대한광통신,010170.KQ,2025-03-20 00:00:00+09:00,기존방식(MA50복귀or5봉),492.0,508.0,5,5봉경과,3.2520325203252036,검증,롱
엔하4,대한광통신,010170.KQ,2026-07-28 00:00:00+09:00,기존방식(MA50복귀or5봉),8450.0,10180.0,5,5봉경과,20.473372781065088,검증,롱
엔하4,두산에너빌리티,034020.KS,2001-09-13 00:00:00+09:00,기존방식(MA50복귀or5봉),4900.90087890625,4356.35546875,5,5봉경과,-11.111128823274182,학습,롱
엔하4,두산에너빌리티,034020.KS,2002-05-28 00:00:00+09:00,기존방식(MA50복귀or5봉),4982.6728515625,5038.03564453125,5,5봉경과,1.1111063202030003,학습,롱
엔하4,두산에너빌리티,034020.KS,2002-06-07 00:00:00+09:00,기존방식(MA50복귀or5봉),5013.43017578125,6212.962890625,3,MA50복귀,23.926387179748147,학습,롱
엔하4,두산에너빌리티,034020.KS,2002-06-26 00:00:00+09:00,기존방식(MA50복귀or5봉),4096.86474609375,4355.22509765625,5,5봉경과,6.306294387893563,학습,롱
엔하4,두산에너빌리티,034020.KS,2002-10-10 00:00:00+09:00,기존방식(MA50복귀or5봉),3137.238037109375,3260.267578125,5,5봉경과,3.9215877010398423,학습,롱
