종목명,티커,터치시각,밴드종류,터치가격,이격도(%),터치전기울기(%/봉),터치전각도(도),터치후기울기(%/봉),터치후각도(도),반전각도(도),반전성공여부,구름상태,피보4,피보5,구간
두산에너빌리티,034020.KS,2004-02-04 00:00:00+09:00,엔상5터치,5081.361936032462,16.281494348981738,2.8000022884560747,70.34619077438782,0.49607906771085153,26.385047157398454,-43.96114361698937,True,양운,4589.346948242188,4494.554997370793,학습
두산에너빌리티,034020.KS,2004-02-09 00:00:00+09:00,엔상5터치,5158.743110532849,15.10440957904852,0.699308090325486,34.96540517041146,0.9740291860046033,44.2462461042526,9.28084093384114,False,양운,4808.351904296875,4656.1688889723555,학습
두산에너빌리티,034020.KS,2004-02-12 00:00:00+09:00,엔상5터치,5287.712872298559,19.524632923702224,0.49607906771085153,26.385047157398454,0.16088735214499297,9.139842524394961,-17.245204633003492,True,양운,4946.187145996094,4840.631211500901,학습
두산에너빌리티,034020.KS,2004-02-17 00:00:00+09:00,엔상5터치,5313.504911009363,17.896228433808698,0.9740291860046033,44.2462461042526,-0.459057837753286,-24.657860051194838,-68.90410615544744,True,양운,5075.961706542968,4978.094402606671,학습
두산에너빌리티,034020.KS,2004-08-16 00:00:00+09:00,엔상5터치,5190.985453021722,22.45522939746673,2.4927096501945627,68.14083067128068,-0.31515158190278075,-17.492328004137512,-85.6331586754182,True,양운,4766.033935546875,4604.426344651442,학습
두산에너빌리티,034020.KS,2004-09-01 00:00:00+09:00,엔상5터치,5855.1728188780835,26.603872461303563,0.42857439044617684,23.198733883204845,0.9916465086633308,44.75968778137322,21.56095389816838,False,양운,5454.886993408203,5403.349245511568,학습
두산에너빌리티,034020.KS,2004-10-13 00:00:00+09:00,엔상5터치,8060.536750687526,22.987252790127865,-1.9008265600615577,-62.251728872843216,-0.6666676089720667,-33.690104903740604,28.561623969102612,False,양운,7571.66480102539,7514.125002347506,학습
두산에너빌리티,034020.KS,2004-11-12 00:00:00+09:00,엔상5터치,9962.82327699211,30.387903486754176,4.920639318136297,78.51247182804508,-0.39426470379096634,-21.517567463905802,-100.03003929195089,True,양운,8852.081353759766,8296.772294264574,학습
두산에너빌리티,034020.KS,2005-06-23 00:00:00+09:00,엔상5터치,11145.521384483203,22.851957355715427,2.3674908443691356,67.10138185796579,1.5625048298410558,57.380837340383515,-9.720544517582276,True,양운,9892.063757324218,9714.76032433143,학습
두산에너빌리티,034020.KS,2005-06-29 00:00:00+09:00,엔상5터치,11409.322070107333,22.176963352843924,-0.38216483014016195,-20.91509788581713,-1.4705933078119082,-55.784389763610406,-34.86929187779327,False,양운,10478.192346191407,10162.140798715445,학습
