종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,피보턴까지거리(일),구간
대한광통신,010170.KQ,2006-11-09 00:00:00+09:00,엔하2터치,롱,5012.23681640625,5098.98681640625,5,5봉경과,1.730764191269784,-10.19935555233888,False,-3.0,학습
대한광통신,010170.KQ,2007-01-15 00:00:00+09:00,엔하2터치,롱,5050.79248046875,5233.931640625,3,MA50복귀,3.62594901422783,-6.5479338936169285,False,2.0,학습
대한광통신,010170.KQ,2007-01-23 00:00:00+09:00,엔하2터치,롱,4785.72216796875,4795.36083984375,5,5봉경과,0.20140475223389395,2.7241032185340064,True,-3.0,학습
대한광통신,010170.KQ,2007-10-29 00:00:00+09:00,엔하2터치,롱,7797.88330078125,7643.66064453125,5,5봉경과,-1.9777502471029391,-46.96532776430204,False,-2.0,학습
대한광통신,010170.KQ,2007-12-18 00:00:00+09:00,엔하2터치,롱,7643.66064453125,7740.0498046875,1,MA50복귀,1.2610340076415194,2.1203113019436124,True,1.0,학습
대한광통신,010170.KQ,2008-01-07 00:00:00+09:00,엔하2터치,롱,7277.3818359375,7373.77099609375,5,5봉경과,1.3245032668240195,-9.582999078979327,False,-2.0,학습
대한광통신,010170.KQ,2008-01-09 00:00:00+09:00,엔하2터치,롱,7421.9658203125,7402.68798828125,5,5봉경과,-0.25974024265229384,23.663838702839357,True,3.0,학습
대한광통신,010170.KQ,2008-01-11 00:00:00+09:00,엔하2터치,롱,7393.048828125,7161.71484375,5,5봉경과,-3.1290742121835837,-31.944845251570495,False,1.0,학습
대한광통신,010170.KQ,2008-01-23 00:00:00+09:00,엔하2터치,롱,7123.1591796875,7094.24267578125,5,5봉경과,-0.4059505505465707,-15.641659937912376,False,1.0,학습
대한광통신,010170.KQ,2008-01-29 00:00:00+09:00,엔하2터치,롱,7132.79833984375,6882.1865234375,5,5봉경과,-3.513513272993217,-40.875430827312414,False,0.0,학습
대한광통신,010170.KQ,2008-01-31 00:00:00+09:00,엔하2터치,롱,6920.7421875,6920.7421875,5,5봉경과,0.0,25.7534999388037,True,-2.0,학습
대한광통신,010170.KQ,2008-03-18 00:00:00+09:00,엔하2터치,롱,6313.490234375,6554.46337890625,4,MA50복귀,3.816797612503237,-14.119550400268693,False,3.0,학습
대한광통신,010170.KQ,2008-05-02 00:00:00+09:00,엔하2터치,롱,5388.154296875,5465.265625,5,5봉경과,1.4311269476771056,-4.5920235015960955,False,-2.0,학습
대한광통신,010170.KQ,2008-09-04 00:00:00+09:00,엔하2터치,롱,3778.455322265625,3667.607666015625,5,5봉경과,-2.933676510525309,21.91168864338067,True,2.0,학습
대한광통신,010170.KQ,2008-09-09 00:00:00+09:00,엔하2터치,롱,3845.927734375,3286.87060546875,5,5봉경과,-14.53633992935913,-127.99544522124629,False,-1.0,학습
대한광통신,010170.KQ,2008-10-06 00:00:00+09:00,엔하2터치,롱,3412.176513671875,2819.383056640625,5,5봉경과,-17.372883690396762,-131.35443079620862,False,2.0,학습
대한광통신,010170.KQ,2008-11-11 00:00:00+09:00,엔하2터치,롱,2380.8125,2371.173583984375,5,5봉경과,-0.4048582580789121,-89.35598912886277,False,1.0,학습
대한광통신,010170.KQ,2008-12-03 00:00:00+09:00,엔하2터치,롱,2048.269775390625,2400.09033203125,5,5봉경과,17.17647552425214,26.892300715074697,False,1.0,학습
대한광통신,010170.KQ,2009-02-26 00:00:00+09:00,엔하2터치,롱,2694.0771484375,2669.97998046875,5,5봉경과,-0.8944498112359469,15.66471850914565,True,1.0,학습
대한광통신,010170.KQ,2009-03-03 00:00:00+09:00,엔하2터치,롱,2477.20166015625,2544.674072265625,5,5봉경과,2.723735140122551,-37.64255125646454,False,1.0,학습
대한광통신,010170.KQ,2009-03-06 00:00:00+09:00,엔하2터치,롱,2650.7021484375,2727.8134765625,5,5봉경과,2.9090906411516113,66.05559828974854,True,1.0,학습
대한광통신,010170.KQ,2009-03-11 00:00:00+09:00,엔하2터치,롱,2583.229736328125,2645.882568359375,5,5봉경과,2.425368179614814,-32.86059650600066,False,1.0,학습
대한광통신,010170.KQ,2009-08-12 00:00:00+09:00,엔하2터치,롱,3571.218505859375,3951.955810546875,3,MA50복귀,10.661271609754937,65.70155121596964,True,1.0,학습
대한광통신,010170.KQ,2009-10-28 00:00:00+09:00,엔하2터치,롱,4597.76318359375,4626.68017578125,5,5봉경과,0.6289360942008677,45.02489838086295,True,-3.0,학습
대한광통신,010170.KQ,2009-12-28 00:00:00+09:00,엔하2터치,롱,4617.041015625,4655.5966796875,5,5봉경과,0.8350730247364024,52.399061837706384,True,3.0,학습
대한광통신,010170.KQ,2010-01-18 00:00:00+09:00,엔하2터치,롱,4655.5966796875,4641.13818359375,5,5봉경과,-0.310561611937581,6.420889257882159,True,0.0,학습
대한광통신,010170.KQ,2010-01-21 00:00:00+09:00,엔하2터치,롱,4602.58251953125,4539.9296875,5,5봉경과,-1.3612538561857415,-6.590073629503106,False,2.0,학습
대한광통신,010170.KQ,2010-03-03 00:00:00+09:00,엔하2터치,롱,4289.31787109375,4207.38720703125,5,5봉경과,-1.9101094049158958,-68.88019122372526,False,2.0,학습
대한광통신,010170.KQ,2010-03-05 00:00:00+09:00,엔하2터치,롱,4289.31787109375,4294.13720703125,5,5봉경과,0.11235669825214187,-31.961774123852624,False,0.0,학습
대한광통신,010170.KQ,2010-03-18 00:00:00+09:00,엔하2터치,롱,4298.95654296875,4385.70703125,5,5봉경과,2.017942898798003,12.324205727859304,False,-3.0,학습
대한광통신,010170.KQ,2010-04-28 00:00:00+09:00,엔하2터치,롱,4106.17822265625,4284.49853515625,4,MA50복귀,4.342731923229727,98.21139837433103,True,2.0,학습
대한광통신,010170.KQ,2011-04-21 00:00:00+09:00,엔하2터치,롱,2284.42333984375,2168.756103515625,5,5봉경과,-5.063301285305394,22.380958382881545,True,-2.0,학습
대한광통신,010170.KQ,2011-07-04 00:00:00+09:00,엔하2터치,롱,1942.24169921875,1937.4222412109375,5,5봉경과,-0.2481389422207898,-1.3868255933331666,False,0.0,학습
대한광통신,010170.KQ,2012-04-06 00:00:00+09:00,엔하2터치,롱,2115.7421875,2077.1865234375,5,5봉경과,-1.8223233572734154,40.46441446205452,True,-3.0,학습
대한광통신,010170.KQ,2012-07-24 00:00:00+09:00,엔하2터치,롱,1879.5887451171875,1802.4774169921875,5,5봉경과,-4.102563836122157,65.82747627342678,True,-2.0,학습
대한광통신,010170.KQ,2012-08-20 00:00:00+09:00,엔하2터치,롱,1855.491455078125,1995.2557373046875,5,5봉경과,7.532467036916522,12.220862223828256,False,3.0,학습
대한광통신,010170.KQ,2012-08-22 00:00:00+09:00,엔하2터치,롱,1850.6719970703125,2000.0751953125,5,5봉경과,8.072916134177136,103.68562602756549,True,1.0,학습
대한광통신,010170.KQ,2012-09-12 00:00:00+09:00,엔하2터치,롱,1913.324951171875,2000.0751953125,3,MA50복귀,4.534004748513426,75.25734145995904,True,3.0,학습
대한광통신,010170.KQ,2012-12-04 00:00:00+09:00,엔하2터치,롱,2028.991943359375,2067.547607421875,5,5봉경과,1.900237415367155,67.2463797665078,True,2.0,학습
대한광통신,010170.KQ,2013-02-28 00:00:00+09:00,엔하2터치,롱,1436.1986083984375,1436.1986083984375,5,5봉경과,0.0,36.94196675439241,True,2.0,학습
대한광통신,010170.KQ,2013-03-08 00:00:00+09:00,엔하2터치,롱,1436.1986083984375,1359.0872802734375,5,5봉경과,-5.369127060427243,-7.532000542256302,False,-3.0,학습
대한광통신,010170.KQ,2013-08-20 00:00:00+09:00,엔하2터치,롱,1248.23974609375,1257.878662109375,5,5봉경과,0.7722006966841979,77.50742142239983,True,-3.0,학습
대한광통신,010170.KQ,2013-10-31 00:00:00+09:00,엔하2터치,롱,1079.55859375,1045.8223876953125,5,5봉경과,-3.125,-54.52109325562766,False,-3.0,학습
대한광통신,010170.KQ,2014-03-25 00:00:00+09:00,엔하2터치,롱,1079.55859375,1079.55859375,5,5봉경과,0.0,-15.019914092022054,False,2.0,학습
대한광통신,010170.KQ,2014-07-17 00:00:00+09:00,엔하2터치,롱,987.9889526367188,1021.7251586914062,4,MA50복귀,3.414633935395047,71.90528292038093,True,2.0,학습
대한광통신,010170.KQ,2014-09-23 00:00:00+09:00,엔하2터치,롱,983.1694946289062,983.1694946289062,5,5봉경과,0.0,-14.592074745626714,False,1.0,학습
대한광통신,010170.KQ,2014-09-29 00:00:00+09:00,엔하2터치,롱,983.1694946289062,983.1694946289062,5,5봉경과,0.0,-8.325649823301376,False,-3.0,학습
대한광통신,010170.KQ,2014-10-31 00:00:00+09:00,엔하2터치,롱,983.1694946289062,992.8084106445312,5,MA50복귀,0.9803920960000059,22.04395984160988,True,0.0,학습
대한광통신,010170.KQ,2014-11-04 00:00:00+09:00,엔하2터치,롱,963.8916625976562,992.8084106445312,3,MA50복귀,2.9999998100352188,28.310424444861052,False,2.0,학습
대한광통신,010170.KQ,2014-11-19 00:00:00+09:00,엔하2터치,롱,925.3359985351562,918.5887451171875,5,5봉경과,-0.7291679377707039,51.19724665910674,True,-3.0,학습
대한광통신,010170.KQ,2015-07-22 00:00:00+09:00,엔하2터치,롱,1098.83642578125,1089.197509765625,5,5봉경과,-0.8771929824561403,-24.183039747184093,False,-3.0,학습
대한광통신,010170.KQ,2015-09-25 00:00:00+09:00,엔하2터치,롱,962.927734375,961.0,5,5봉경과,-0.20019512432583736,4.624640022069792,False,2.0,학습
대한광통신,010170.KQ,2016-06-16 00:00:00+09:00,엔하2터치,롱,1363.90673828125,1503.6710205078125,1,MA50복귀,10.247348906178791,60.658204548974865,True,1.0,학습
대한광통신,010170.KQ,2016-06-21 00:00:00+09:00,엔하2터치,롱,1460.2958984375,1489.212646484375,1,MA50복귀,1.9801978542715617,-69.46072370414154,False,2.0,학습
대한광통신,010170.KQ,2017-09-25 00:00:00+09:00,엔하2터치,롱,3556.76025390625,3470.010009765625,5,5봉경과,-2.439024222826113,19.91728069625937,True,-3.0,학습
대한광통신,010170.KQ,2017-10-26 00:00:00+09:00,엔하2터치,롱,3335.065185546875,3421.8154296875,5,5봉경과,2.601155878948733,-12.019507898400661,False,-2.0,학습
대한광통신,010170.KQ,2017-11-07 00:00:00+09:00,엔하2터치,롱,3373.620849609375,3657.96875,5,MA50복귀,8.428567200239739,17.93133977973372,False,-3.0,학습
대한광통신,010170.KQ,2018-02-28 00:00:00+09:00,엔하2터치,롱,4973.68115234375,5455.626953125,5,5봉경과,9.689921529331297,-43.1762587412364,False,-2.0,학습
대한광통신,010170.KQ,2018-03-23 00:00:00+09:00,엔하2터치,롱,6024.32275390625,6033.9619140625,5,5봉경과,0.16000404609795918,24.824906907153927,True,1.0,학습
대한광통신,010170.KQ,2018-06-28 00:00:00+09:00,엔하2터치,롱,6050.0,5550.0,5,5봉경과,-8.264462809917356,-81.61550671524512,False,-2.0,학습
대한광통신,010170.KQ,2018-10-05 00:00:00+09:00,엔하2터치,롱,6200.0,5740.0,5,5봉경과,-7.419354838709677,-11.35118657531359,False,-2.0,검증
대한광통신,010170.KQ,2018-12-24 00:00:00+09:00,엔하2터치,롱,4720.0,5100.0,3,MA50복귀,8.050847457627118,59.33780363597947,False,-1.0,검증
대한광통신,010170.KQ,2020-09-04 00:00:00+09:00,엔하2터치,롱,3585.0,3790.0,1,MA50복귀,5.718270571827057,14.995507810446256,False,-3.0,검증
대한광통신,010170.KQ,2021-05-13 00:00:00+09:00,엔하2터치,롱,3165.0,3105.0,5,5봉경과,-1.8957345971563981,-11.43512604893276,False,-3.0,검증
대한광통신,010170.KQ,2022-03-07 00:00:00+09:00,엔하2터치,롱,2085.0,2070.0,5,5봉경과,-0.7194244604316548,-73.95161751700805,False,-3.0,검증
대한광통신,010170.KQ,2022-07-04 00:00:00+09:00,엔하2터치,롱,2170.0,2125.0,5,5봉경과,-2.0737327188940093,-68.1535836116116,False,1.0,검증
대한광통신,010170.KQ,2022-09-30 00:00:00+09:00,엔하2터치,롱,2625.0,2450.0,5,5봉경과,-6.666666666666667,16.295306863222457,True,3.0,검증
대한광통신,010170.KQ,2022-10-05 00:00:00+09:00,엔하2터치,롱,2590.0,2470.0,5,5봉경과,-4.633204633204633,-104.7240287052624,False,1.0,검증
대한광통신,010170.KQ,2022-10-11 00:00:00+09:00,엔하2터치,롱,2450.0,2660.0,5,5봉경과,8.571428571428571,51.94196336305833,False,-2.0,검증
대한광통신,010170.KQ,2022-10-17 00:00:00+09:00,엔하2터치,롱,2570.0,2525.0,5,5봉경과,-1.7509727626459144,-48.49839608496872,False,1.0,검증
대한광통신,010170.KQ,2022-10-24 00:00:00+09:00,엔하2터치,롱,2525.0,2570.0,5,5봉경과,1.782178217821782,-1.9902957123664153,False,-2.0,검증
대한광통신,010170.KQ,2022-10-28 00:00:00+09:00,엔하2터치,롱,2485.0,2760.0,2,MA50복귀,11.066398390342053,15.118379825115683,False,1.0,검증
대한광통신,010170.KQ,2022-11-15 00:00:00+09:00,엔하2터치,롱,2440.0,2570.0,5,5봉경과,5.327868852459016,-76.62214315353803,False,-1.0,검증
대한광통신,010170.KQ,2023-02-03 00:00:00+09:00,엔하2터치,롱,2805.0,2410.0,5,5봉경과,-14.08199643493761,-10.61620151319456,False,-3.0,검증
대한광통신,010170.KQ,2023-08-04 00:00:00+09:00,엔하2터치,롱,2000.0,2075.0,5,5봉경과,3.75,64.74931148944805,True,-2.0,검증
대한광통신,010170.KQ,2023-08-14 00:00:00+09:00,엔하2터치,롱,2030.0,1733.0,5,5봉경과,-14.630541871921181,-18.78221959576687,False,-1.0,검증
대한광통신,010170.KQ,2023-11-28 00:00:00+09:00,엔하2터치,롱,1353.0,1332.0,5,5봉경과,-1.5521064301552108,3.267585757729444,True,-2.0,검증
대한광통신,010170.KQ,2023-12-26 00:00:00+09:00,엔하2터치,롱,1308.0,1376.0,3,MA50복귀,5.198776758409786,68.9919772784661,True,3.0,검증
대한광통신,010170.KQ,2024-02-21 00:00:00+09:00,엔하2터치,롱,1273.0,1214.0,5,5봉경과,-4.634721131186175,-18.92122623094601,False,0.0,검증
대한광통신,010170.KQ,2024-07-05 00:00:00+09:00,엔하2터치,롱,1116.0,1232.0,4,MA50복귀,10.39426523297491,114.65666995578664,True,2.0,검증
대한광통신,010170.KQ,2024-11-13 00:00:00+09:00,엔하2터치,롱,940.0,712.0,5,5봉경과,-24.25531914893617,-113.42979842351342,False,-3.0,검증
두산에너빌리티,034020.KS,2002-06-14 00:00:00+09:00,엔하2터치,롱,5493.24365234375,5068.79296875,5,5봉경과,-7.726776936476387,-129.12806044184413,False,-3.0,학습
두산에너빌리티,034020.KS,2002-09-18 00:00:00+09:00,엔하2터치,롱,3887.71533203125,3684.717041015625,5,5봉경과,-5.221531765535998,-85.618852144631,False,-1.0,학습
두산에너빌리티,034020.KS,2003-01-07 00:00:00+09:00,엔하2터치,롱,3815.14697265625,3374.453857421875,5,5봉경과,-11.55114385875278,-135.99732289233123,False,-1.0,학습
두산에너빌리티,034020.KS,2003-03-13 00:00:00+09:00,엔하2터치,롱,3217.062744140625,3311.497314453125,5,MA50복귀,2.935428302867196,-24.948808784182802,False,1.0,학습
두산에너빌리티,034020.KS,2003-03-17 00:00:00+09:00,엔하2터치,롱,3034.489990234375,3311.497314453125,3,MA50복귀,9.128628702359133,-10.795226782468042,False,1.0,학습
두산에너빌리티,034020.KS,2003-07-25 00:00:00+09:00,엔하2터치,롱,3714.41748046875,3789.96484375,5,5봉경과,2.033895319481323,-7.544309570896241,False,1.0,학습
두산에너빌리티,034020.KS,2003-08-04 00:00:00+09:00,엔하2터치,롱,3708.12255859375,3475.18408203125,5,5봉경과,-6.281844056708806,-46.13943634442163,False,-1.0,학습
두산에너빌리티,034020.KS,2003-10-07 00:00:00+09:00,엔하2터치,롱,3752.19091796875,3985.12939453125,5,5봉경과,6.208065678294465,48.3513819048723,False,2.0,학습
두산에너빌리티,034020.KS,2004-05-31 00:00:00+09:00,엔하2터치,롱,4417.173828125,4475.2099609375,5,5봉경과,1.3138747776456683,22.78087096514495,True,-3.0,학습
두산에너빌리티,034020.KS,2004-07-14 00:00:00+09:00,엔하2터치,롱,4010.92236328125,4236.6181640625,3,MA50복귀,5.6270299033315885,48.47514659730998,False,1.0,학습
두산에너빌리티,034020.KS,2004-07-16 00:00:00+09:00,엔하2터치,롱,4178.58203125,4236.6181640625,1,MA50복귀,1.3888953807408875,37.37006610897121,True,-1.0,학습
두산에너빌리티,034020.KS,2005-01-03 00:00:00+09:00,엔하2터치,롱,7551.2568359375,7089.60791015625,5,5봉경과,-6.113537597929359,-114.06311587241794,False,-2.0,학습
두산에너빌리티,034020.KS,2005-02-02 00:00:00+09:00,엔하2터치,롱,7056.63134765625,7485.306640625,5,5봉경과,6.074786563862768,10.060495597360523,False,1.0,학습
두산에너빌리티,034020.KS,2005-04-27 00:00:00+09:00,엔하2터치,롱,8012.90576171875,8408.60546875,5,5봉경과,4.938279805082511,103.74218543855177,True,-2.0,학습
두산에너빌리티,034020.KS,2005-05-10 00:00:00+09:00,엔하2터치,롱,8111.830078125,7815.0556640625,5,5봉경과,-3.6585383471333466,-42.01133737382825,False,-2.0,학습
두산에너빌리티,034020.KS,2005-05-25 00:00:00+09:00,엔하2터치,롱,8177.77880859375,8639.4287109375,2,MA50복귀,5.645174724689518,13.720547021696945,False,-1.0,학습
두산에너빌리티,034020.KS,2005-08-29 00:00:00+09:00,엔하2터치,롱,10716.8486328125,11739.072265625,2,MA50복귀,9.538472249040533,125.16761038542077,True,2.0,학습
두산에너빌리티,034020.KS,2006-03-22 00:00:00+09:00,엔하2터치,롱,19589.751953125,19788.96484375,5,5봉경과,1.0169240075202746,40.42452654863537,True,-2.0,학습
두산에너빌리티,034020.KS,2006-08-14 00:00:00+09:00,엔하2터치,롱,20287.0078125,23009.650390625,2,MA50복귀,13.420621726420503,101.9552210279927,True,2.0,학습
두산에너빌리티,034020.KS,2007-08-13 00:00:00+09:00,엔하2터치,롱,57719.49609375,52563.578125,5,5봉경과,-8.932714797744561,-14.049753147888246,False,-3.0,학습
두산에너빌리티,034020.KS,2007-09-10 00:00:00+09:00,엔하2터치,롱,55576.77734375,61268.36328125,3,MA50복귀,10.240942727385503,107.49218793198617,True,3.0,학습
두산에너빌리티,034020.KS,2007-12-17 00:00:00+09:00,엔하2터치,롱,79012.7734375,84369.5625,5,5봉경과,6.779649453435882,23.73544952349642,False,3.0,학습
두산에너빌리티,034020.KS,2007-12-28 00:00:00+09:00,엔하2터치,롱,84705.6953125,89411.5625,5,5봉경과,5.555549919210162,28.24318837474469,False,1.0,학습
두산에너빌리티,034020.KS,2008-02-11 00:00:00+09:00,엔하2터치,롱,73613.2890625,84705.6953125,3,MA50복귀,15.06848341008401,-7.33022857646597,False,1.0,학습
두산에너빌리티,034020.KS,2008-05-13 00:00:00+09:00,엔하2터치,롱,73277.140625,78655.2890625,5,MA50복귀,7.3394627459919395,4.26790809664891,False,3.0,학습
두산에너빌리티,034020.KS,2008-09-16 00:00:00+09:00,엔하2터치,롱,53781.390625,60504.05859375,5,5봉경과,12.4999891051999,20.979772216677873,False,1.0,학습
두산에너빌리티,034020.KS,2009-06-04 00:00:00+09:00,엔하2터치,롱,48620.72265625,49502.26171875,5,5봉경과,1.8130932950801826,-70.24267903358177,False,-2.0,학습
두산에너빌리티,034020.KS,2009-06-18 00:00:00+09:00,엔하2터치,롱,49027.5859375,46450.75390625,5,5봉경과,-5.255881932540848,-67.79586571964781,False,-3.0,학습
두산에너빌리티,034020.KS,2009-07-23 00:00:00+09:00,엔하2터치,롱,44077.35546875,46179.51171875,4,MA50복귀,4.769243135492529,-43.92732162693163,False,-2.0,학습
두산에너빌리티,034020.KS,2009-09-02 00:00:00+09:00,엔하2터치,롱,42246.453125,44077.35546875,5,5봉경과,4.333860497904225,51.59356563676928,True,1.0,학습
두산에너빌리티,034020.KS,2010-08-24 00:00:00+09:00,엔하2터치,롱,46998.79296875,46930.5703125,5,5봉경과,-0.1451583156515572,7.552261326750124,False,-3.0,학습
두산에너빌리티,034020.KS,2010-12-14 00:00:00+09:00,엔하2터치,롱,55866.484375,58799.65234375,4,MA50복귀,5.250317791721613,2.095796861111914,False,-2.0,학습
두산에너빌리티,034020.KS,2010-12-27 00:00:00+09:00,엔하2터치,롱,55320.78125,58454.79296875,2,MA50복귀,5.665161713076856,106.5731262597396,True,2.0,학습
두산에너빌리티,034020.KS,2011-01-31 00:00:00+09:00,엔하2터치,롱,54254.859375,50468.0390625,5,5봉경과,-6.97968874331821,-73.64928090945065,False,-1.0,학습
두산에너빌리티,034020.KS,2011-04-28 00:00:00+09:00,엔하2터치,롱,42756.69140625,45854.99609375,4,MA50복귀,7.246362114555717,53.721346711484756,False,2.0,학습
두산에너빌리티,034020.KS,2011-10-04 00:00:00+09:00,엔하2터치,롱,37110.87890625,38763.30859375,3,MA50복귀,4.45268270706924,-1.9067175461618717,False,2.0,학습
두산에너빌리티,034020.KS,2012-03-13 00:00:00+09:00,엔하2터치,롱,46523.796875,44782.63671875,5,5봉경과,-3.742515171167444,-4.183796841542165,False,-3.0,학습
두산에너빌리티,034020.KS,2012-09-19 00:00:00+09:00,엔하2터치,롱,40952.08984375,39977.03125,5,5봉경과,-2.380973956323772,-47.25038809244033,False,-3.0,학습
두산에너빌리티,034020.KS,2013-02-01 00:00:00+09:00,엔하2터치,롱,30311.048828125,29177.9296875,5,5봉경과,-3.738303966484993,-84.61895586200293,False,-2.0,학습
두산에너빌리티,034020.KS,2013-02-26 00:00:00+09:00,엔하2터치,롱,30558.921875,30842.205078125,5,5봉경과,0.927006536041285,-36.87875612849817,False,-3.0,학습
두산에너빌리티,034020.KS,2013-03-04 00:00:00+09:00,엔하2터치,롱,30594.33203125,30948.43359375,5,5봉경과,1.1574090329486837,32.25545819391728,True,2.0,학습
두산에너빌리티,034020.KS,2013-07-08 00:00:00+09:00,엔하2터치,롱,29142.51953125,30913.021484375,5,MA50복귀,6.075322180796556,87.63336490553444,True,1.0,학습
두산에너빌리티,034020.KS,2013-10-14 00:00:00+09:00,엔하2터치,롱,30594.33203125,31514.9921875,5,5봉경과,3.009250717778735,-25.716655047288626,False,-1.0,학습
두산에너빌리티,034020.KS,2014-03-20 00:00:00+09:00,엔하2터치,롱,23886.201171875,25008.126953125,5,5봉경과,4.696961953795401,35.61901062459473,False,-1.0,학습
두산에너빌리티,034020.KS,2014-05-20 00:00:00+09:00,엔하2터치,롱,24103.34765625,24248.115234375,5,5봉경과,0.6006119157786854,-20.31353247277072,False,-1.0,학습
두산에너빌리티,034020.KS,2014-05-27 00:00:00+09:00,엔하2터치,롱,24248.115234375,23886.201171875,5,5봉경과,-1.4925451277422899,-41.42138620839784,False,-1.0,학습
두산에너빌리티,034020.KS,2014-11-19 00:00:00+09:00,엔하2터치,롱,17118.443359375,18891.814453125,2,MA50복귀,10.359417947770378,104.26169803045467,True,2.0,학습
두산에너빌리티,034020.KS,2015-01-06 00:00:00+09:00,엔하2터치,롱,16573.15234375,16610.478515625,5,5봉경과,0.22522071299897448,75.43064962538091,True,-3.0,학습
두산에너빌리티,034020.KS,2015-05-19 00:00:00+09:00,엔하2터치,롱,20977.728515625,21201.689453125,5,5봉경과,1.0676129082955073,104.30509103462089,True,-3.0,학습
두산에너빌리티,034020.KS,2015-05-28 00:00:00+09:00,엔하2터치,롱,20567.1328125,19484.65234375,5,5봉경과,-5.263156895122034,-83.64008487473842,False,-2.0,학습
두산에너빌리티,034020.KS,2015-11-09 00:00:00+09:00,엔하2터치,롱,14968.0947265625,16573.15234375,2,MA50복귀,10.723192540592038,-27.69317632941066,False,2.0,학습
두산에너빌리티,034020.KS,2015-11-16 00:00:00+09:00,엔하2터치,롱,15080.0751953125,17133.0546875,4,MA50복귀,13.613854477500546,6.592694290438615,False,1.0,학습
두산에너빌리티,034020.KS,2015-12-30 00:00:00+09:00,엔하2터치,롱,15985.275390625,14084.1142578125,5,5봉경과,-11.893202252414667,-55.36136887060748,False,-3.0,학습
두산에너빌리티,034020.KS,2016-06-02 00:00:00+09:00,엔하2터치,롱,16528.46484375,17110.453125,5,5봉경과,3.5211272598620704,33.09233296365063,True,-2.0,학습
두산에너빌리티,034020.KS,2016-10-10 00:00:00+09:00,엔하2터치,롱,19826.396484375,20369.5859375,5,5봉경과,2.739728591391192,-9.738380357292552,False,2.0,학습
두산에너빌리티,034020.KS,2016-10-17 00:00:00+09:00,엔하2터치,롱,20369.5859375,21417.1640625,5,MA50복귀,5.142854293721453,21.60244602992335,False,-1.0,학습
두산에너빌리티,034020.KS,2016-11-09 00:00:00+09:00,엔하2터치,롱,18740.01953125,21688.7578125,2,MA50복귀,15.73497976527089,47.03678526867811,True,1.0,학습
두산에너빌리티,034020.KS,2017-05-11 00:00:00+09:00,엔하2터치,롱,19077.984375,19315.46875,1,MA50복귀,1.2448085202921233,-70.3030542871247,False,0.0,학습
두산에너빌리티,034020.KS,2017-05-16 00:00:00+09:00,엔하2터치,롱,18523.8515625,19117.564453125,5,MA50복귀,3.2051265829991995,3.46947156912902,False,1.0,학습
두산에너빌리티,034020.KS,2017-05-29 00:00:00+09:00,엔하2터치,롱,17732.234375,18484.26953125,5,5봉경과,4.241062577597472,61.39259229638627,True,-2.0,학습
두산에너빌리티,034020.KS,2017-06-07 00:00:00+09:00,엔하2터치,롱,18325.947265625,19157.14453125,5,MA50복귀,4.535630565652249,3.872729329154353,False,1.0,학습
두산에너빌리티,034020.KS,2017-12-07 00:00:00+09:00,엔하2터치,롱,13220.013671875,12586.7197265625,5,5봉경과,-4.790418232772369,-44.04118545025703,False,-2.0,학습
두산에너빌리티,034020.KS,2018-02-22 00:00:00+09:00,엔하2터치,롱,11834.6826171875,11597.197265625,5,5봉경과,-2.00668965315217,-97.4284454498947,False,0.0,학습
두산에너빌리티,034020.KS,2018-02-28 00:00:00+09:00,엔하2터치,롱,11834.6826171875,11755.5205078125,5,5봉경과,-0.6688993016173744,-5.106010778456765,False,-2.0,학습
두산에너빌리티,034020.KS,2018-03-15 00:00:00+09:00,엔하2터치,롱,11636.7783203125,12349.234375,5,MA50복귀,6.122451034784062,11.585980647659024,False,1.0,학습
두산에너빌리티,034020.KS,2018-08-31 00:00:00+09:00,엔하2터치,롱,11201.388671875,11676.359375,5,MA50복귀,4.240284102609348,21.796113179355853,False,-3.0,학습
두산에너빌리티,034020.KS,2018-11-29 00:00:00+09:00,엔하2터치,롱,9182.763671875,9182.763671875,5,5봉경과,0.0,-59.68513545871627,False,-3.0,검증
두산에너빌리티,034020.KS,2018-12-10 00:00:00+09:00,엔하2터치,롱,8866.1171875,9103.6025390625,5,5봉경과,2.678572215324669,78.54624100828339,True,-2.0,검증
두산에너빌리티,034020.KS,2018-12-12 00:00:00+09:00,엔하2터치,롱,8786.955078125,9103.6025390625,5,MA50복귀,3.6036085096848773,38.713893112587705,True,2.0,검증
두산에너빌리티,034020.KS,2018-12-21 00:00:00+09:00,엔하2터치,롱,8628.6318359375,7480.7861328125,5,5봉경과,-13.302754422135878,-43.81359735679351,False,-2.0,검증
두산에너빌리티,034020.KS,2019-05-07 00:00:00+09:00,엔하2터치,롱,6062.41650390625,5630.671875,5,5봉경과,-7.121658972590554,-99.9701309189205,False,-2.0,검증
두산에너빌리티,034020.KS,2019-06-28 00:00:00+09:00,엔하2터치,롱,5576.70361328125,5612.6826171875,5,5봉경과,0.6451661483418963,12.679582594246796,True,-1.0,검증
두산에너빌리티,034020.KS,2019-07-15 00:00:00+09:00,엔하2터치,롱,5486.7568359375,5630.671875,5,5봉경과,2.6229527454155863,5.890542564773384,False,1.0,검증
