종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,피보턴까지거리(일),구간
두산에너빌리티,034020.KS,2019-07-25 00:00:00+09:00,엔하2터치,롱,5495.75146484375,5756.59716796875,1,MA50복귀,4.746315491041154,-98.21084683163163,False,1.0,검증
두산에너빌리티,034020.KS,2019-07-31 00:00:00+09:00,엔하2터치,롱,5477.76220703125,4731.20361328125,5,5봉경과,-13.628897449979082,-30.132572434241993,False,-3.0,검증
두산에너빌리티,034020.KS,2021-01-11 00:00:00+09:00,엔하2터치,롱,12908.5263671875,12572.6162109375,5,5봉경과,-2.6022347299367823,-4.221211685400807,False,3.0,검증
두산에너빌리티,034020.KS,2021-09-27 00:00:00+09:00,엔하2터치,롱,19818.666015625,18714.962890625,5,5봉경과,-5.56900814681393,-21.012596607338182,False,1.0,검증
두산에너빌리티,034020.KS,2021-10-01 00:00:00+09:00,엔하2터치,롱,18906.912109375,18187.10546875,5,5봉경과,-3.807108408083643,1.1599986388822305,True,-3.0,검증
두산에너빌리티,034020.KS,2022-05-11 00:00:00+09:00,엔하2터치,롱,20100.0,19850.0,5,5봉경과,-1.2437810945273633,57.43223159512479,False,-2.0,검증
두산에너빌리티,034020.KS,2022-05-25 00:00:00+09:00,엔하2터치,롱,20050.0,20750.0,4,MA50복귀,3.4912718204488775,-4.589337559367081,False,3.0,검증
두산에너빌리티,034020.KS,2023-01-03 00:00:00+09:00,엔하2터치,롱,15100.0,16250.0,4,MA50복귀,7.6158940397351,19.960173779334305,False,-1.0,검증
두산에너빌리티,034020.KS,2023-02-17 00:00:00+09:00,엔하2터치,롱,15470.0,16200.0,2,MA50복귀,4.7188106011635425,77.76679281242933,True,2.0,검증
두산에너빌리티,034020.KS,2023-05-31 00:00:00+09:00,엔하2터치,롱,16080.0,16950.0,3,MA50복귀,5.410447761194029,102.80844660866757,True,2.0,검증
두산에너빌리티,034020.KS,2023-07-26 00:00:00+09:00,엔하2터치,롱,16720.0,17690.0,5,5봉경과,5.801435406698564,51.67542420731836,True,2.0,검증
두산에너빌리티,034020.KS,2023-08-04 00:00:00+09:00,엔하2터치,롱,16920.0,16930.0,5,5봉경과,0.0591016548463357,37.87691777561846,True,-2.0,검증
두산에너빌리티,034020.KS,2023-09-07 00:00:00+09:00,엔하2터치,롱,16660.0,17020.0,5,5봉경과,2.1608643457382954,64.92507800003663,True,1.0,검증
두산에너빌리티,034020.KS,2024-01-24 00:00:00+09:00,엔하2터치,롱,14860.0,15440.0,5,MA50복귀,3.9030955585464335,-2.8799910214300084,False,0.0,검증
두산에너빌리티,034020.KS,2024-08-20 00:00:00+09:00,엔하2터치,롱,17970.0,17860.0,5,5봉경과,-0.6121313299944352,-32.6369183364001,False,-3.0,검증
두산에너빌리티,034020.KS,2024-12-04 00:00:00+09:00,엔하2터치,롱,19000.0,17230.0,5,5봉경과,-9.31578947368421,-46.807213057945525,False,-1.0,검증
두산에너빌리티,034020.KS,2025-01-08 00:00:00+09:00,엔하2터치,롱,18900.0,20000.0,2,MA50복귀,5.82010582010582,-4.677309154078557,False,-3.0,검증
두산에너빌리티,034020.KS,2025-08-20 00:00:00+09:00,엔하2터치,롱,57400.0,65900.0,3,MA50복귀,14.80836236933798,98.91108444789461,True,3.0,검증
두산에너빌리티,034020.KS,2025-09-12 00:00:00+09:00,엔하2터치,롱,61000.0,62400.0,5,5봉경과,2.2950819672131146,37.70899880331175,False,2.0,검증
두산에너빌리티,034020.KS,2025-12-16 00:00:00+09:00,엔하2터치,롱,77300.0,77600.0,5,5봉경과,0.38809831824062097,19.810933910191956,False,-2.0,검증
두산에너빌리티,034020.KS,2025-12-18 00:00:00+09:00,엔하2터치,롱,74500.0,73600.0,5,5봉경과,-1.2080536912751678,-13.59380400132165,False,1.0,검증
두산에너빌리티,034020.KS,2025-12-26 00:00:00+09:00,엔하2터치,롱,73600.0,83200.0,4,MA50복귀,13.043478260869565,52.078214778338555,False,-3.0,검증
두산에너빌리티,034020.KS,2026-06-19 00:00:00+09:00,엔하2터치,롱,97900.0,81100.0,5,5봉경과,-17.160367722165475,-131.57216617515292,False,-3.0,검증
두산에너빌리티,034020.KS,2026-08-21 00:00:00+09:00,엔하2터치,롱,73300.0,80700.0,2,MA50복귀,10.095497953615281,142.1549984390553,True,2.0,검증
삼성전자,005930.KS,2000-11-16 00:00:00+09:00,엔하2터치,롱,2291.954345703125,2243.04052734375,5,5봉경과,-2.134153258814989,21.48195361962994,True,-2.0,학습
삼성전자,005930.KS,2000-12-01 00:00:00+09:00,엔하2터치,롱,2222.078369140625,2354.84375,5,MA50복귀,5.974828912569865,129.90758900434963,True,-1.0,학습
삼성전자,005930.KS,2001-03-02 00:00:00+09:00,엔하2터치,롱,2522.546630859375,2795.0673828125,3,MA50복귀,10.803397987544171,88.41903792431516,True,3.0,학습
삼성전자,005930.KS,2001-03-12 00:00:00+09:00,엔하2터치,롱,2564.4736328125,2655.313720703125,5,5봉경과,3.5422508045442136,7.017305339055945,False,3.0,학습
삼성전자,005930.KS,2001-03-19 00:00:00+09:00,엔하2터치,롱,2655.313720703125,3004.697021484375,4,MA50복귀,13.157891591383544,12.442041834520325,False,2.0,학습
삼성전자,005930.KS,2001-03-21 00:00:00+09:00,엔하2터치,롱,2704.2275390625,3004.697021484375,2,MA50복귀,11.111102083001551,-7.879117175319301,False,0.0,학습
삼성전자,005930.KS,2001-04-09 00:00:00+09:00,엔하2터치,롱,2592.42431640625,2802.05419921875,3,MA50복귀,8.086248901688268,116.62985088707237,True,3.0,학습
삼성전자,005930.KS,2001-06-05 00:00:00+09:00,엔하2터치,롱,2836.99267578125,3123.488037109375,3,MA50복귀,10.098558370413487,103.99356885059285,True,3.0,학습
삼성전자,005930.KS,2001-09-12 00:00:00+09:00,엔하2터치,롱,2257.015625,2291.954345703125,5,5봉경과,1.548005264833955,-38.72368932364919,False,-2.0,학습
삼성전자,005930.KS,2002-05-10 00:00:00+09:00,엔하2터치,롱,4667.76025390625,5254.72607421875,3,MA50복귀,12.574892204913338,74.75861140446463,True,3.0,학습
삼성전자,005930.KS,2002-05-31 00:00:00+09:00,엔하2터치,롱,4779.56396484375,4821.49072265625,5,5봉경과,0.8772088441726846,16.81814625769337,True,-3.0,학습
삼성전자,005930.KS,2002-06-07 00:00:00+09:00,엔하2터치,롱,4821.49072265625,5024.1337890625,5,5봉경과,4.202913125063738,-11.682585083815098,False,3.0,학습
삼성전자,005930.KS,2002-06-19 00:00:00+09:00,엔하2터치,롱,4870.404296875,4318.37841796875,5,5봉경과,-11.334292704620982,-101.98178495925039,False,-3.0,학습
삼성전자,005930.KS,2002-07-11 00:00:00+09:00,엔하2터치,롱,4632.82421875,4919.3173828125,1,MA50복귀,6.183985200711971,20.625099108151133,True,1.0,학습
삼성전자,005930.KS,2002-07-22 00:00:00+09:00,엔하2터치,롱,4611.8603515625,4541.9833984375,5,5봉경과,-1.515157610991531,-28.3665540911391,False,1.0,학습
삼성전자,005930.KS,2002-07-26 00:00:00+09:00,엔하2터치,롱,4472.10693359375,4465.11962890625,5,5봉경과,-0.15624189652113388,-30.96337117250538,False,-3.0,학습
삼성전자,005930.KS,2002-09-05 00:00:00+09:00,엔하2터치,롱,4486.0810546875,4702.69970703125,4,MA50복귀,4.828683425534754,69.17173048173122,True,-3.0,학습
삼성전자,005930.KS,2002-09-24 00:00:00+09:00,엔하2터치,롱,4458.13232421875,4157.66259765625,5,5봉경과,-6.739811757721991,0.4161843412317836,True,-2.0,학습
삼성전자,005930.KS,2003-01-07 00:00:00+09:00,엔하2터치,롱,4786.55224609375,4590.89794921875,5,5봉경과,-4.08758302042292,-91.41676061541347,False,-1.0,학습
삼성전자,005930.KS,2003-03-13 00:00:00+09:00,엔하2터치,롱,4052.847900390625,4178.62451171875,3,MA50복귀,3.103413067043604,0.6960278186008182,False,1.0,학습
삼성전자,005930.KS,2003-04-04 00:00:00+09:00,엔하2터치,롱,3962.006591796875,4178.62451171875,1,MA50복귀,5.467379089433393,10.761255171105596,True,1.0,학습
삼성전자,005930.KS,2003-12-10 00:00:00+09:00,엔하2터치,롱,6330.82763671875,6442.62939453125,3,MA50복귀,1.7659896024344541,28.32195030707407,True,3.0,학습
삼성전자,005930.KS,2003-12-17 00:00:00+09:00,엔하2터치,롱,6184.08349609375,6135.171875,5,5봉경과,-0.7909275663021952,-30.015570635214125,False,-2.0,학습
삼성전자,005930.KS,2004-03-12 00:00:00+09:00,엔하2터치,롱,7323.07421875,7616.5546875,3,MA50복귀,4.0076129229794315,110.17988687904804,True,3.0,학습
삼성전자,005930.KS,2004-11-09 00:00:00+09:00,엔하2터치,롱,6023.36865234375,6379.74267578125,4,MA50복귀,5.916523527060418,53.349918132963964,True,1.0,학습
삼성전자,005930.KS,2005-06-08 00:00:00+09:00,엔하2터치,롱,6673.2236328125,6868.876953125,2,MA50복귀,2.9319161334630692,61.79688538119939,True,2.0,학습
삼성전자,005930.KS,2005-10-27 00:00:00+09:00,엔하2터치,롱,7798.23583984375,8203.5234375,5,MA50복귀,5.197170308513913,47.20298595516191,False,-1.0,학습
삼성전자,005930.KS,2006-03-03 00:00:00+09:00,엔하2터치,롱,9139.87109375,8692.65625,5,5봉경과,-4.893010406413862,-78.45844114859428,False,-3.0,학습
삼성전자,005930.KS,2006-04-11 00:00:00+09:00,엔하2터치,롱,8874.33984375,9167.8173828125,3,MA50복귀,3.3070351623866387,61.77789706653819,True,3.0,학습
삼성전자,005930.KS,2007-01-17 00:00:00+09:00,엔하2터치,롱,8490.3466796875,8490.3466796875,5,5봉경과,0.0,-36.89709907102274,False,-2.0,학습
삼성전자,005930.KS,2007-01-26 00:00:00+09:00,엔하2터치,롱,8292.8974609375,8292.8974609375,5,5봉경과,0.0,-25.163326331614467,False,-1.0,학습
삼성전자,005930.KS,2007-03-29 00:00:00+09:00,엔하2터치,롱,8024.931640625,8391.62109375,4,MA50복귀,4.569377903092535,76.64829432548024,True,-3.0,학습
삼성전자,005930.KS,2007-08-17 00:00:00+09:00,엔하2터치,롱,8074.1884765625,8271.80859375,5,5봉경과,2.44755392769373,48.64194519432388,True,-3.0,학습
삼성전자,005930.KS,2007-08-28 00:00:00+09:00,엔하2터치,롱,8130.64990234375,8116.53759765625,5,5봉경과,-0.1735692085749747,60.79031608062482,True,3.0,학습
삼성전자,005930.KS,2007-10-04 00:00:00+09:00,엔하2터치,롱,7975.37744140625,7834.21826171875,5,5봉경과,-1.769937294185418,-57.87765239725131,False,-3.0,학습
삼성전자,005930.KS,2007-11-05 00:00:00+09:00,엔하2터치,롱,7453.09716796875,8045.9560546875,2,MA50복귀,7.954530490581628,-43.28569839450247,False,1.0,학습
삼성전자,005930.KS,2007-11-21 00:00:00+09:00,엔하2터치,롱,7269.59326171875,7862.451171875,2,MA50복귀,8.155310604215023,39.67411451218859,True,1.0,학습
삼성전자,005930.KS,2008-06-10 00:00:00+09:00,엔하2터치,롱,9525.08984375,9839.7314453125,5,5봉경과,3.303292742891615,61.26774279858789,True,-3.0,학습
삼성전자,005930.KS,2008-06-12 00:00:00+09:00,엔하2터치,롱,9482.18359375,10068.5634765625,4,MA50복귀,6.184017394463877,66.9383433084702,True,3.0,학습
삼성전자,005930.KS,2008-06-20 00:00:00+09:00,엔하2터치,롱,9553.6923828125,9203.06640625,5,5봉경과,-3.6700572146669814,-31.839176460138418,False,-3.0,학습
삼성전자,005930.KS,2008-09-16 00:00:00+09:00,엔하2터치,롱,7514.16455078125,7986.48681640625,3,MA50복귀,6.285758881549812,49.052159943112784,False,3.0,학습
삼성전자,005930.KS,2008-10-06 00:00:00+09:00,엔하2터치,롱,7399.66552734375,7499.8544921875,5,5봉경과,1.3539661282462685,16.746410319934384,True,3.0,학습
삼성전자,005930.KS,2008-10-10 00:00:00+09:00,엔하2터치,롱,7456.9140625,8015.11083984375,2,MA50복귀,7.48562706590465,-97.8305261693436,False,1.0,학습
삼성전자,005930.KS,2008-10-16 00:00:00+09:00,엔하2터치,롱,7213.59814453125,6762.7509765625,5,5봉경과,-6.24996234799335,-97.71842440851223,False,-2.0,학습
삼성전자,005930.KS,2008-11-07 00:00:00+09:00,엔하2터치,롱,7006.064453125,6626.77978515625,5,5봉경과,-5.413662270828426,31.457437847635,True,3.0,학습
삼성전자,005930.KS,2008-11-11 00:00:00+09:00,엔하2터치,롱,6734.1240234375,6226.02294921875,5,5봉경과,-7.54516953430544,-3.425727989622729,False,1.0,학습
삼성전자,005930.KS,2008-12-02 00:00:00+09:00,엔하2터치,롱,6497.96484375,6719.8125,5,5봉경과,3.4141098264540757,9.648383268282366,False,-3.0,학습
삼성전자,005930.KS,2009-05-25 00:00:00+09:00,엔하2터치,롱,7886.900390625,8075.029296875,5,5봉경과,2.3853338692298567,68.37079493777905,True,3.0,학습
삼성전자,005930.KS,2009-06-01 00:00:00+09:00,엔하2터치,롱,8075.029296875,8321.0439453125,5,MA50복귀,3.0466099798883275,3.9153560522514823,False,-1.0,학습
삼성전자,005930.KS,2009-06-03 00:00:00+09:00,엔하2터치,롱,7988.2001953125,8321.0439453125,3,MA50복귀,4.16669264492537,9.76665365914841,False,0.0,학습
삼성전자,005930.KS,2009-10-19 00:00:00+09:00,엔하2터치,롱,10877.130859375,10906.09375,5,5봉경과,0.26627325716171635,-0.0357569870105241,False,0.0,학습
삼성전자,005930.KS,2009-10-21 00:00:00+09:00,엔하2터치,롱,10645.3916015625,10428.138671875,5,5봉경과,-2.04081670096206,25.35076605596619,True,-2.0,학습
삼성전자,005930.KS,2009-10-28 00:00:00+09:00,엔하2터치,롱,10428.138671875,10616.4248046875,5,5봉경과,1.8055583909745396,-2.5250472334289498,False,-2.0,학습
삼성전자,005930.KS,2009-11-27 00:00:00+09:00,엔하2터치,롱,10312.2685546875,10992.9970703125,4,MA50복귀,6.601151938731959,80.0574186616995,True,3.0,학습
삼성전자,005930.KS,2010-02-12 00:00:00+09:00,엔하2터치,롱,10967.162109375,11303.486328125,5,5봉경과,3.066647646819242,-12.526917070847038,False,2.0,학습
삼성전자,005930.KS,2010-02-23 00:00:00+09:00,엔하2터치,롱,11215.7509765625,11274.240234375,5,5봉경과,0.5214921224153846,32.53217337122402,False,-3.0,학습
삼성전자,005930.KS,2010-03-04 00:00:00+09:00,엔하2터치,롱,11128.01171875,11376.599609375,5,5봉경과,2.233893141990002,-40.79999619787233,False,1.0,학습
삼성전자,005930.KS,2010-03-16 00:00:00+09:00,엔하2터치,롱,11186.5029296875,11669.060546875,1,MA50복귀,4.313748632799763,46.16412060985321,True,0.0,학습
삼성전자,005930.KS,2010-05-12 00:00:00+09:00,엔하2터치,롱,11537.453125,11303.486328125,5,5봉경과,-2.0278894686733557,-1.009839652746507,False,2.0,학습
삼성전자,005930.KS,2010-05-17 00:00:00+09:00,엔하2터치,롱,11464.33984375,10835.5556640625,5,5봉경과,-5.48469592019547,-80.0527230505029,False,-1.0,학습
삼성전자,005930.KS,2010-08-24 00:00:00+09:00,엔하2터치,롱,11522.08984375,11124.7783203125,5,5봉경과,-3.44825920319495,-36.30223233364945,False,-1.0,학습
삼성전자,005930.KS,2010-09-08 00:00:00+09:00,엔하2터치,롱,11345.50390625,11139.4931640625,5,5봉경과,-1.815791910961425,-54.069793896540986,False,2.0,학습
삼성전자,005930.KS,2010-09-24 00:00:00+09:00,엔하2터치,롱,11213.0693359375,11433.7998046875,5,5봉경과,1.96851069173867,8.804822697149454,False,-1.0,학습
삼성전자,005930.KS,2010-10-08 00:00:00+09:00,엔하2터치,롱,11154.208984375,11095.3486328125,5,5봉경과,-0.527696330998931,5.293171895285514,True,-2.0,학습
삼성전자,005930.KS,2010-11-01 00:00:00+09:00,엔하2터치,롱,10992.3408203125,11227.7841796875,3,MA50복귀,2.1418855476162957,90.0301243648204,True,-2.0,학습
삼성전자,005930.KS,2011-03-02 00:00:00+09:00,엔하2터치,롱,13581.052734375,13166.818359375,5,5봉경과,-3.050090321433857,-30.584124013337412,False,2.0,학습
삼성전자,005930.KS,2011-03-07 00:00:00+09:00,엔하2터치,롱,13403.525390625,13314.7587890625,5,5봉경과,-0.6622630910565303,-38.441750440330594,False,-1.0,학습
삼성전자,005930.KS,2011-04-26 00:00:00+09:00,엔하2터치,롱,13270.3720703125,13669.8125,1,MA50복귀,3.0100168071481486,22.635433018247888,False,1.0,학습
삼성전자,005930.KS,2011-05-25 00:00:00+09:00,엔하2터치,롱,12663.81640625,13344.349609375,4,MA50복귀,5.373839775418214,75.67480280922891,True,2.0,학습
삼성전자,005930.KS,2011-06-09 00:00:00+09:00,엔하2터치,롱,12796.958984375,12545.4619140625,5,5봉경과,-1.9652877735997765,39.12176707603693,True,-3.0,학습
삼성전자,005930.KS,2011-09-05 00:00:00+09:00,엔하2터치,롱,10821.048828125,11812.8486328125,3,MA50복귀,9.165468342677764,-14.968825844968933,False,2.0,학습
삼성전자,005930.KS,2011-09-14 00:00:00+09:00,엔하2터치,롱,11146.716796875,11812.8486328125,2,MA50복귀,5.976036245257896,-15.088632535828275,False,-3.0,학습
삼성전자,005930.KS,2012-06-15 00:00:00+09:00,엔하2터치,롱,18099.67578125,17579.14453125,5,5봉경과,-2.8759147748891394,-62.155818642477804,False,3.0,학습
삼성전자,005930.KS,2012-06-19 00:00:00+09:00,엔하2터치,롱,18501.234375,16939.6328125,5,5봉경과,-8.440526350015496,-36.83105501691402,False,1.0,학습
삼성전자,005930.KS,2012-06-22 00:00:00+09:00,엔하2터치,롱,17579.14453125,17869.376953125,5,5봉경과,1.6510042417539783,42.707898928271156,False,-2.0,학습
삼성전자,005930.KS,2012-07-25 00:00:00+09:00,엔하2터치,롱,17229.59375,18345.494140625,2,MA50복귀,6.47664946032172,71.05323398974066,True,2.0,학습
삼성전자,005930.KS,2013-08-21 00:00:00+09:00,엔하2터치,롱,18790.98828125,19374.474609375,2,MA50복귀,3.105139119836574,66.45880919735853,True,2.0,학습
삼성전자,005930.KS,2013-12-20 00:00:00+09:00,엔하2터치,롱,21349.3203125,20729.64453125,5,5봉경과,-2.9025550798784945,-63.26398083915036,False,1.0,학습
삼성전자,005930.KS,2013-12-26 00:00:00+09:00,엔하2터치,롱,21065.064453125,19747.546875,5,5봉경과,-6.254514820293116,-74.84732134105144,False,0.0,학습
삼성전자,005930.KS,2015-07-03 00:00:00+09:00,엔하2터치,롱,19461.224609375,19323.091796875,5,5봉경과,-0.7097847914126517,9.583950132957764,False,-2.0,학습
삼성전자,005930.KS,2017-08-18 00:00:00+09:00,엔하2터치,롱,37397.640625,37493.3359375,5,5봉경과,0.25588596205726544,-29.42243685702849,False,-1.0,학습
삼성전자,005930.KS,2017-08-28 00:00:00+09:00,엔하2터치,롱,36759.75390625,36711.88671875,5,5봉경과,-0.13021628932031964,-8.155541945228876,False,3.0,학습
삼성전자,005930.KS,2018-01-04 00:00:00+09:00,엔하2터치,롱,41209.01953125,38917.83984375,5,5봉경과,-5.559898569686987,-127.48792875549469,False,1.0,학습
삼성전자,005930.KS,2018-01-09 00:00:00+09:00,엔하2터치,롱,40660.4296875,40337.72265625,5,5봉경과,-0.7936636029923902,2.105676640764905,False,-2.0,학습
삼성전자,005930.KS,2018-02-21 00:00:00+09:00,엔하2터치,롱,38143.35546875,37965.84765625,5,5봉경과,-0.46537020751996555,-33.33957242953161,False,2.0,학습
삼성전자,005930.KS,2018-03-02 00:00:00+09:00,엔하2터치,롱,37126.83984375,39692.3125,4,MA50복귀,6.910021609829732,58.89671019671855,False,2.0,학습
삼성전자,005930.KS,2018-07-23 00:00:00+09:00,엔하2터치,롱,38069.82421875,38069.82421875,5,5봉경과,0.0,-22.454765653028037,False,3.0,검증
삼성전자,005930.KS,2018-07-31 00:00:00+09:00,엔하2터치,롱,37865.15234375,38233.55859375,5,5봉경과,0.9729427381025946,-10.704414250591093,False,-3.0,검증
삼성전자,005930.KS,2018-08-10 00:00:00+09:00,엔하2터치,롱,37169.24609375,35900.2421875,5,5봉경과,-3.414123340164768,-73.24876611325043,False,-1.0,검증
삼성전자,005930.KS,2018-10-18 00:00:00+09:00,엔하2터치,롱,36335.34765625,33819.51953125,5,5봉경과,-6.923913729410142,-78.68006938786561,False,0.0,검증
삼성전자,005930.KS,2018-11-30 00:00:00+09:00,엔하2터치,롱,34520.65234375,33778.2734375,5,5봉경과,-2.1505355659491427,-81.11970418891032,False,1.0,검증
삼성전자,005930.KS,2018-12-04 00:00:00+09:00,엔하2터치,롱,34768.109375,33200.87109375,5,5봉경과,-4.507689113452117,-21.271521112249992,False,-1.0,검증
삼성전자,005930.KS,2019-04-26 00:00:00+09:00,엔하2터치,롱,37633.6953125,38724.5234375,1,MA50복귀,2.8985410971260173,-11.561009416817516,False,1.0,검증
삼성전자,005930.KS,2019-08-23 00:00:00+09:00,엔하2터치,롱,37166.40625,37208.6796875,5,5봉경과,0.11374098753494628,-13.317417469165566,False,-3.0,검증
삼성전자,005930.KS,2019-12-04 00:00:00+09:00,엔하2터치,롱,42120.546875,43611.16015625,3,MA50복귀,3.5389219557705474,96.49992279539003,True,3.0,검증
삼성전자,005930.KS,2020-03-10 00:00:00+09:00,엔하2터치,롱,46806.296875,40548.3203125,5,5봉경과,-13.369945884017342,-81.05782050780554,False,-3.0,검증
삼성전자,005930.KS,2020-11-02 00:00:00+09:00,엔하2터치,롱,50208.33984375,51432.92578125,1,MA50복귀,2.439009019838042,93.805378399695,True,3.0,검증
삼성전자,005930.KS,2021-03-24 00:00:00+09:00,엔하2터치,롱,72634.6171875,73317.640625,5,5봉경과,0.9403552520099803,28.08531875140346,True,-2.0,검증
삼성전자,005930.KS,2021-05-12 00:00:00+09:00,엔하2터치,롱,72056.6484375,71606.296875,5,5봉경과,-0.6249965440602234,23.771358092839286,True,-2.0,검증
삼성전자,005930.KS,2021-06-21 00:00:00+09:00,엔하2터치,롱,71966.5703125,73497.7734375,4,MA50복귀,2.127658881548844,33.524413724601345,True,3.0,검증
삼성전자,005930.KS,2021-07-09 00:00:00+09:00,엔하2터치,롱,71832.8515625,72918.484375,4,MA50복귀,1.5113319169230217,5.719410631984582,False,-3.0,검증
삼성전자,005930.KS,2021-07-14 00:00:00+09:00,엔하2터치,롱,71923.3125,72918.484375,1,MA50복귀,1.3836568984499984,-16.582061718452813,False,1.0,검증
삼성전자,005930.KS,2021-07-19 00:00:00+09:00,엔하2터치,롱,71470.9609375,71290.0390625,5,5봉경과,-0.2531403980397196,-4.252630477079949,False,-2.0,검증
삼성전자,005930.KS,2021-07-26 00:00:00+09:00,엔하2터치,롱,71290.0390625,71742.3828125,5,5봉경과,0.6345118560019726,-2.8046285734639786,False,2.0,검증
삼성전자,005930.KS,2021-11-17 00:00:00+09:00,엔하2터치,롱,64266.046875,68083.8203125,3,MA50복귀,5.940576125563971,34.381720142085314,False,2.0,검증
삼성전자,005930.KS,2022-02-14 00:00:00+09:00,엔하2터치,롱,67295.578125,67843.4375,5,5봉경과,0.8141090250868545,-34.91613887970827,False,2.0,검증
삼성전자,005930.KS,2022-05-25 00:00:00+09:00,엔하2터치,롱,60943.34375,62136.50390625,3,MA50복귀,1.9578186604669194,43.12538526403159,True,3.0,검증
삼성전자,005930.KS,2022-06-07 00:00:00+09:00,엔하2터치,롱,60117.296875,56813.140625,5,5봉경과,-5.496182333131558,-53.149001242526126,False,-1.0,검증
삼성전자,005930.KS,2022-10-07 00:00:00+09:00,엔하2터치,롱,52253.55078125,52625.4609375,5,5봉경과,0.711741404535233,-35.316961310345675,False,-2.0,검증
삼성전자,005930.KS,2023-03-14 00:00:00+09:00,엔하2터치,롱,55199.91015625,56416.17578125,5,5봉경과,2.2033833416706905,32.187064221693234,True,3.0,검증
삼성전자,005930.KS,2023-03-16 00:00:00+09:00,엔하2터치,롱,56041.94140625,58287.36328125,5,MA50복귀,4.006681101075457,35.68986828029794,True,1.0,검증
삼성전자,005930.KS,2023-08-03 00:00:00+09:00,엔하2터치,롱,65064.546875,64307.984375,5,5봉경과,-1.1627876260377015,21.704103962370976,True,-2.0,검증
삼성전자,005930.KS,2024-01-17 00:00:00+09:00,엔하2터치,롱,67815.796875,71349.8671875,2,MA50복귀,5.211278898652623,45.441093692279345,True,2.0,검증
삼성전자,005930.KS,2024-02-29 00:00:00+09:00,엔하2터치,롱,70108.171875,71540.890625,1,MA50복귀,2.0435830969241056,-33.67576884616876,False,1.0,검증
삼성전자,005930.KS,2024-03-07 00:00:00+09:00,엔하2터치,롱,68961.984375,70776.78125,4,MA50복귀,2.6315902760737515,29.130620851342435,True,1.0,검증
삼성전자,005930.KS,2024-03-11 00:00:00+09:00,엔하2터치,롱,69153.0078125,70776.78125,2,MA50복귀,2.3480879413122056,11.201823761309232,True,1.0,검증
삼성전자,005930.KS,2024-03-19 00:00:00+09:00,엔하2터치,롱,69535.078125,73451.203125,1,MA50복귀,5.631869706049892,53.41151015394004,True,0.0,검증
삼성전자,005930.KS,2024-06-10 00:00:00+09:00,엔하2터치,롱,72633.609375,76375.6171875,4,MA50복귀,5.151895719762997,-1.8756435064067176,False,2.0,검증
삼성전자,005930.KS,2024-08-05 00:00:00+09:00,엔하2터치,롱,68813.3359375,72764.8046875,5,5봉경과,5.742300814465582,47.32546352118937,True,-3.0,검증
삼성전자,005930.KS,2024-11-28 00:00:00+09:00,엔하2터치,롱,53789.48046875,52044.96484375,5,5봉경과,-3.24322824797222,-35.89166656528732,False,2.0,검증
삼성전자,005930.KS,2024-12-19 00:00:00+09:00,엔하2터치,롱,51463.44921875,52399.8359375,5,5봉경과,1.8195179937703057,57.74294687992321,True,-1.0,검증
삼성전자,005930.KS,2025-01-02 00:00:00+09:00,엔하2터치,롱,52107.09765625,54546.56640625,2,MA50복귀,4.681643882937313,43.653747727410135,True,1.0,검증
삼성전자,005930.KS,2025-03-11 00:00:00+09:00,엔하2터치,롱,52302.25,53570.77734375,1,MA50복귀,2.4253781505575764,75.73714579975473,True,1.0,검증
삼성전자,005930.KS,2026-08-19 00:00:00+09:00,엔하2터치,롱,247500.0,261500.0,5,5봉경과,5.656565656565657,-130.79983901425555,False,-3.0,검증
삼성전자,005930.KS,2026-08-25 00:00:00+09:00,엔하2터치,롱,257000.0,261000.0,5,5봉경과,1.556420233463035,-37.26405148234824,False,1.0,검증
아모레퍼시픽,090430.KS,2007-03-14 00:00:00+09:00,엔하2터치,롱,46655.99609375,46655.99609375,5,5봉경과,0.0,-6.482706575461266,False,-2.0,학습
아모레퍼시픽,090430.KS,2007-07-25 00:00:00+09:00,엔하2터치,롱,58454.0703125,57828.421875,5,5봉경과,-1.0703248450539626,-78.80995128420453,False,-1.0,학습
아모레퍼시픽,090430.KS,2007-12-10 00:00:00+09:00,엔하2터치,롱,58185.93359375,61671.72265625,5,5봉경과,5.990776201749255,86.7155654355532,True,-3.0,학습
아모레퍼시픽,090430.KS,2007-12-20 00:00:00+09:00,엔하2터치,롱,59526.6328125,63927.2890625,5,5봉경과,7.392751852538694,44.9020795158085,False,-2.0,학습
아모레퍼시픽,090430.KS,2008-01-04 00:00:00+09:00,엔하2터치,롱,62756.8046875,64737.64453125,5,5봉경과,3.156374601310042,9.617219660908425,False,2.0,학습
아모레퍼시픽,090430.KS,2008-02-25 00:00:00+09:00,엔하2터치,롱,55193.57421875,51411.9609375,5,5봉경과,-6.8515462801199325,-118.05889236421794,False,2.0,학습
아모레퍼시픽,090430.KS,2008-10-08 00:00:00+09:00,엔하2터치,롱,54923.46484375,55643.765625,5,5봉경과,1.311462747842221,36.72739267963124,False,-3.0,학습
아모레퍼시픽,090430.KS,2008-10-21 00:00:00+09:00,엔하2터치,롱,55823.83984375,46820.0,5,5봉경과,-16.129022777636933,-67.40451053265613,False,0.0,학습
