종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간,연도,손익률_비용반영(%)
HD현대일렉트릭,267260.KS,2017-09-08 00:00:00+09:00,엔하5터치,롱,44270.25390625,47138.73046875,5,5봉경과,6.479467157731918,118.9191868875848,True,학습,2017,6.099467157731918
HD현대일렉트릭,267260.KS,2018-03-23 00:00:00+09:00,엔하5터치,롱,31108.2890625,33592.0625,5,5봉경과,7.984281721536739,73.32471343971868,True,학습,2018,7.604281721536739
HD현대일렉트릭,267260.KS,2018-04-10 00:00:00+09:00,엔하5터치,롱,30293.9296875,31271.158203125,5,5봉경과,3.2258228816984014,36.19004182755232,True,학습,2018,2.8458228816984015
HD현대일렉트릭,267260.KS,2018-07-23 00:00:00+09:00,엔하5터치,롱,22883.3203125,26832.931640625,5,5봉경과,17.25978255859805,105.9522760145849,True,학습,2018,16.879782558598052
HD현대일렉트릭,267260.KS,2018-11-01 00:00:00+09:00,엔하5터치,롱,18078.63671875,16551.724609375,5,5봉경과,-8.445947186888185,5.453877155803738,True,학습,2018,-8.825947186888186
HD현대일렉트릭,267260.KS,2018-11-06 00:00:00+09:00,엔하5터치,롱,18160.072265625,18058.28125,5,5봉경과,-0.5605209832654636,144.37305969945976,True,학습,2018,-0.9405209832654636
HD현대일렉트릭,267260.KS,2019-05-08 00:00:00+09:00,엔하5터치,롱,17345.71875,15798.451171875,5,5봉경과,-8.920169872609057,0.2655466403860913,True,학습,2019,-9.300169872609057
HD현대일렉트릭,267260.KS,2019-08-02 00:00:00+09:00,엔하5터치,롱,10464.4365234375,9853.671875,5,5봉경과,-5.836574640875816,81.76460786307098,True,학습,2019,-6.216574640875816
HD현대일렉트릭,267260.KS,2020-03-13 00:00:00+09:00,엔하5터치,롱,6464.61181640625,5865.68408203125,5,5봉경과,-9.264713046729396,-1.9377489719278171,False,학습,2020,-9.644713046729397
HD현대일렉트릭,267260.KS,2022-01-25 00:00:00+09:00,엔하5터치,롱,16684.40234375,18253.021484375,5,5봉경과,9.401710102085897,103.3238621454539,True,학습,2022,9.021710102085896
HD현대일렉트릭,267260.KS,2022-01-27 00:00:00+09:00,엔하5터치,롱,15115.7841796875,18205.48828125,5,5봉경과,20.44025017051001,140.12446682253818,True,학습,2022,20.06025017051001
SK하이닉스,000660.KS,2001-11-12 00:00:00+09:00,엔하5터치,롱,-16082.7685546875,-19583.43359375,5,5봉경과,21.766557338426612,121.29635757942668,True,학습,2001,21.386557338426613
SK하이닉스,000660.KS,2001-11-22 00:00:00+09:00,엔하5터치,롱,-19634.1640625,-20801.0546875,5,5봉경과,5.94316427878224,60.17344248176366,True,학습,2001,5.56316427878224
SK하이닉스,000660.KS,2001-11-30 00:00:00+09:00,엔하5터치,롱,-21765.001953125,-28918.544921875,5,5봉경과,32.867182755859574,18.609610905387328,False,학습,2001,32.48718275585957
SK하이닉스,000660.KS,2001-12-27 00:00:00+09:00,엔하5터치,롱,-30855.630859375,-36973.546875,5,5봉경과,19.827551228842133,5.312529956928429,False,학습,2001,19.447551228842133
SK하이닉스,000660.KS,2007-10-18 00:00:00+09:00,엔하5터치,롱,19410.048828125,17104.638671875,5,5봉경과,-11.877405238205686,-7.883324611152759,False,학습,2007,-12.257405238205687
SK하이닉스,000660.KS,2007-10-22 00:00:00+09:00,엔하5터치,롱,18777.91796875,18852.2890625,5,5봉경과,0.3960561222696123,102.92103964262928,True,학습,2007,0.016056122269612283
SK하이닉스,000660.KS,2008-07-07 00:00:00+09:00,엔하5터치,롱,17728.16796875,17843.529296875,5,5봉경과,0.6507233478854163,93.67871901229482,True,학습,2008,0.2707233478854163
SK하이닉스,000660.KS,2008-07-10 00:00:00+09:00,엔하5터치,롱,17458.97265625,17074.4140625,5,5봉경과,-2.202641594792434,3.331626540787248,True,학습,2008,-2.5826415947924337
SK하이닉스,000660.KS,2008-07-16 00:00:00+09:00,엔하5터치,롱,16651.400390625,17881.978515625,5,5봉경과,7.390238034831201,59.66103139652293,True,학습,2008,7.010238034831201
SK하이닉스,000660.KS,2008-10-23 00:00:00+09:00,엔하5터치,롱,7998.82470703125,8268.0146484375,5,5봉경과,3.365368679346386,157.51801935641413,True,학습,2008,2.985368679346386
SK하이닉스,000660.KS,2011-08-18 00:00:00+09:00,엔하5터치,롱,14818.513671875,14904.669921875,5,5봉경과,0.5814095253258863,131.358146195894,True,학습,2011,0.2014095253258863
SK하이닉스,000660.KS,2015-07-14 00:00:00+09:00,엔하5터치,롱,32818.83203125,33859.3359375,5,5봉경과,3.1704477028897164,3.450621604462168,True,학습,2015,2.7904477028897166
SK하이닉스,000660.KS,2015-07-30 00:00:00+09:00,엔하5터치,롱,29914.1171875,31301.447265625,5,5봉경과,4.637710247069279,44.475181622069776,True,학습,2015,4.257710247069279
SK하이닉스,000660.KS,2020-03-13 00:00:00+09:00,엔하5터치,롱,77416.4453125,70190.8984375,5,5봉경과,-9.333348807005134,0.1847253301981197,True,검증,2020,-9.713348807005135
SK하이닉스,000660.KS,2020-03-18 00:00:00+09:00,엔하5터치,롱,68595.65625,79293.2265625,5,5봉경과,15.595113302090466,134.2296028563017,True,검증,2020,15.215113302090465
SK하이닉스,000660.KS,2020-08-20 00:00:00+09:00,엔하5터치,롱,67375.78125,74225.953125,5,5봉경과,10.167113090061571,120.18369245256072,True,검증,2020,9.78711309006157
SK하이닉스,000660.KS,2021-08-12 00:00:00+09:00,엔하5터치,롱,95272.40625,97168.3828125,5,5봉경과,1.9900584409769748,87.28706086670019,True,검증,2021,1.610058440976975
SK하이닉스,000660.KS,2022-09-27 00:00:00+09:00,엔하5터치,롱,79131.390625,86979.890625,5,5봉경과,9.9183142593736,131.1906379932782,True,검증,2022,9.5383142593736
SK하이닉스,000660.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,153884.34375,174487.703125,5,5봉경과,13.388860018451355,124.55161258019108,True,검증,2024,13.008860018451355
대한광통신,010170.KQ,2000-09-05 00:00:00+09:00,엔하5터치,롱,22265.896484375,16434.353515625,5,5봉경과,-26.19047013374135,-139.04641280243277,False,학습,2000,-26.57047013374135
대한광통신,010170.KQ,2001-09-14 00:00:00+09:00,엔하5터치,롱,13205.3154296875,13253.509765625,5,5봉경과,0.3649616413489981,140.49118397732747,True,학습,2001,-0.015038358651001893
대한광통신,010170.KQ,2001-12-13 00:00:00+09:00,엔하5터치,롱,10891.9755859375,9253.3603515625,5,5봉경과,-15.044242630240529,-53.383317156489085,False,학습,2001,-15.42424263024053
대한광통신,010170.KQ,2002-01-10 00:00:00+09:00,엔하5터치,롱,8000.30078125,7759.32763671875,5,5봉경과,-3.0120510605802417,-7.708843439487438,False,학습,2002,-3.3920510605802416
대한광통신,010170.KQ,2002-06-03 00:00:00+09:00,엔하5터치,롱,4877.2919921875,4578.4853515625,5,5봉경과,-6.126486605756468,22.647583915913454,True,학습,2002,-6.506486605756468
대한광통신,010170.KQ,2002-06-11 00:00:00+09:00,엔하5터치,롱,4530.291015625,4723.0693359375,5,5봉경과,4.255318690291782,105.15677832879872,True,학습,2002,3.875318690291782
대한광통신,010170.KQ,2002-06-27 00:00:00+09:00,엔하5터치,롱,4029.067138671875,4366.42919921875,5,5봉경과,8.373205234253843,115.14930885923,True,학습,2002,7.9932052342538435
대한광통신,010170.KQ,2010-02-05 00:00:00+09:00,엔하5터치,롱,4284.49853515625,4655.5966796875,5,5봉경과,8.661413733397778,109.86020325220387,True,학습,2010,8.281413733397777
대한광통신,010170.KQ,2010-08-23 00:00:00+09:00,엔하5터치,롱,3113.3701171875,2443.46533203125,5,5봉경과,-21.51703009732156,-58.34520181041575,False,학습,2010,-21.897030097321558
대한광통신,010170.KQ,2010-09-27 00:00:00+09:00,엔하5터치,롱,2159.1171875,2207.311767578125,5,5봉경과,2.232142857142857,-3.3035802769140545,False,학습,2010,1.8521428571428573
대한광통신,010170.KQ,2011-08-09 00:00:00+09:00,엔하5터치,롱,1609.6990966796875,1701.268798828125,5,5봉경과,5.688622323098618,138.58614090454623,True,학습,2011,5.308622323098618
대한광통신,010170.KQ,2012-12-26 00:00:00+09:00,엔하5터치,롱,1426.5596923828125,1474.7542724609375,5,5봉경과,3.3783780892914885,116.551185748704,True,학습,2012,2.9983780892914886
대한광통신,010170.KQ,2013-10-08 00:00:00+09:00,엔하5터치,롱,1007.2667846679688,1007.2667846679688,5,5봉경과,0.0,112.28476459158657,True,학습,2013,-0.38
대한광통신,010170.KQ,2013-10-15 00:00:00+09:00,엔하5터치,롱,1012.0862426757812,1127.7532958984375,5,5봉경과,11.428576769984792,131.0631799287114,True,학습,2013,11.048576769984791
대한광통신,010170.KQ,2015-08-24 00:00:00+09:00,엔하5터치,롱,955.2166137695312,927.2637939453124,5,5봉경과,-2.9263330873098727,25.56000052586916,True,학습,2015,-3.3063330873098726
대한광통신,010170.KQ,2018-10-29 00:00:00+09:00,엔하5터치,롱,4740.0,5280.0,5,5봉경과,11.39240506329114,138.11594549912684,True,검증,2018,11.012405063291139
대한광통신,010170.KQ,2019-03-28 00:00:00+09:00,엔하5터치,롱,4050.0,4270.0,5,5봉경과,5.432098765432099,131.00889688099147,True,검증,2019,5.052098765432099
대한광통신,010170.KQ,2019-08-05 00:00:00+09:00,엔하5터치,롱,3255.0,3450.0,5,5봉경과,5.990783410138248,72.85003799649664,True,검증,2019,5.610783410138248
대한광통신,010170.KQ,2019-11-21 00:00:00+09:00,엔하5터치,롱,3290.0,3340.0,5,5봉경과,1.5197568389057752,78.7616455473087,True,검증,2019,1.1397568389057753
대한광통신,010170.KQ,2019-12-02 00:00:00+09:00,엔하5터치,롱,3240.0,3380.0,5,5봉경과,4.320987654320987,100.96671057196065,True,검증,2019,3.9409876543209874
대한광통신,010170.KQ,2020-02-03 00:00:00+09:00,엔하5터치,롱,2650.0,3050.0,5,5봉경과,15.09433962264151,129.87015284323678,True,검증,2020,14.714339622641509
대한광통신,010170.KQ,2020-03-12 00:00:00+09:00,엔하5터치,롱,2170.0,1375.0,5,5봉경과,-36.63594470046083,-8.159441890575366,False,검증,2020,-37.015944700460835
대한광통신,010170.KQ,2021-03-09 00:00:00+09:00,엔하5터치,롱,3145.0,3435.0,5,5봉경과,9.220985691573928,107.88342700010531,True,검증,2021,8.840985691573927
대한광통신,010170.KQ,2022-01-25 00:00:00+09:00,엔하5터치,롱,2045.0,2185.0,5,5봉경과,6.845965770171149,108.74386697342676,True,검증,2022,6.465965770171149
대한광통신,010170.KQ,2022-02-14 00:00:00+09:00,엔하5터치,롱,1985.0,2000.0,5,5봉경과,0.7556675062972292,58.642850679115526,True,검증,2022,0.3756675062972292
대한광통신,010170.KQ,2024-03-06 00:00:00+09:00,엔하5터치,롱,1080.0,1116.0,5,5봉경과,3.333333333333333,96.5389788656799,True,검증,2024,2.953333333333333
대한광통신,010170.KQ,2024-03-15 00:00:00+09:00,엔하5터치,롱,1061.0,1144.0,5,5봉경과,7.822808671065033,42.63223951900999,False,검증,2024,7.442808671065033
대한광통신,010170.KQ,2024-03-19 00:00:00+09:00,엔하5터치,롱,1041.0,1105.0,5,5봉경과,6.147934678194044,88.6671925308487,True,검증,2024,5.767934678194044
대한광통신,010170.KQ,2024-11-15 00:00:00+09:00,엔하5터치,롱,773.0,713.0,5,5봉경과,-7.761966364812419,26.969279883817777,True,검증,2024,-8.141966364812419
대한광통신,010170.KQ,2025-03-20 00:00:00+09:00,엔하5터치,롱,492.0,508.0,5,5봉경과,3.252032520325204,64.04790503428158,True,검증,2025,2.872032520325204
두산에너빌리티,034020.KS,2001-09-17 00:00:00+09:00,엔하5터치,롱,3684.751220703125,4301.9013671875,5,5봉경과,16.74876021525845,60.0824514129604,True,학습,2001,16.36876021525845
두산에너빌리티,034020.KS,2002-06-27 00:00:00+09:00,엔하5터치,롱,3936.9267578125,4416.73974609375,5,5봉경과,12.187501007711193,136.48799197102375,True,학습,2002,11.807501007711192
두산에너빌리티,034020.KS,2008-09-01 00:00:00+09:00,엔하5터치,롱,46722.578125,57075.49609375,5,5봉경과,22.158276328528263,146.41396012264454,True,학습,2008,21.778276328528264
두산에너빌리티,034020.KS,2008-10-10 00:00:00+09:00,엔하5터치,롱,41277.21875,36974.703125,5,5봉경과,-10.423463002821624,1.605919131996572,True,학습,2008,-10.803463002821625
두산에너빌리티,034020.KS,2008-10-20 00:00:00+09:00,엔하5터치,롱,38319.2421875,26890.6953125,5,5봉경과,-29.82456390728957,-3.233524067157191,False,학습,2008,-30.204563907289568
두산에너빌리티,034020.KS,2008-10-23 00:00:00+09:00,엔하5터치,롱,29747.837890625,32470.515625,5,5봉경과,9.15252309894108,151.24306299690872,True,학습,2008,8.772523098941079
두산에너빌리티,034020.KS,2010-05-03 00:00:00+09:00,엔하5터치,롱,51159.78125,49045.1796875,5,5봉경과,-4.133327998739244,19.64783277243797,True,학습,2010,-4.513327998739244
두산에너빌리티,034020.KS,2011-03-14 00:00:00+09:00,엔하5터치,롱,39933.78125,44753.37890625,5,5봉경과,12.06897394984353,135.37984312127244,True,학습,2011,11.688973949843529
두산에너빌리티,034020.KS,2012-04-25 00:00:00+09:00,엔하5터치,롱,37330.47265625,37887.640625,5,5봉경과,1.4925285674268498,85.75856353380377,True,학습,2012,1.1125285674268497
두산에너빌리티,034020.KS,2012-10-26 00:00:00+09:00,엔하5터치,롱,34474.96875,31828.40625,5,5봉경과,-7.676765479301559,-18.894445554306905,False,학습,2012,-8.056765479301559
두산에너빌리티,034020.KS,2012-11-30 00:00:00+09:00,엔하5터치,롱,28311.263671875,30156.892578125,5,5봉경과,6.519062263135525,91.41950181501458,True,학습,2012,6.139062263135525
두산에너빌리티,034020.KS,2013-04-18 00:00:00+09:00,엔하5터치,롱,26770.041015625,28292.67578125,5,5봉경과,5.687831276523919,122.59699790127476,True,학습,2013,5.3078312765239195
두산에너빌리티,034020.KS,2013-12-10 00:00:00+09:00,엔하5터치,롱,24468.384765625,23299.8515625,5,5봉경과,-4.775685907827647,44.13419236093238,True,학습,2013,-5.155685907827647
두산에너빌리티,034020.KS,2014-08-06 00:00:00+09:00,엔하5터치,롱,20809.947265625,21027.09375,5,5봉경과,1.043474457687331,51.83421856740874,True,학습,2014,0.6634744576873309
두산에너빌리티,034020.KS,2014-08-11 00:00:00+09:00,엔하5터치,롱,20375.65234375,20267.080078125,5,5봉경과,-0.5328529550530111,28.34343010408383,True,학습,2014,-0.9128529550530111
두산에너빌리티,034020.KS,2014-08-21 00:00:00+09:00,엔하5터치,롱,19688.021484375,20846.13671875,5,5봉경과,5.8823342675347785,92.87353004467138,True,학습,2014,5.502334267534779
두산에너빌리티,034020.KS,2014-10-01 00:00:00+09:00,엔하5터치,롱,17914.650390625,17371.783203125,5,5봉경과,-3.030297413920455,75.33084858927322,True,학습,2014,-3.4102974139204547
두산에너빌리티,034020.KS,2014-10-21 00:00:00+09:00,엔하5터치,롱,16539.3828125,16539.3828125,5,5봉경과,0.0,-9.89565079618862,False,학습,2014,-0.38
두산에너빌리티,034020.KS,2015-08-21 00:00:00+09:00,엔하5터치,롱,12915.1142578125,13848.287109375,5,5봉경과,7.225432411471027,129.6730049752087,True,학습,2015,6.845432411471027
두산에너빌리티,034020.KS,2016-01-15 00:00:00+09:00,엔하5터치,롱,11368.1689453125,11911.3583984375,5,5봉경과,4.7781613357265975,105.27680876414624,True,학습,2016,4.398161335726598
두산에너빌리티,034020.KS,2017-08-04 00:00:00+09:00,엔하5터치,롱,14724.0869140625,14763.66796875,5,5봉경과,0.2688183988488781,41.83884223310815,True,학습,2017,-0.11118160115112191
두산에너빌리티,034020.KS,2018-10-23 00:00:00+09:00,엔하5터치,롱,9380.66796875,8509.888671875,5,5봉경과,-9.282700334089682,-18.07821648596561,False,검증,2018,-9.662700334089683
두산에너빌리티,034020.KS,2019-02-22 00:00:00+09:00,엔하5터치,롱,6610.0068359375,6570.42578125,5,5봉경과,-0.5988050492218017,22.83704404715697,True,검증,2019,-0.9788050492218017
두산에너빌리티,034020.KS,2019-03-28 00:00:00+09:00,엔하5터치,롱,5954.48046875,6503.15625,5,5봉경과,9.21450299702102,60.856119819495554,False,검증,2019,8.83450299702102
두산에너빌리티,034020.KS,2019-08-06 00:00:00+09:00,엔하5터치,롱,4677.2353515625,4884.11328125,5,5봉경과,4.42308146025599,113.28088683267,True,검증,2019,4.04308146025599
두산에너빌리티,034020.KS,2019-11-21 00:00:00+09:00,엔하5터치,롱,4812.15576171875,4965.0654296875,5,5봉경과,3.177571041759785,80.27465147185268,True,검증,2019,2.797571041759785
두산에너빌리티,034020.KS,2020-03-11 00:00:00+09:00,엔하5터치,롱,3229.09130859375,2603.9609375,5,5봉경과,-19.35932779076447,-13.43005291809007,False,검증,2020,-19.73932779076447
두산에너빌리티,034020.KS,2020-03-30 00:00:00+09:00,엔하5터치,롱,3071.684326171875,3373.00634765625,5,5봉경과,9.8096675793473,-17.751197724060006,False,검증,2020,9.4296675793473
두산에너빌리티,034020.KS,2022-02-15 00:00:00+09:00,엔하5터치,롱,15450.0,18500.0,5,5봉경과,19.741100323624597,137.3222994784618,True,검증,2022,19.361100323624598
두산에너빌리티,034020.KS,2022-10-11 00:00:00+09:00,엔하5터치,롱,13500.0,13500.0,5,5봉경과,0.0,0.7828999051718561,False,검증,2022,-0.38
삼성전자,005930.KS,2000-09-14 00:00:00+09:00,엔하5터치,롱,3291.19091796875,3074.574951171875,5,5봉경과,-6.581689491613132,38.61412390989437,False,학습,2000,-6.961689491613132
삼성전자,005930.KS,2000-09-22 00:00:00+09:00,엔하5터치,롱,2655.31396484375,2823.017333984375,5,5봉경과,6.315764213234701,-64.795539927069,False,학습,2000,5.935764213234701
삼성전자,005930.KS,2000-10-02 00:00:00+09:00,엔하5터치,롱,2662.30078125,2578.449462890625,5,5봉경과,-3.149580954560861,-25.532291108278528,False,학습,2000,-3.5295809545608607
삼성전자,005930.KS,2000-10-04 00:00:00+09:00,엔하5터치,롱,2718.202880859375,2250.028564453125,5,5봉경과,-17.22367081953184,-17.08868732024053,False,학습,2000,-17.60367081953184
