종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간,구름상태,피보4,피보5,조건1_양운,조건2_피보골든크로스,조건3_양운and골든크로스
아모레퍼시픽,090430.KS,2017-09-25 00:00:00+09:00,엔하5터치,롱,226558.1875,247369.359375,5,5봉경과,9.185795536521937,72.97683240769312,True,학습,음운,236555.8400390625,241573.08330829325,False,False,False
아모레퍼시픽,090430.KS,2018-10-05 00:00:00+09:00,엔하5터치,롱,213759.890625,188108.703125,5,5봉경과,-12.000000292384131,-4.088996725545215,False,학습,음운,237481.2998046875,239874.68021334131,False,False,False
아모레퍼시픽,090430.KS,2018-11-09 00:00:00+09:00,엔하5터치,롱,149156.875,152957.078125,5,5봉경과,2.5477894498661224,107.36875785205544,True,학습,음운,158105.1322265625,159559.42886117788,False,False,False
아모레퍼시픽,090430.KS,2018-11-13 00:00:00+09:00,엔하5터치,롱,145356.703125,142506.59375,5,5봉경과,-1.96076913807617,37.02354980841224,True,학습,음운,154067.444140625,156453.51577524038,False,False,False
아모레퍼시픽,090430.KS,2019-07-03 00:00:00+09:00,엔하5터치,롱,150042.125,151953.5,5,5봉경과,1.27389224859352,-14.054946338334588,False,학습,음운,155919.594140625,158000.04281850962,False,False,False
아모레퍼시픽,090430.KS,2019-08-01 00:00:00+09:00,엔하5터치,롱,127583.6171875,119460.296875,5,5봉경과,-6.3670559681356025,22.454582786617223,True,학습,음운,141118.46357421874,144974.2741511418,False,False,False
아모레퍼시픽,090430.KS,2019-08-16 00:00:00+09:00,엔하5터치,롱,118504.625,118504.625,5,5봉경과,0.0,-30.27035459179775,False,학습,음운,119842.58818359376,121371.67995042069,False,False,False
아모레퍼시픽,090430.KS,2021-07-28 00:00:00+09:00,엔하5터치,롱,228082.796875,219403.125,5,5봉경과,-3.805491687195008,19.75321754049556,True,검증,음운,228824.19765625,230408.05618990384,False,False,False
아모레퍼시픽,090430.KS,2021-07-30 00:00:00+09:00,엔하5터치,롱,213616.671875,220367.53125,5,5봉경과,3.1602680239070176,70.68683523989492,True,검증,음운,224604.9056640625,227338.63739483172,False,False,False
아모레퍼시픽,090430.KS,2021-09-29 00:00:00+09:00,엔하5터치,롱,173593.6875,175522.515625,5,5봉경과,1.1111165116531094,88.85906779770373,True,검증,음운,178090.235546875,181220.85682091347,False,False,False
아모레퍼시픽,090430.KS,2021-10-01 00:00:00+09:00,엔하5터치,롱,167325.015625,168289.421875,5,5봉경과,0.5763670461333626,31.365294269509185,True,검증,음운,174099.99609375,177571.8680889423,False,False,False
아모레퍼시픽,090430.KS,2022-06-23 00:00:00+09:00,엔하5터치,롱,124133.640625,126073.2265625,5,5봉경과,1.562498229919292,75.5985903915975,True,검증,음운,131934.4146484375,136346.97588641825,False,False,False
에이피알,278470.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,39652.18359375,47776.04296875,5,5봉경과,20.487798246451398,148.27160485141405,True,학습,음운,48618.65502929688,50919.67155573919,False,False,False
에이피알,278470.KS,2024-11-12 00:00:00+09:00,엔하5터치,롱,40667.66796875,48356.3203125,5,5봉경과,18.906056648387462,128.1141938656427,True,학습,음운,46703.1396484375,47313.17270132212,False,False,False
테크윙,089030.KQ,2012-05-16 00:00:00+09:00,엔하5터치,롱,2512.06982421875,2366.910400390625,5,5봉경과,-5.778478863471455,93.32415566334768,True,학습,음운,2712.2693878173827,2736.0904177152192,False,False,False
테크윙,089030.KQ,2012-10-16 00:00:00+09:00,엔하5터치,롱,2294.330322265625,2302.39453125,5,5봉경과,0.3514842176871762,1.4044725336712889,True,학습,음운,2459.3990783691406,2500.186450664813,False,False,False
테크윙,089030.KQ,2012-10-29 00:00:00+09:00,엔하5터치,롱,2116.912841796875,2177.39599609375,5,5봉경과,2.8571395620395865,58.32403153913483,True,학습,음운,2243.4235565185545,2287.312677236704,False,False,False
테크윙,089030.KQ,2018-10-11 00:00:00+09:00,엔하5터치,롱,5099.10107421875,5324.72509765625,5,5봉경과,4.424780371157255,18.57790498621998,True,학습,음운,5733.3862976074215,5960.051558274489,False,False,False
테크윙,089030.KQ,2020-03-13 00:00:00+09:00,엔하5터치,롱,5480.81787109375,4939.79296875,5,5봉경과,-9.871243946950992,2.545161727247205,True,학습,음운,6753.109381103515,6994.308840238131,False,False,False
테크윙,089030.KQ,2020-03-17 00:00:00+09:00,엔하5터치,롱,5080.93017578125,5316.1591796875,5,5봉경과,4.629644489654513,144.7795158177192,True,학습,음운,6030.9583190917965,6489.472625732422,False,False,False
테크윙,089030.KQ,2020-03-19 00:00:00+09:00,엔하5터치,롱,4187.0625,5175.02197265625,5,5봉경과,23.59552723792038,151.81168949130955,True,학습,음운,5286.460754394531,5961.566035344051,False,False,False
테크윙,089030.KQ,2021-10-01 00:00:00+09:00,엔하5터치,롱,9698.7080078125,8866.7109375,5,5봉경과,-8.578431989521802,5.013038877585835,True,학습,음운,10270.706323242188,10584.305128831127,False,False,False
테크윙,089030.KQ,2022-06-17 00:00:00+09:00,엔하5터치,롱,7877.5263671875,7277.10498046875,5,5봉경과,-7.621953373837038,13.760281059676956,True,검증,음운,8371.072467041016,8729.662430983324,False,False,False
테크윙,089030.KQ,2022-09-23 00:00:00+09:00,엔하5터치,롱,5812.0771484375,5274.1005859375,5,5봉경과,-9.25618412764235,-4.287497122863549,False,검증,음운,6287.370733642578,6404.2774493877705,False,False,False
