종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간
삼성전자,005930.KS,2000-10-02 00:00:00+09:00,엔하5터치,롱,2662.30078125,2578.449462890625,5,5봉경과,-3.149580954560861,-25.532291108278528,False,학습
삼성전자,005930.KS,2000-10-04 00:00:00+09:00,엔하5터치,롱,2718.202880859375,2250.028564453125,5,5봉경과,-17.22367081953184,-17.08868732024053,False,학습
삼성전자,005930.KS,2000-10-11 00:00:00+09:00,엔하5터치,롱,2250.028564453125,1907.6331787109375,5,5봉경과,-15.217379510264465,-12.922464648474566,False,학습
삼성전자,005930.KS,2000-10-26 00:00:00+09:00,엔하5터치,롱,2019.4351806640625,2319.9052734375,5,5봉경과,14.87891741465216,12.805520383742476,False,학습
삼성전자,005930.KS,2001-01-18 00:00:00+09:00,엔상5터치,숏,3074.574951171875,3179.388916015625,5,5봉경과,-3.409055446958616,-88.26525031134375,True,학습
삼성전자,005930.KS,2001-07-09 00:00:00+09:00,엔하5터치,롱,2389.78173828125,2333.880859375,5,5봉경과,-2.3391625273048726,30.33725426092344,True,학습
삼성전자,005930.KS,2001-07-11 00:00:00+09:00,엔하5터치,롱,2361.83251953125,2340.868896484375,5,5봉경과,-0.8875998985328404,26.81602912181416,True,학습
삼성전자,005930.KS,2001-07-16 00:00:00+09:00,엔하5터치,롱,2333.880859375,2417.73193359375,5,5봉경과,3.592774407567867,37.666381255604776,False,학습
삼성전자,005930.KS,2001-09-21 00:00:00+09:00,엔하5터치,롱,1991.4847412109375,1963.5347900390625,5,5봉경과,-1.4034730266062605,36.81208950043401,True,학습
삼성전자,005930.KS,2001-09-26 00:00:00+09:00,엔하5터치,롱,1977.51025390625,1963.5347900390625,5,5봉경과,-0.7067201719728756,72.95749860940774,True,학습
삼성전자,005930.KS,2001-11-12 00:00:00+09:00,엔상5터치,숏,2795.06640625,3053.61083984375,5,5봉경과,-9.250028300423319,11.407809937189484,False,학습
삼성전자,005930.KS,2001-11-14 00:00:00+09:00,엔상5터치,숏,3004.697509765625,2948.795654296875,5,5봉경과,1.860481971548294,-34.072905012080994,True,학습
삼성전자,005930.KS,2001-12-18 00:00:00+09:00,엔상5터치,숏,3640.57470703125,3528.77294921875,5,5봉경과,3.0709919946587245,-3.186684710335804,False,학습
삼성전자,005930.KS,2002-01-04 00:00:00+09:00,엔상5터치,숏,4458.13134765625,4276.45166015625,5,5봉경과,4.075243040910257,-113.07231854954509,True,학습
삼성전자,005930.KS,2002-01-14 00:00:00+09:00,엔상5터치,숏,4611.85986328125,4066.822265625,5,5봉경과,11.818173444421753,-15.848575379194308,False,학습
삼성전자,005930.KS,2003-02-11 00:00:00+09:00,엔하5터치,롱,3794.302734375,4094.77294921875,5,5봉경과,7.918983694200238,124.09854849139673,True,학습
삼성전자,005930.KS,2003-06-19 00:00:00+09:00,엔상5터치,숏,5170.875,5094.00927734375,5,5봉경과,1.4865128756013246,-17.011643716063915,True,학습
삼성전자,005930.KS,2003-07-03 00:00:00+09:00,엔상5터치,숏,5338.5771484375,5478.330078125,5,5봉경과,-2.6177935768597638,13.598233301647372,False,학습
삼성전자,005930.KS,2003-07-08 00:00:00+09:00,엔상5터치,숏,5569.16845703125,5701.93701171875,5,5봉경과,-2.3839924346313413,-13.705641649139366,True,학습
삼성전자,005930.KS,2003-07-14 00:00:00+09:00,엔상5터치,숏,5722.8994140625,5687.9609375,5,5봉경과,0.610503069067543,-35.23964708852496,True,학습
삼성전자,005930.KS,2003-07-23 00:00:00+09:00,엔상5터치,숏,5639.046875,5890.60205078125,5,5봉경과,-4.460952025358895,77.04364700339517,False,학습
삼성전자,005930.KS,2004-01-19 00:00:00+09:00,엔상5터치,숏,7281.1494140625,7616.556640625,5,5봉경과,-4.606514816392984,40.93792406412336,False,학습
삼성전자,005930.KS,2004-02-11 00:00:00+09:00,엔상5터치,숏,7742.337890625,7672.45654296875,5,5봉경과,0.902587159633882,-58.93365030559008,True,학습
삼성전자,005930.KS,2004-02-16 00:00:00+09:00,엔상5터치,숏,7868.111328125,7644.5078125,5,5봉경과,2.841895676103576,-51.3422812971352,True,학습
삼성전자,005930.KS,2004-05-17 00:00:00+09:00,엔하5터치,롱,6400.703125,7141.39697265625,5,5봉경과,11.57207002404521,88.0831557115691,True,학습
삼성전자,005930.KS,2005-01-17 00:00:00+09:00,엔상5터치,숏,6882.8505859375,6819.96435546875,5,5봉경과,0.9136654890814311,-45.96629158940212,True,학습
삼성전자,005930.KS,2005-02-07 00:00:00+09:00,엔상5터치,숏,7127.41748046875,7225.248046875,5,5봉경과,-1.372594865873017,4.754825746659306,False,학습
삼성전자,005930.KS,2005-02-14 00:00:00+09:00,엔상5터치,숏,7225.248046875,7378.9755859375,5,5봉경과,-2.127643757905154,34.63428513856223,False,학습
삼성전자,005930.KS,2005-02-16 00:00:00+09:00,엔상5터치,숏,7267.17236328125,7141.39697265625,5,5봉경과,1.7307335554679246,-44.316329705879696,True,학습
삼성전자,005930.KS,2005-02-21 00:00:00+09:00,엔상5터치,숏,7378.9755859375,7365.00244140625,5,5봉경과,0.1893642873392799,2.718475602988409,False,학습
삼성전자,005930.KS,2005-07-11 00:00:00+09:00,엔상5터치,숏,7448.853515625,7672.45654296875,5,5봉경과,-3.0018448728346145,-27.000008875642003,True,학습
삼성전자,005930.KS,2007-07-13 00:00:00+09:00,엔상5터치,숏,9697.4970703125,9288.1416015625,5,5봉경과,4.221248697286883,4.080975721662664,False,학습
삼성전자,005930.KS,2008-04-28 00:00:00+09:00,엔상5터치,숏,10240.1865234375,10454.71484375,5,5봉경과,-2.09496496788894,26.176399156405434,False,학습
삼성전자,005930.KS,2008-05-02 00:00:00+09:00,엔상5터치,숏,10454.71484375,10140.072265625,5,5봉경과,3.009575897836166,-68.04575428470227,True,학습
삼성전자,005930.KS,2008-05-15 00:00:00+09:00,엔상5터치,숏,10926.6826171875,10197.2802734375,5,5봉경과,6.675423541658121,-86.12940608748065,True,학습
삼성전자,005930.KS,2008-07-10 00:00:00+09:00,엔하5터치,롱,8015.10888671875,8358.6142578125,5,5봉경과,4.285723075614701,90.11106673450968,True,학습
삼성전자,005930.KS,2009-07-16 00:00:00+09:00,엔상5터치,숏,9761.8984375,9819.833984375,5,5봉경과,-0.5934864744386458,-6.101956512516503,True,학습
삼성전자,005930.KS,2009-07-30 00:00:00+09:00,엔상5터치,숏,10341.2373046875,10355.724609375,5,5봉경과,-0.14009256591503957,-39.04920953601722,True,학습
삼성전자,005930.KS,2009-08-24 00:00:00+09:00,엔상5터치,숏,11340.5986328125,11166.7978515625,5,5봉경과,1.5325538525552855,-69.12338372373058,True,학습
삼성전자,005930.KS,2009-09-01 00:00:00+09:00,엔상5터치,숏,11572.3369140625,11311.6318359375,5,5봉경과,2.2528300036632682,9.334674511573185,False,학습
삼성전자,005930.KS,2010-12-03 00:00:00+09:00,엔상5터치,숏,13155.4931640625,13523.3681640625,5,5봉경과,-2.7963603903876595,21.245654500018983,False,학습
삼성전자,005930.KS,2010-12-22 00:00:00+09:00,엔상5터치,숏,13817.6796875,13980.4951171875,5,5봉경과,-1.178312374940845,-9.940088257732913,True,학습
삼성전자,005930.KS,2011-01-19 00:00:00+09:00,엔상5터치,숏,14749.78515625,14764.5830078125,5,5봉경과,-0.10032587868732197,-28.335616473927413,True,학습
삼성전자,005930.KS,2011-08-09 00:00:00+09:00,엔하5터치,롱,10717.42578125,11131.9091796875,5,5봉경과,3.867378294913256,125.32392876252226,True,학습
삼성전자,005930.KS,2011-08-11 00:00:00+09:00,엔하5터치,롱,10480.572265625,10066.0859375,5,5봉경과,-3.954806260765594,19.56467562506092,True,학습
삼성전자,005930.KS,2011-08-19 00:00:00+09:00,엔하5터치,롱,10066.0859375,10747.029296875,5,5봉경과,6.764728252897453,12.599435142491942,False,학습
삼성전자,005930.KS,2012-12-13 00:00:00+09:00,엔상5터치,숏,22809.123046875,21455.15234375,5,5봉경과,5.936092765786991,-69.00514580768373,True,학습
삼성전자,005930.KS,2013-01-02 00:00:00+09:00,엔상5터치,숏,23569.15625,22432.57421875,5,5봉경과,4.822328042608652,-90.64450499072265,True,학습
삼성전자,005930.KS,2013-06-21 00:00:00+09:00,엔하5터치,롱,19815.44140625,20077.638671875,5,5봉경과,1.3231966941816407,67.08744703796047,True,학습
삼성전자,005930.KS,2013-06-25 00:00:00+09:00,엔하5터치,롱,19396.701171875,19972.908203125,5,5봉경과,2.9706444727080386,101.33022901679001,True,학습
삼성전자,005930.KS,2013-07-08 00:00:00+09:00,엔하5터치,롱,18342.158203125,19643.767578125,5,5봉경과,7.096271663267202,105.92618108473506,True,학습
삼성전자,005930.KS,2014-10-10 00:00:00+09:00,엔하5터치,롱,16701.82421875,16459.986328125,5,5봉경과,-1.447972912764254,-9.276130453393215,False,학습
삼성전자,005930.KS,2015-08-24 00:00:00+09:00,엔하5터치,롱,16560.46875,16713.943359375,5,5봉경과,0.9267528093068017,16.45122486498893,False,학습
삼성전자,005930.KS,2015-10-29 00:00:00+09:00,엔상5터치,숏,20336.0703125,20596.98046875,5,5봉경과,-1.2829920050464518,-66.3976769476444,True,학습
삼성전자,005930.KS,2016-01-18 00:00:00+09:00,엔하5터치,롱,17559.212890625,18120.611328125,5,5봉경과,3.197173136386626,28.47113571826985,True,학습
삼성전자,005930.KS,2016-06-08 00:00:00+09:00,엔상5터치,숏,21925.625,22034.791015625,5,5봉경과,-0.49789237764031813,-85.98212824828893,True,학습
삼성전자,005930.KS,2016-06-17 00:00:00+09:00,엔상5터치,숏,22237.5078125,21832.064453125,5,5봉경과,1.8232409980181992,-48.05658621423401,True,학습
삼성전자,005930.KS,2016-08-19 00:00:00+09:00,엔상5터치,숏,26139.18359375,25156.037109375,5,5봉경과,3.76119812942465,-92.33850286968794,True,학습
삼성전자,005930.KS,2017-01-11 00:00:00+09:00,엔상5터치,숏,30332.55859375,29270.76953125,5,5봉경과,3.5004929083654055,-93.97484732629647,True,학습
삼성전자,005930.KS,2017-01-25 00:00:00+09:00,엔상5터치,숏,31220.0390625,31267.58203125,5,5봉경과,-0.1522835018073578,-53.06655048698953,True,학습
삼성전자,005930.KS,2017-04-28 00:00:00+09:00,엔상5터치,숏,35475.16796875,36174.8203125,5,5봉경과,-1.9722312361320524,-46.255068728082506,True,학습
삼성전자,005930.KS,2017-05-16 00:00:00+09:00,엔상5터치,숏,36874.46875,35713.69140625,5,5봉경과,3.147916114045711,-19.443371091718248,False,학습
삼성전자,005930.KS,2017-10-11 00:00:00+09:00,엔상5터치,숏,43687.796875,43783.75390625,5,5봉경과,-0.21964264191337754,24.235597610448714,False,학습
삼성전자,005930.KS,2017-11-01 00:00:00+09:00,엔상5터치,숏,45750.66015625,45382.86328125,5,5봉경과,0.8039159954061456,-45.34714066293211,True,학습
삼성전자,005930.KS,2019-01-30 00:00:00+09:00,엔상5터치,숏,38630.3828125,37464.81640625,5,5봉경과,3.017227170404448,-104.81923572582114,True,검증
삼성전자,005930.KS,2019-02-14 00:00:00+09:00,엔상5터치,숏,39546.1796875,39088.28515625,5,5봉경과,1.1578729851236025,13.357269242222241,False,검증
삼성전자,005930.KS,2019-10-24 00:00:00+09:00,엔상5터치,숏,43185.28125,42929.74609375,5,5봉경과,0.5917181707598582,-48.600561041939216,True,검증
삼성전자,005930.KS,2020-01-14 00:00:00+09:00,엔상5터치,숏,51435.4921875,52635.6640625,5,5봉경과,-2.333353534607897,-15.540957840041692,True,검증
삼성전자,005930.KS,2020-01-17 00:00:00+09:00,엔상5터치,숏,52549.94140625,50406.78515625,5,5봉경과,4.078322815684634,-64.58077361305413,True,검증
삼성전자,005930.KS,2020-03-13 00:00:00+09:00,엔하5터치,롱,42820.05078125,38919.52734375,5,5봉경과,-9.109105118595416,0.13576445960549677,True,검증
삼성전자,005930.KS,2020-03-17 00:00:00+09:00,엔하5터치,롱,40548.32421875,40248.27734375,5,5봉경과,-0.7399735520050295,94.31572243207259,True,검증
삼성전자,005930.KS,2020-06-04 00:00:00+09:00,엔상5터치,숏,47151.89453125,46892.81640625,5,5봉경과,0.5494543274995992,-79.37545446530042,True,검증
삼성전자,005930.KS,2020-11-16 00:00:00+09:00,엔상5터치,숏,57993.25390625,59042.90625,5,5봉경과,-1.809955939783675,-20.4363734981467,True,검증
삼성전자,005930.KS,2020-11-23 00:00:00+09:00,엔상5터치,숏,59042.90625,58343.13671875,5,5봉경과,1.1851881550122714,29.58470127497621,False,검증
삼성전자,005930.KS,2020-12-02 00:00:00+09:00,엔상5터치,숏,60792.32421875,64641.03515625,5,5봉경과,-6.330915928877996,41.598140663305614,False,검증
삼성전자,005930.KS,2020-12-24 00:00:00+09:00,엔상5터치,숏,68052.421875,75235.0859375,5,5봉경과,-10.554604618911661,64.05916951409506,False,검증
삼성전자,005930.KS,2021-08-13 00:00:00+09:00,엔하5터치,롱,67309.3671875,66314.203125,5,5봉경과,-1.4784926735796315,33.802798535294826,True,검증
삼성전자,005930.KS,2022-04-18 00:00:00+09:00,엔하5터치,롱,61218.67578125,60851.546875,5,5봉경과,-0.5997008291421486,-2.441220067669054,False,검증
삼성전자,005930.KS,2022-04-27 00:00:00+09:00,엔하5터치,롱,59658.3828125,62320.0625,5,5봉경과,4.461535097029663,74.88091738076176,True,검증
삼성전자,005930.KS,2022-06-20 00:00:00+09:00,엔하5터치,롱,53876.1171875,53967.89453125,5,5봉경과,0.17034884572434184,55.50201808690073,True,검증
삼성전자,005930.KS,2022-07-01 00:00:00+09:00,엔하5터치,롱,51896.9609375,54205.55078125,5,5봉경과,4.448410469603907,59.9106303447911,True,검증
삼성전자,005930.KS,2023-05-30 00:00:00+09:00,엔상5터치,숏,68035.0,66811.6953125,5,5봉경과,1.7980520136694351,-30.282318426529333,True,검증
삼성전자,005930.KS,2023-06-05 00:00:00+09:00,엔상5터치,숏,67470.3828125,67752.6953125,5,5봉경과,-0.41842433410307694,-2.372368223158979,True,검증
삼성전자,005930.KS,2023-12-27 00:00:00+09:00,엔상5터치,숏,74501.8671875,73164.6640625,5,5봉경과,1.7948585390949199,-86.51813516627625,True,검증
삼성전자,005930.KS,2024-03-29 00:00:00+09:00,엔상5터치,숏,79062.203125,81077.1328125,5,5봉경과,-2.548537237590418,-4.988325796445579,True,검증
삼성전자,005930.KS,2024-09-11 00:00:00+09:00,엔하5터치,롱,62548.81640625,60332.140625,5,5봉경과,-3.543913232271019,-0.5738851457535077,False,검증
삼성전자,005930.KS,2024-09-30 00:00:00+09:00,엔하5터치,롱,59604.5625,57084.6953125,5,5봉경과,-4.227641445233324,-80.648218807658,False,검증
삼성전자,005930.KS,2024-10-24 00:00:00+09:00,엔하5터치,롱,54855.58203125,57375.4453125,5,5봉경과,4.593631473665689,78.00002684278627,True,검증
삼성전자,005930.KS,2024-11-13 00:00:00+09:00,엔하5터치,롱,49040.5,53595.6484375,5,5봉경과,9.288544035032269,132.12091371451612,True,검증
삼성전자,005930.KS,2025-07-21 00:00:00+09:00,엔상5터치,숏,66959.71875,69527.5,5,5봉경과,-3.834814867707311,-11.365165883260708,True,검증
삼성전자,005930.KS,2025-07-28 00:00:00+09:00,엔상5터치,숏,69527.5,68836.1640625,5,5봉경과,0.9943345259070152,-8.650537657163493,False,검증
삼성전자,005930.KS,2025-09-16 00:00:00+09:00,엔상5터치,숏,78415.953125,84341.5859375,5,5봉경과,-7.55666745904901,6.60215285996432,False,검증
삼성전자,005930.KS,2025-11-06 00:00:00+09:00,엔상5터치,숏,98407.671875,101978.9140625,5,5봉경과,-3.629028224584243,94.16445774389774,False,검증
삼성전자,005930.KS,2026-01-02 00:00:00+09:00,엔상5터치,숏,128093.3125,138560.078125,5,5봉경과,-8.171203805038612,-60.503496696250416,True,검증
삼성전자,005930.KS,2026-02-09 00:00:00+09:00,엔상5터치,숏,165873.359375,189398.671875,5,5봉경과,-14.182694911733773,46.3822772410195,False,검증
삼성전자,005930.KS,2026-02-12 00:00:00+09:00,엔상5터치,숏,178034.75,199367.015625,5,5봉경과,-11.98207969230726,9.303990482255777,False,검증
삼성전자,005930.KS,2026-05-06 00:00:00+09:00,엔상5터치,숏,265706.96875,283687.15625,5,5봉경과,-6.766923571702521,19.73407730559964,False,검증
삼성전자,005930.KS,2026-05-21 00:00:00+09:00,엔상5터치,숏,299170.0625,316650.78125,5,5봉경과,-5.843070862078655,109.1990716025017,False,검증
삼성전자,005930.KS,2026-05-29 00:00:00+09:00,엔상5터치,숏,316650.78125,295174.46875,5,5봉경과,6.782333653250698,-101.69023490618267,True,검증
아모레퍼시픽,090430.KS,2006-11-03 00:00:00+09:00,엔상5터치,숏,44775.77734375,45662.4296875,5,5봉경과,-1.9802053618032,-20.519412612716614,True,학습
아모레퍼시픽,090430.KS,2006-12-06 00:00:00+09:00,엔상5터치,숏,50450.33203125,49563.68359375,5,5봉경과,1.757467992382669,-22.935616701409778,True,학습
아모레퍼시픽,090430.KS,2007-04-30 00:00:00+09:00,엔상5터치,숏,53806.35546875,58096.56640625,5,5봉경과,-7.973427860193386,65.00728702394396,False,학습
아모레퍼시픽,090430.KS,2007-05-04 00:00:00+09:00,엔상5터치,숏,55415.17578125,59169.109375,5,5봉경과,-6.774197755085281,-11.754650372677894,True,학습
아모레퍼시픽,090430.KS,2007-05-28 00:00:00+09:00,엔상5터치,숏,63191.18359375,63638.0859375,5,5봉경과,-0.7072226192550718,5.78170643749295,False,학습
아모레퍼시픽,090430.KS,2007-10-26 00:00:00+09:00,엔상5터치,숏,74989.2421875,74184.828125,5,5봉경과,1.072705949592978,-115.08703289537402,True,학습
아모레퍼시픽,090430.KS,2007-11-09 00:00:00+09:00,엔상5터치,숏,78564.4453125,67660.1328125,5,5봉경과,13.879449484594106,-92.79091293398503,True,학습
아모레퍼시픽,090430.KS,2009-10-01 00:00:00+09:00,엔상5터치,숏,76526.6171875,75346.4921875,5,5봉경과,1.5421105013809022,-73.71022914210414,True,학습
아모레퍼시픽,090430.KS,2010-09-02 00:00:00+09:00,엔상5터치,숏,107580.6953125,100548.6796875,5,5봉경과,6.536503230968556,-109.63590767517192,True,학습
아모레퍼시픽,090430.KS,2011-08-09 00:00:00+09:00,엔하5터치,롱,97317.0078125,110904.671875,4,MA50복귀,13.962270694429135,112.64241150165597,True,학습
아모레퍼시픽,090430.KS,2012-03-14 00:00:00+09:00,엔상5터치,숏,108040.75,103885.3125,5,5봉경과,3.8461760955935604,-107.68478986791276,True,학습
아모레퍼시픽,090430.KS,2012-08-27 00:00:00+09:00,엔상5터치,숏,102684.8671875,106470.90625,5,5봉경과,-3.687046754013702,-17.089768065980557,True,학습
아모레퍼시픽,090430.KS,2012-08-31 00:00:00+09:00,엔상5터치,숏,107948.3828125,104808.7421875,5,5봉경과,2.9084647154495786,-59.286826525665404,True,학습
아모레퍼시픽,090430.KS,2013-02-06 00:00:00+09:00,엔하5터치,롱,94321.296875,93485.765625,5,5봉경과,-0.885835201256079,53.98739549346854,True,학습
아모레퍼시픽,090430.KS,2013-04-08 00:00:00+09:00,엔하5터치,롱,82716.8046875,81231.421875,5,5봉경과,-1.7957449131548335,17.586662311951045,True,학습
아모레퍼시픽,090430.KS,2013-12-02 00:00:00+09:00,엔상5터치,숏,90050.8359375,90886.359375,5,5봉경과,-0.9278352930337006,-40.65799047486507,True,학습
아모레퍼시픽,090430.KS,2014-02-07 00:00:00+09:00,엔상5터치,숏,105876.828125,105596.4921875,5,5봉경과,0.26477553442480406,-71.80770181913698,True,학습
아모레퍼시픽,090430.KS,2014-05-12 00:00:00+09:00,엔상5터치,숏,134285.125,130173.3515625,5,5봉경과,3.061972379666028,-82.37543993146056,True,학습
아모레퍼시픽,090430.KS,2014-06-20 00:00:00+09:00,엔상5터치,숏,144938.203125,140265.78125,5,5봉경과,3.2237338219036236,-42.6727855013546,True,학습
아모레퍼시픽,090430.KS,2014-08-11 00:00:00+09:00,엔상5터치,숏,179981.28125,198670.90625,5,5봉경과,-10.384204885195526,-1.3966802538055703,True,학습
아모레퍼시픽,090430.KS,2014-09-02 00:00:00+09:00,엔상5터치,숏,209043.65625,189606.453125,5,5봉경과,9.298154975702595,-12.991128385869992,False,학습
아모레퍼시픽,090430.KS,2015-02-06 00:00:00+09:00,엔상5터치,숏,266461.1875,270214.1875,5,5봉경과,-1.4084602846709147,-51.81941186496011,True,학습
아모레퍼시픽,090430.KS,2015-02-25 00:00:00+09:00,엔상5터치,숏,275374.5,260831.703125,5,5봉경과,5.281097877617571,-68.55858555952825,True,학습
아모레퍼시픽,090430.KS,2015-03-03 00:00:00+09:00,엔상5터치,숏,268337.6875,259142.875,5,5봉경과,3.4265825966022754,54.17367309292944,False,학습
아모레퍼시픽,090430.KS,2015-04-13 00:00:00+09:00,엔상5터치,숏,347150.09375,366384.09375,5,5봉경과,-5.540542936984299,2.6896545810560113,False,학습
아모레퍼시픽,090430.KS,2015-04-16 00:00:00+09:00,엔상5터치,숏,351841.3125,364413.78125,5,5봉경과,-3.573334996014716,-81.11878395154554,True,학습
아모레퍼시픽,090430.KS,2015-05-18 00:00:00+09:00,엔상5터치,숏,409543.3125,377643.0,5,5봉경과,7.789240240615576,-91.3652611530476,True,학습
아모레퍼시픽,090430.KS,2017-05-08 00:00:00+09:00,엔상5터치,숏,315005.75,332506.09375,5,5봉경과,-5.555563271464092,-57.6204157905129,True,학습
아모레퍼시픽,090430.KS,2017-09-25 00:00:00+09:00,엔하5터치,롱,226558.1875,247369.359375,5,5봉경과,9.185795536521937,72.97683240769312,True,학습
아모레퍼시픽,090430.KS,2017-10-27 00:00:00+09:00,엔상5터치,숏,297978.375,303181.21875,5,5봉경과,-1.7460474270993658,-92.44726919445628,True,학습
아모레퍼시픽,090430.KS,2018-10-05 00:00:00+09:00,엔하5터치,롱,213759.890625,188108.703125,5,5봉경과,-12.000000292384131,-4.088996725545215,False,학습
아모레퍼시픽,090430.KS,2018-11-09 00:00:00+09:00,엔하5터치,롱,149156.875,152957.078125,5,5봉경과,2.5477894498661224,107.36875785205544,True,학습
아모레퍼시픽,090430.KS,2018-11-13 00:00:00+09:00,엔하5터치,롱,145356.703125,142506.59375,5,5봉경과,-1.96076913807617,37.02354980841224,True,학습
아모레퍼시픽,090430.KS,2019-07-03 00:00:00+09:00,엔하5터치,롱,150042.125,151953.5,5,5봉경과,1.27389224859352,-14.054946338334588,False,학습
아모레퍼시픽,090430.KS,2019-08-01 00:00:00+09:00,엔하5터치,롱,127583.6171875,119460.296875,5,5봉경과,-6.3670559681356025,22.454582786617223,True,학습
아모레퍼시픽,090430.KS,2019-08-16 00:00:00+09:00,엔하5터치,롱,118504.625,118504.625,5,5봉경과,0.0,-30.27035459179775,False,학습
아모레퍼시픽,090430.KS,2019-10-30 00:00:00+09:00,엔상5터치,숏,175845.578125,198304.109375,5,5봉경과,-12.771735001511002,55.38271915033028,False,학습
아모레퍼시픽,090430.KS,2020-01-13 00:00:00+09:00,엔상5터치,숏,222852.4375,216128.453125,5,5봉경과,3.0172361812286663,-74.4986213535908,True,학습
아모레퍼시픽,090430.KS,2020-08-14 00:00:00+09:00,엔상5터치,숏,188752.1875,169060.453125,5,5봉경과,10.432586046188206,-98.29116825648921,True,검증
아모레퍼시픽,090430.KS,2020-11-20 00:00:00+09:00,엔상5터치,숏,189232.46875,176264.765625,5,5봉경과,6.852789698649429,-124.8825187527947,True,검증
아모레퍼시픽,090430.KS,2020-12-09 00:00:00+09:00,엔상5터치,숏,208443.890625,204601.59375,5,5봉경과,1.8433242938803451,-39.500531338649054,True,검증
아모레퍼시픽,090430.KS,2021-01-22 00:00:00+09:00,엔상5터치,숏,229529.4375,215063.28125,5,5봉경과,6.302527644193787,-125.97796755391619,True,검증
아모레퍼시픽,090430.KS,2021-07-28 00:00:00+09:00,엔하5터치,롱,228082.796875,219403.125,5,5봉경과,-3.8054916871950075,19.753217540495562,True,검증
아모레퍼시픽,090430.KS,2021-07-30 00:00:00+09:00,엔하5터치,롱,213616.671875,220367.53125,5,5봉경과,3.1602680239070176,70.68683523989492,True,검증
아모레퍼시픽,090430.KS,2021-09-29 00:00:00+09:00,엔하5터치,롱,173593.6875,175522.515625,5,5봉경과,1.1111165116531094,88.85906779770373,True,검증
아모레퍼시픽,090430.KS,2021-10-01 00:00:00+09:00,엔하5터치,롱,167325.015625,168289.421875,5,5봉경과,0.5763670461333626,31.365294269509185,True,검증
아모레퍼시픽,090430.KS,2022-06-23 00:00:00+09:00,엔하5터치,롱,124133.640625,126073.2265625,5,5봉경과,1.562498229919292,75.5985903915975,True,검증
아모레퍼시픽,090430.KS,2023-08-10 00:00:00+09:00,엔상5터치,숏,127169.25,118886.1953125,5,5봉경과,6.513410032299475,-83.61229753352418,True,검증
아모레퍼시픽,090430.KS,2024-04-30 00:00:00+09:00,엔상5터치,숏,166272.671875,165684.09375,5,5봉경과,0.35398368136074676,-103.2926284784313,True,검증
아모레퍼시픽,090430.KS,2024-05-16 00:00:00+09:00,엔상5터치,숏,173041.28125,184420.421875,5,5봉경과,-6.57596877623674,37.58825255306119,False,검증
아모레퍼시픽,090430.KS,2024-05-30 00:00:00+09:00,엔상5터치,숏,184420.421875,176867.03125,5,5봉경과,4.095745226154879,-35.14172698011437,False,검증
아모레퍼시픽,090430.KS,2025-05-26 00:00:00+09:00,엔상5터치,숏,134237.28125,133146.734375,5,5봉경과,0.812402385421524,-92.74062013155923,True,검증
아모레퍼시픽,090430.KS,2026-02-09 00:00:00+09:00,엔상5터치,숏,163682.25,160014.015625,5,5봉경과,2.2410703512445607,-19.052499378785363,False,검증
에이피알,278470.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,39652.18359375,47776.04296875,5,5봉경과,20.487798246451394,148.27160485141403,True,학습
에이피알,278470.KS,2024-11-12 00:00:00+09:00,엔하5터치,롱,40667.66796875,48356.3203125,5,5봉경과,18.906056648387466,128.1141938656427,True,학습
에이피알,278470.KS,2025-05-08 00:00:00+09:00,엔상5터치,숏,95165.2421875,106867.46875,5,5봉경과,-12.29674437169361,46.346319666459415,False,학습
에이피알,278470.KS,2025-07-11 00:00:00+09:00,엔상5터치,숏,160833.125,164411.484375,5,5봉경과,-2.2248895400123576,-98.06101708790627,True,학습
에이피알,278470.KS,2025-08-06 00:00:00+09:00,엔상5터치,숏,205896.40625,205896.40625,5,5봉경과,0.0,-105.2666979493547,True,학습
테크윙,089030.KQ,2012-05-16 00:00:00+09:00,엔하5터치,롱,2512.06982421875,2366.910400390625,5,5봉경과,-5.778478863471455,93.32415566334768,True,학습
테크윙,089030.KQ,2012-07-20 00:00:00+09:00,엔상5터치,숏,3229.80419921875,3072.547607421875,5,5봉경과,4.868920284236222,-75.6802986556451,True,학습
테크윙,089030.KQ,2012-10-16 00:00:00+09:00,엔하5터치,롱,2294.330322265625,2302.39453125,5,5봉경과,0.3514842176871762,1.4044725336712887,True,학습
테크윙,089030.KQ,2012-10-29 00:00:00+09:00,엔하5터치,롱,2116.912841796875,2177.39599609375,5,5봉경과,2.8571395620395865,58.32403153913483,True,학습
테크윙,089030.KQ,2013-12-26 00:00:00+09:00,엔상5터치,숏,2837.003173828125,2820.29052734375,5,5봉경과,0.5890950929682501,-105.89519665104538,True,학습
테크윙,089030.KQ,2015-01-23 00:00:00+09:00,엔상5터치,숏,4262.56494140625,4348.24658203125,5,5봉경과,-2.010095841419205,-106.4483141512205,True,학습
테크윙,089030.KQ,2015-02-04 00:00:00+09:00,엔상5터치,숏,4755.2236328125,4348.24658203125,5,5봉경과,8.558525995980162,-24.591731930259677,False,학습
테크윙,089030.KQ,2017-09-07 00:00:00+09:00,엔상5터치,숏,7405.0009765625,7761.8671875,5,5봉경과,-4.81925947163294,-27.545223927951284,True,학습
