종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,동시신호개수,신호2존재여부,신호2까지거리(일),신호3존재여부,신호3까지거리(일),구간
아모레퍼시픽,090430.KS,2017-09-13 00:00:00+09:00,엔하4터치,롱,244058.515625,237436.78125,5,5봉경과,-2.71317489498068,31.462023287893423,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2017-09-25 00:00:00+09:00,엔하5터치,롱,226558.1875,247369.375,5,5봉경과,9.185802433204936,72.97700397966635,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-02-13 00:00:00+09:00,엔하4터치,롱,257936.953125,279312.90625,5,5봉경과,8.287278292630255,114.48312243525777,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-07-27 00:00:00+09:00,엔하4터치,롱,250811.59375,261737.109375,5,5봉경과,4.356064830037387,70.1330893885749,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-08-13 00:00:00+09:00,엔하4터치,롱,244161.28125,245586.359375,5,5봉경과,0.5836626174732608,27.361159049482563,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-10-04 00:00:00+09:00,엔하4터치,롱,216135.0,197134.109375,5,5봉경과,-8.791214113864019,-130.9100412640906,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-10-05 00:00:00+09:00,엔하5터치,롱,213759.890625,188108.703125,5,5봉경과,-12.000000292384131,-4.088985790126287,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-11-09 00:00:00+09:00,엔하5터치,롱,149156.921875,152957.078125,5,5봉경과,2.5477572225476046,107.36856692783792,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2018-11-13 00:00:00+09:00,엔하5터치,롱,145356.734375,142506.578125,5,5봉경과,-1.9608009647815812,37.02316267327531,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2019-06-25 00:00:00+09:00,엔하4터치,롱,160076.8125,152909.203125,5,5봉경과,-4.477606258557904,-22.140285340582086,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2019-07-03 00:00:00+09:00,엔하5터치,롱,150042.15625,151953.515625,5,5봉경과,1.2738815695338956,-14.054795949339002,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2019-07-31 00:00:00+09:00,엔하4터치,롱,133795.53125,117548.9375,5,5봉경과,-12.142852304717763,-16.706521685117814,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2019-08-01 00:00:00+09:00,엔하5터치,롱,127583.6015625,119460.3125,5,5봉경과,-6.367032254157369,22.45464346249011,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2019-08-16 00:00:00+09:00,엔하5터치,롱,118504.6328125,118504.6328125,5,5봉경과,0.0,-30.270245552215528,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2020-03-13 00:00:00+09:00,엔하4터치,롱,145046.1875,158974.484375,5,5봉경과,9.60266320340202,130.59447208186472,True,1,False,,False,,학습
아모레퍼시픽,090430.KS,2020-03-19 00:00:00+09:00,엔하4터치,롱,153211.03125,170981.625,5,5봉경과,11.598769099728255,48.27460106198903,False,1,False,,False,,학습
아모레퍼시픽,090430.KS,2021-07-08 00:00:00+09:00,엔하4터치,롱,238691.3125,236280.296875,5,5봉경과,-1.0100977701063167,48.550952927754146,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-07-14 00:00:00+09:00,엔하4터치,롱,232422.640625,231458.234375,5,5봉경과,-0.4149364482765737,-12.466045736329189,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-07-19 00:00:00+09:00,엔하4터치,롱,231940.4375,225671.78125,5,5봉경과,-2.7027008819882905,-54.42634776319424,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-07-28 00:00:00+09:00,엔하5터치,롱,228082.796875,219403.125,5,5봉경과,-3.8054916871950075,19.753159351346447,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-07-30 00:00:00+09:00,엔하5터치,롱,213616.671875,220367.546875,5,5봉경과,3.160275338411013,70.68702598074083,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-09-09 00:00:00+09:00,엔하4터치,롱,187095.421875,184202.1875,5,5봉경과,-1.5463950672897777,39.802901133621376,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-09-29 00:00:00+09:00,엔하5터치,롱,173593.6875,175522.5,5,5봉경과,1.1111075107497788,88.85915088451603,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-10-01 00:00:00+09:00,엔하5터치,롱,167325.03125,168289.421875,5,5봉경과,0.5763576541988544,31.365409137287642,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2021-10-12 00:00:00+09:00,엔하4터치,롱,168289.421875,183237.78125,5,5봉경과,8.882530588347475,13.979455605434303,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-01-10 00:00:00+09:00,엔하4터치,롱,147408.6875,144984.203125,5,5봉경과,-1.6447364236928033,10.605312521466296,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-06-17 00:00:00+09:00,엔하4터치,롱,135286.265625,125588.328125,5,5봉경과,-7.168456794336916,3.537108359029318,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-06-22 00:00:00+09:00,엔하4터치,롱,122678.9453125,134801.359375,5,5봉경과,9.881413661994388,52.90259748392388,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-06-23 00:00:00+09:00,엔하5터치,롱,124133.640625,126073.2265625,5,5봉경과,1.562498229919292,75.59861926346007,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-09-23 00:00:00+09:00,엔하4터치,롱,107162.2421875,98918.984375,5,5봉경과,-7.6923155434513095,-17.348801749883087,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-09-29 00:00:00+09:00,엔하4터치,롱,102313.2734375,102313.2734375,5,5봉경과,0.0,101.29718248483562,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-10-11 00:00:00+09:00,엔하4터치,롱,95330.7578125,95136.796875,5,5봉경과,-0.20346102553961593,-50.166073170344205,False,1,False,,False,,검증
아모레퍼시픽,090430.KS,2022-10-26 00:00:00+09:00,엔하4터치,롱,86990.515625,99403.890625,5,5봉경과,14.269802760466163,87.04148503848678,True,2,False,,True,7.0,검증
아모레퍼시픽,090430.KS,2023-05-04 00:00:00+09:00,엔하4터치,롱,112746.9921875,111869.9609375,5,5봉경과,-0.7778755184364328,17.735985392664084,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2023-05-31 00:00:00+09:00,엔하4터치,롱,101832.84375,102417.5390625,5,5봉경과,0.5741716434193167,73.74718079543415,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2023-07-06 00:00:00+09:00,엔하4터치,롱,92575.3125,100858.3671875,5,5봉경과,8.947368865214472,89.60499648539226,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2023-10-20 00:00:00+09:00,엔하4터치,롱,104366.484375,114013.8046875,5,5봉경과,9.243695780568924,102.63814819283178,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2024-08-07 00:00:00+09:00,엔하4터치,롱,122129.484375,115655.1484375,5,5봉경과,-5.301206314455956,38.784160995705435,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2024-11-15 00:00:00+09:00,엔하4터치,롱,106041.7421875,107022.703125,5,5봉경과,0.9250705592572147,56.295941445171124,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2025-03-31 00:00:00+09:00,엔하4터치,롱,100529.25,103106.9296875,5,5봉경과,2.5641091398772,33.797949830095405,True,1,False,,False,,검증
아모레퍼시픽,090430.KS,2026-06-23 00:00:00+09:00,엔하4터치,롱,96200.0,105700.0,5,5봉경과,9.875259875259875,137.3644976156748,True,1,False,,False,,검증
에이피알,278470.KS,2024-08-02 00:00:00+09:00,엔하4터치,롱,44777.953125,43907.5390625,5,5봉경과,-1.9438451330506188,135.37713740572752,True,1,False,,False,,학습
에이피알,278470.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,39652.18359375,47776.04296875,5,5봉경과,20.487798246451394,148.27160485141403,True,1,False,,False,,학습
에이피알,278470.KS,2024-11-11 00:00:00+09:00,엔하4터치,롱,45551.65234375,45841.79296875,5,5봉경과,0.6369486288016274,6.51810526593443,False,1,False,,False,,학습
에이피알,278470.KS,2024-11-12 00:00:00+09:00,엔하5터치,롱,40667.66796875,48356.3203125,5,5봉경과,18.906056648387466,128.1141938656427,True,1,False,,False,,학습
테크윙,089030.KQ,2012-04-25 00:00:00+09:00,엔하4터치,롱,2782.228271484375,2830.614990234375,5,5봉경과,1.7391354708715077,91.640259099059,True,1,False,,False,,학습
테크윙,089030.KQ,2012-05-07 00:00:00+09:00,엔하4터치,롱,2737.873779296875,2741.90576171875,5,5봉경과,0.14726692122784676,-83.18870588459316,False,1,False,,False,,학습
테크윙,089030.KQ,2012-05-15 00:00:00+09:00,엔하4터치,롱,2645.1328125,2370.94189453125,5,5봉경과,-10.365865814866337,-29.65998037432089,False,1,False,,False,,학습
테크윙,089030.KQ,2012-05-16 00:00:00+09:00,엔하5터치,롱,2512.06982421875,2366.91015625,5,5봉경과,-5.778488582175236,93.3242143242156,True,1,False,,False,,학습
테크윙,089030.KQ,2012-06-04 00:00:00+09:00,엔하4터치,롱,2330.620361328125,2616.906982421875,5,5봉경과,12.283708914763235,94.95389193080379,True,1,False,,False,,학습
테크윙,089030.KQ,2012-09-20 00:00:00+09:00,엔하4터치,롱,2564.48828125,2520.134521484375,5,5봉경과,-1.729536457230594,22.496388091572562,True,1,False,,False,,학습
테크윙,089030.KQ,2012-10-08 00:00:00+09:00,엔하4터치,롱,2504.00537109375,2379.006591796875,5,5봉경과,-4.991953321660628,-80.61545127146326,False,1,False,,False,,학습
테크윙,089030.KQ,2012-10-15 00:00:00+09:00,엔하4터치,롱,2379.006591796875,2262.072509765625,5,5봉경과,-4.915248340818136,-33.956031067747745,False,1,False,,False,,학습
테크윙,089030.KQ,2012-10-16 00:00:00+09:00,엔하5터치,롱,2294.329833984375,2302.394775390625,5,5봉경과,0.351516215619455,1.4045933204491448,True,1,False,,False,,학습
테크윙,089030.KQ,2012-10-29 00:00:00+09:00,엔하5터치,롱,2116.91259765625,2177.396240234375,5,5봉경과,2.8571629572751256,58.32443766619642,True,1,False,,False,,학습
테크윙,089030.KQ,2012-11-09 00:00:00+09:00,엔하4터치,롱,2149.171142578125,2016.1075439453125,5,5봉경과,-6.191391462347232,-53.84806576025369,False,1,False,,False,,학습
테크윙,089030.KQ,2012-11-15 00:00:00+09:00,엔하4터치,롱,2084.655029296875,2258.040771484375,5,5봉경과,8.317239051584501,92.6208805701622,True,1,False,,False,,학습
테크윙,089030.KQ,2013-07-30 00:00:00+09:00,엔하4터치,롱,2463.389404296875,2426.43896484375,5,5봉경과,-1.4999836967989135,0.48309435196790673,True,1,False,,False,,학습
테크윙,089030.KQ,2013-08-05 00:00:00+09:00,엔하4터치,롱,2463.389404296875,2332.008544921875,5,5봉경과,-5.333337033350602,-33.89831160478368,False,1,False,,False,,학습
테크윙,089030.KQ,2013-08-12 00:00:00+09:00,엔하4터치,롱,2332.008544921875,2373.065185546875,5,5봉경과,1.7605699050461858,84.82950748501477,True,1,False,,False,,학습
테크윙,089030.KQ,2013-08-22 00:00:00+09:00,엔하4터치,롱,2270.423828125,2426.43896484375,5,5봉경과,6.8716305205267805,-34.52805519249125,False,1,False,,False,,학습
테크윙,089030.KQ,2015-11-16 00:00:00+09:00,엔하4터치,롱,3688.511962890625,3688.511962890625,5,5봉경과,0.0,31.746156443551232,True,1,False,,False,,학습
테크윙,089030.KQ,2015-11-24 00:00:00+09:00,엔하4터치,롱,3667.091552734375,3594.26416015625,5,5봉경과,-1.985971485326596,-31.403788764196012,False,1,False,,False,,학습
테크윙,089030.KQ,2015-11-30 00:00:00+09:00,엔하4터치,롱,3577.128173828125,3958.402587890625,5,5봉경과,10.658673537394458,57.59459681862528,False,1,False,,False,,학습
테크윙,089030.KQ,2017-03-29 00:00:00+09:00,엔하4터치,롱,5107.66650390625,5308.40380859375,5,5봉경과,3.9301176874797874,102.00950584462214,True,1,False,,False,,학습
테크윙,089030.KQ,2018-06-21 00:00:00+09:00,엔하4터치,롱,6746.1552734375,6543.0947265625,5,5봉경과,-3.010018872149834,33.343578659469514,True,1,False,,False,,학습
테크윙,089030.KQ,2018-06-26 00:00:00+09:00,엔하4터치,롱,6746.1552734375,6565.65673828125,5,5봉경과,-2.6755763518659283,29.83392778120075,True,1,False,,False,,학습
테크윙,089030.KQ,2018-06-28 00:00:00+09:00,엔하4터치,롱,6543.0947265625,6588.21923828125,5,5봉경과,0.6896509007513139,-15.948975519521941,False,1,False,,False,,학습
테크윙,089030.KQ,2018-07-03 00:00:00+09:00,엔하4터치,롱,6565.65673828125,6588.21923828125,5,5봉경과,0.3436442217341138,43.19118124123177,True,1,False,,False,,학습
테크윙,089030.KQ,2018-07-26 00:00:00+09:00,엔하4터치,롱,6633.34375,7107.15478515625,5,5봉경과,7.142868710162201,106.97247089475161,True,1,False,,False,,학습
테크윙,089030.KQ,2018-10-05 00:00:00+09:00,엔하4터치,롱,5618.0361328125,5369.85009765625,5,5봉경과,-4.417665342283997,-6.069829554590257,False,1,False,,False,,학습
테크윙,089030.KQ,2018-10-11 00:00:00+09:00,엔하4터치,롱,5099.1005859375,5324.72509765625,5,5봉경과,4.424790370697651,18.577994480535615,True,1,False,,False,,학습
테크윙,089030.KQ,2018-10-19 00:00:00+09:00,엔하4터치,롱,5234.474609375,4602.728515625,5,5봉경과,-12.068949434171214,-37.13008697060986,False,1,False,,False,,학습
테크윙,089030.KQ,2018-11-13 00:00:00+09:00,엔하4터치,롱,4286.8544921875,4300.39208984375,5,5봉경과,0.3157932624240302,72.84852613696964,True,1,False,,False,,학습
테크윙,089030.KQ,2019-07-08 00:00:00+09:00,엔하4터치,롱,4441.109375,4996.248046875,5,5봉경과,12.5,117.84880806561796,True,1,False,,False,,학습
테크윙,089030.KQ,2019-08-06 00:00:00+09:00,엔하4터치,롱,3848.961669921875,4251.4365234375,5,5봉경과,10.456712433922323,134.16261151514436,True,1,False,,False,,학습
테크윙,089030.KQ,2020-03-13 00:00:00+09:00,엔하4터치,롱,5480.81884765625,4939.79345703125,5,5봉경과,-9.871251097020977,2.5451723915233657,True,1,False,,False,,학습
테크윙,089030.KQ,2020-03-17 00:00:00+09:00,엔하5터치,롱,5080.9306640625,5316.15869140625,5,5봉경과,4.6296248245921054,144.7794386749075,True,1,False,,False,,학습
테크윙,089030.KQ,2020-03-19 00:00:00+09:00,엔하5터치,롱,4187.0634765625,5175.02197265625,5,5봉경과,23.59549841133159,151.8116755217974,True,1,False,,False,,학습
테크윙,089030.KQ,2020-03-27 00:00:00+09:00,엔하4터치,롱,5151.4990234375,5057.408203125,5,5봉경과,-1.8264745831149347,-87.15542844128304,False,1,False,,False,,학습
테크윙,089030.KQ,2021-09-28 00:00:00+09:00,엔하4터치,롱,10221.6787109375,9342.138671875,5,5봉경과,-8.604653540140779,-15.849385427758925,False,1,False,,False,,학습
테크윙,089030.KQ,2021-10-01 00:00:00+09:00,엔하5터치,롱,9698.708984375,8866.7109375,5,5봉경과,-8.578441194754697,5.013053478315996,True,1,False,,False,,학습
테크윙,089030.KQ,2022-06-14 00:00:00+09:00,엔하4터치,롱,8453.9306640625,7469.240234375,5,5봉경과,-11.647723039336014,-6.183262051735191,False,1,False,,False,,검증
테크윙,089030.KQ,2022-06-17 00:00:00+09:00,엔하5터치,롱,7877.5263671875,7277.10498046875,5,5봉경과,-7.621953373837038,13.760281059676956,True,1,False,,False,,검증
테크윙,089030.KQ,2022-09-08 00:00:00+09:00,엔하4터치,롱,6436.51513671875,6465.33544921875,5,5봉경과,0.4477626772845937,-4.990750834665903,False,1,False,,False,,검증
테크윙,089030.KQ,2022-09-21 00:00:00+09:00,엔하4터치,롱,6273.201171875,5312.5263671875,5,5봉경과,-15.313948626333682,-25.740392264866543,False,1,False,,False,,검증
테크윙,089030.KQ,2022-09-23 00:00:00+09:00,엔하5터치,롱,5812.0771484375,5274.1005859375,5,5봉경과,-9.25618412764235,-4.287497122863549,False,1,False,,False,,검증
테크윙,089030.KQ,2022-10-20 00:00:00+09:00,엔하4터치,롱,5312.5263671875,5667.9765625,5,5봉경과,6.690793997897437,66.97799659087046,True,1,False,,False,,검증
테크윙,089030.KQ,2024-09-06 00:00:00+09:00,엔하4터치,롱,31494.69921875,35319.765625,5,5봉경과,12.145111720809169,147.06799685267035,True,1,False,,False,,검증
테크윙,089030.KQ,2025-04-04 00:00:00+09:00,엔하4터치,롱,30659.455078125,29562.6953125,5,5봉경과,-3.577231763677103,105.05225513043175,True,1,False,,False,,검증
테크윙,089030.KQ,2025-12-18 00:00:00+09:00,엔하4터치,롱,41477.5078125,44020.0,5,5봉경과,6.129809435497891,93.25151490415666,True,1,False,,False,,검증
