종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,추세선방향(수식4),추세선방향(수식5),강약등급(수식4),강약등급(수식5),공통기간구간,공통기간제외여부
대한광통신,010170.KQ,2000-08-22 00:00:00+09:00,엔하2터치,롱,36145.9375,36194.1328125,5,5봉경과,0.1333353506185861,16.796754775732996,True,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2000-09-05 00:00:00+09:00,엔하2터치,롱,22265.896484375,16434.353515625,5,5봉경과,-26.19047013374135,-139.04641280243277,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2000-12-14 00:00:00+09:00,엔하2터치,롱,14458.375,12916.1484375,5,5봉경과,-10.666665946207647,-122.3798862596743,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2000-12-26 00:00:00+09:00,엔하2터치,롱,15036.7099609375,15422.2666015625,5,5봉경과,2.5641023975763484,-8.666365403202061,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2001-01-03 00:00:00+09:00,엔하2터치,롱,13687.26171875,13783.650390625,5,5봉경과,0.7042217344537105,-11.97680274327643,False,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2001-01-05 00:00:00+09:00,엔하2터치,롱,13976.4287109375,13783.650390625,5,5봉경과,-1.3793102966399273,-1.323568303677142,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2001-01-10 00:00:00+09:00,엔하2터치,롱,13783.650390625,13494.4833984375,5,5봉경과,-2.0978984811177304,-83.33191364254536,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2001-05-25 00:00:00+09:00,엔하2터치,롱,16675.326171875,17205.466796875,1,MA50복귀,3.179191936252184,85.47717759661839,True,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2001-07-24 00:00:00+09:00,엔하2터치,롱,15807.8232421875,15807.8232421875,5,5봉경과,0.0,20.868480952965577,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2002-02-26 00:00:00+09:00,엔하2터치,롱,7797.88330078125,8578.6357421875,1,MA50복귀,10.012363756816269,-23.01727473195887,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2002-07-19 00:00:00+09:00,엔하2터치,롱,4433.9013671875,4404.98486328125,5,5봉경과,-0.6521684068175887,-59.078199373219135,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2002-08-16 00:00:00+09:00,엔하2터치,롱,4000.150390625,4038.7060546875,5,5봉경과,0.9638553628598924,3.978976478605082,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2002-09-05 00:00:00+09:00,엔하2터치,롱,3932.677978515625,3884.4833984375,5,5봉경과,-1.2254901200000075,-16.38953937117382,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2002-09-23 00:00:00+09:00,엔하2터치,롱,3855.566650390625,4433.9013671875,2,MA50복귀,14.999992718016722,39.046799234245796,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-01-09 00:00:00+09:00,엔하2터치,롱,3923.0390625,3836.288818359375,5,5봉경과,-2.211302073687292,-4.581834524171015,False,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2003-01-14 00:00:00+09:00,엔하2터치,롱,3768.81640625,3749.53857421875,5,5봉경과,-0.5115089182715479,2.885910936639675,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-02-03 00:00:00+09:00,엔하2터치,롱,3595.31591796875,3604.954833984375,5,5봉경과,0.2680964965401625,-25.22392365366651,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-02-10 00:00:00+09:00,엔하2터치,롱,3604.954833984375,3508.565673828125,5,5봉경과,-2.6737966103646276,4.283894602322364,True,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2003-02-19 00:00:00+09:00,엔하2터치,롱,3537.482421875,3373.620849609375,5,5봉경과,-4.632152268866177,-31.69213250147791,False,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2003-03-19 00:00:00+09:00,엔하2터치,롱,3325.42626953125,3257.953857421875,5,5봉경과,-2.0289853582856874,-92.2683038458288,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-04-21 00:00:00+09:00,엔하2터치,롱,3016.98095703125,2920.591796875,5,5봉경과,-3.1948879203764755,-53.63711700237256,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-04-25 00:00:00+09:00,엔하2터치,롱,2968.786376953125,2891.675048828125,5,5봉경과,-2.5974023838030273,13.460546513916903,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-05-06 00:00:00+09:00,엔하2터치,롱,2959.1474609375,2978.42529296875,5,5봉경과,0.6514657442972616,-10.491330183569882,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-05-09 00:00:00+09:00,엔하2터치,롱,2968.786376953125,2939.86962890625,5,5봉경과,-0.9740258939261353,-35.91208946292274,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-05-16 00:00:00+09:00,엔하2터치,롱,2939.86962890625,3267.5927734375,4,MA50복귀,11.147540057862233,73.69930192581853,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2003-08-12 00:00:00+09:00,엔하2터치,롱,3142.286865234375,3450.732177734375,2,MA50복귀,9.81595015759307,30.96341682384832,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2004-02-18 00:00:00+09:00,엔하2터치,롱,3045.897705078125,3069.994873046875,4,MA50복귀,0.7911351693976841,8.33215678893476,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2004-03-16 00:00:00+09:00,엔하2터치,롱,2780.827392578125,2800.105224609375,5,5봉경과,0.6932408707818929,-7.138888721717038,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2004-07-27 00:00:00+09:00,엔하2터치,롱,1879.5887451171875,1638.6158447265625,5,5봉경과,-12.82051198788174,-124.74995811151845,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2004-08-17 00:00:00+09:00,엔하2터치,롱,1865.13037109375,1633.79638671875,5,5봉경과,-12.40309996342728,-114.55495897009132,False,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2004-08-20 00:00:00+09:00,엔하2터치,롱,1696.4493408203125,1643.435302734375,5,5봉경과,-3.124999775136388,54.85296576755169,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2004-09-13 00:00:00+09:00,엔하2터치,롱,1691.6298828125,1788.01904296875,2,MA50복귀,5.698005286829859,81.96932756962315,True,하락,상승,약한신호,강한신호,,False
대한광통신,010170.KQ,2005-04-01 00:00:00+09:00,엔하2터치,롱,2563.951904296875,2641.063232421875,5,5봉경과,3.007518510615222,-0.6914077366193752,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2005-04-18 00:00:00+09:00,엔하2터치,롱,2819.383056640625,2780.827392578125,1,MA50복귀,-1.367521308312045,-109.05137255362425,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2005-05-12 00:00:00+09:00,엔하2터치,롱,2491.659912109375,2602.507568359375,5,MA50복귀,4.448747427820486,73.54390694613438,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2005-11-21 00:00:00+09:00,엔하2터치,롱,3759.177490234375,3715.80224609375,5,5봉경과,-1.1538493261705678,-84.23133536699055,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2005-11-23 00:00:00+09:00,엔하2터치,롱,3855.566650390625,3696.5244140625,5,5봉경과,-4.125002904878112,-112.1310171518632,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2005-11-29 00:00:00+09:00,엔하2터치,롱,3662.788330078125,4323.05419921875,4,MA50복귀,18.02631792065751,112.584955700523,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2006-03-17 00:00:00+09:00,엔하2터치,롱,6005.044921875,6824.35302734375,2,MA50복귀,13.643663221971892,89.16146754923625,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2006-10-09 00:00:00+09:00,엔하2터치,롱,4819.45849609375,5417.0712890625,5,5봉경과,12.399998743699628,46.34154374239359,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2006-10-30 00:00:00+09:00,엔하2터치,롱,4915.84765625,5070.0703125,5,5봉경과,3.137254590343572,79.5024318258381,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2006-11-03 00:00:00+09:00,엔하2터치,롱,5060.43115234375,5021.87548828125,5,5봉경과,-0.761904725146648,-38.81157661755334,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2006-11-09 00:00:00+09:00,엔하2터치,롱,5012.23681640625,5098.98681640625,5,5봉경과,1.730764191269784,-10.19935555233888,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2007-01-15 00:00:00+09:00,엔하2터치,롱,5050.79248046875,5233.931640625,3,MA50복귀,3.62594901422783,-6.5479338936169285,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2007-01-23 00:00:00+09:00,엔하2터치,롱,4785.72216796875,4795.36083984375,5,5봉경과,0.20140475223389395,2.7241032185340064,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2007-10-29 00:00:00+09:00,엔하2터치,롱,7797.88330078125,7643.66064453125,5,5봉경과,-1.9777502471029391,-46.96532776430204,False,하락,상승,약한신호,강한신호,,False
대한광통신,010170.KQ,2007-12-18 00:00:00+09:00,엔하2터치,롱,7643.66064453125,7740.0498046875,1,MA50복귀,1.2610340076415194,2.1203113019436124,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-07 00:00:00+09:00,엔하2터치,롱,7277.3818359375,7373.77099609375,5,5봉경과,1.3245032668240195,-9.582999078979327,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-09 00:00:00+09:00,엔하2터치,롱,7421.9658203125,7402.68798828125,5,5봉경과,-0.25974024265229384,23.663838702839357,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-11 00:00:00+09:00,엔하2터치,롱,7393.048828125,7161.71484375,5,5봉경과,-3.1290742121835837,-31.944845251570495,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-23 00:00:00+09:00,엔하2터치,롱,7123.1591796875,7094.24267578125,5,5봉경과,-0.4059505505465707,-15.641659937912376,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-29 00:00:00+09:00,엔하2터치,롱,7132.79833984375,6882.1865234375,5,5봉경과,-3.513513272993217,-40.875430827312414,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-01-31 00:00:00+09:00,엔하2터치,롱,6920.7421875,6920.7421875,5,5봉경과,0.0,25.7534999388037,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-03-18 00:00:00+09:00,엔하2터치,롱,6313.490234375,6554.46337890625,4,MA50복귀,3.816797612503237,-14.119550400268693,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2008-05-02 00:00:00+09:00,엔하2터치,롱,5388.154296875,5465.265625,5,5봉경과,1.4311269476771056,-4.5920235015960955,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-09-04 00:00:00+09:00,엔하2터치,롱,3778.455322265625,3667.607666015625,5,5봉경과,-2.933676510525309,21.91168864338067,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-09-09 00:00:00+09:00,엔하2터치,롱,3845.927734375,3286.87060546875,5,5봉경과,-14.53633992935913,-127.99544522124629,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-10-06 00:00:00+09:00,엔하2터치,롱,3412.176513671875,2819.383056640625,5,5봉경과,-17.372883690396762,-131.35443079620862,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-11-11 00:00:00+09:00,엔하2터치,롱,2380.8125,2371.173583984375,5,5봉경과,-0.4048582580789121,-89.35598912886277,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2008-12-03 00:00:00+09:00,엔하2터치,롱,2048.269775390625,2400.09033203125,5,5봉경과,17.17647552425214,26.892300715074697,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-02-26 00:00:00+09:00,엔하2터치,롱,2694.0771484375,2669.97998046875,5,5봉경과,-0.8944498112359469,15.66471850914565,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-03-03 00:00:00+09:00,엔하2터치,롱,2477.20166015625,2544.674072265625,5,5봉경과,2.723735140122551,-37.64255125646454,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-03-06 00:00:00+09:00,엔하2터치,롱,2650.7021484375,2727.8134765625,5,5봉경과,2.9090906411516113,66.05559828974854,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-03-11 00:00:00+09:00,엔하2터치,롱,2583.229736328125,2645.882568359375,5,5봉경과,2.425368179614814,-32.86059650600066,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-08-12 00:00:00+09:00,엔하2터치,롱,3571.218505859375,3951.955810546875,3,MA50복귀,10.661271609754937,65.70155121596964,True,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2009-10-28 00:00:00+09:00,엔하2터치,롱,4597.76318359375,4626.68017578125,5,5봉경과,0.6289360942008677,45.02489838086295,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2009-12-28 00:00:00+09:00,엔하2터치,롱,4617.041015625,4655.5966796875,5,5봉경과,0.8350730247364024,52.399061837706384,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2010-01-18 00:00:00+09:00,엔하2터치,롱,4655.5966796875,4641.13818359375,5,5봉경과,-0.310561611937581,6.420889257882159,True,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2010-01-21 00:00:00+09:00,엔하2터치,롱,4602.58251953125,4539.9296875,5,5봉경과,-1.3612538561857415,-6.590073629503106,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2010-03-03 00:00:00+09:00,엔하2터치,롱,4289.31787109375,4207.38720703125,5,5봉경과,-1.9101094049158958,-68.88019122372526,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2010-03-05 00:00:00+09:00,엔하2터치,롱,4289.31787109375,4294.13720703125,5,5봉경과,0.11235669825214187,-31.961774123852624,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2010-03-18 00:00:00+09:00,엔하2터치,롱,4298.95654296875,4385.70703125,5,5봉경과,2.017942898798003,12.324205727859304,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2010-04-28 00:00:00+09:00,엔하2터치,롱,4106.17822265625,4284.49853515625,4,MA50복귀,4.342731923229727,98.21139837433103,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2011-04-21 00:00:00+09:00,엔하2터치,롱,2284.42333984375,2168.756103515625,5,5봉경과,-5.063301285305394,22.380958382881545,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2011-07-04 00:00:00+09:00,엔하2터치,롱,1942.24169921875,1937.4222412109375,5,5봉경과,-0.2481389422207898,-1.3868255933331666,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2012-04-06 00:00:00+09:00,엔하2터치,롱,2115.7421875,2077.1865234375,5,5봉경과,-1.8223233572734154,40.46441446205452,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2012-07-24 00:00:00+09:00,엔하2터치,롱,1879.5887451171875,1802.4774169921875,5,5봉경과,-4.102563836122157,65.82747627342678,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2012-08-20 00:00:00+09:00,엔하2터치,롱,1855.491455078125,1995.2557373046875,5,5봉경과,7.532467036916522,12.220862223828256,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2012-08-22 00:00:00+09:00,엔하2터치,롱,1850.6719970703125,2000.0751953125,5,5봉경과,8.072916134177136,103.68562602756549,True,상승,하락,강한신호,약한신호,,False
대한광통신,010170.KQ,2012-09-12 00:00:00+09:00,엔하2터치,롱,1913.324951171875,2000.0751953125,3,MA50복귀,4.534004748513426,75.25734145995904,True,하락,상승,약한신호,강한신호,,False
대한광통신,010170.KQ,2012-12-04 00:00:00+09:00,엔하2터치,롱,2028.991943359375,2067.547607421875,5,5봉경과,1.900237415367155,67.2463797665078,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2013-02-28 00:00:00+09:00,엔하2터치,롱,1436.1986083984375,1436.1986083984375,5,5봉경과,0.0,36.94196675439241,True,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2013-03-08 00:00:00+09:00,엔하2터치,롱,1436.1986083984375,1359.0872802734375,5,5봉경과,-5.369127060427243,-7.532000542256302,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2013-08-20 00:00:00+09:00,엔하2터치,롱,1248.23974609375,1257.878662109375,5,5봉경과,0.7722006966841979,77.50742142239983,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2013-10-31 00:00:00+09:00,엔하2터치,롱,1079.55859375,1045.8223876953125,5,5봉경과,-3.125,-54.52109325562766,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2014-03-25 00:00:00+09:00,엔하2터치,롱,1079.55859375,1079.55859375,5,5봉경과,0.0,-15.019914092022054,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2014-07-17 00:00:00+09:00,엔하2터치,롱,987.9889526367188,1021.7251586914062,4,MA50복귀,3.414633935395047,71.90528292038093,True,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2014-09-23 00:00:00+09:00,엔하2터치,롱,983.1694946289062,983.1694946289062,5,5봉경과,0.0,-14.592074745626714,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2014-09-29 00:00:00+09:00,엔하2터치,롱,983.1694946289062,983.1694946289062,5,5봉경과,0.0,-8.325649823301376,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2014-10-31 00:00:00+09:00,엔하2터치,롱,983.1694946289062,992.8084106445312,5,MA50복귀,0.9803920960000059,22.04395984160988,True,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2014-11-04 00:00:00+09:00,엔하2터치,롱,963.8916625976562,992.8084106445312,3,MA50복귀,2.9999998100352188,28.310424444861052,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2014-11-19 00:00:00+09:00,엔하2터치,롱,925.3359985351562,918.5887451171875,5,5봉경과,-0.7291679377707039,51.19724665910674,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2015-07-22 00:00:00+09:00,엔하2터치,롱,1098.83642578125,1089.197509765625,5,5봉경과,-0.8771929824561403,-24.183039747184093,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2015-09-25 00:00:00+09:00,엔하2터치,롱,962.927734375,961.0,5,5봉경과,-0.20019512432583736,4.624640022069792,False,상승,상승,강한신호,강한신호,,False
대한광통신,010170.KQ,2016-06-16 00:00:00+09:00,엔하2터치,롱,1363.90673828125,1503.6710205078125,1,MA50복귀,10.247348906178791,60.658204548974865,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2016-06-21 00:00:00+09:00,엔하2터치,롱,1460.2958984375,1489.212646484375,1,MA50복귀,1.9801978542715617,-69.46072370414154,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2017-09-25 00:00:00+09:00,엔하2터치,롱,3556.76025390625,3470.010009765625,5,5봉경과,-2.439024222826113,19.91728069625937,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2017-10-26 00:00:00+09:00,엔하2터치,롱,3335.065185546875,3421.8154296875,5,5봉경과,2.601155878948733,-12.019507898400661,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2017-11-07 00:00:00+09:00,엔하2터치,롱,3373.620849609375,3657.96875,5,MA50복귀,8.428567200239739,17.93133977973372,False,하락,상승,약한신호,강한신호,,False
대한광통신,010170.KQ,2018-02-28 00:00:00+09:00,엔하2터치,롱,4973.68115234375,5455.626953125,5,5봉경과,9.689921529331297,-43.1762587412364,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2018-03-23 00:00:00+09:00,엔하2터치,롱,6024.32275390625,6033.9619140625,5,5봉경과,0.16000404609795918,24.824906907153927,True,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2018-06-28 00:00:00+09:00,엔하2터치,롱,6050.0,5550.0,5,5봉경과,-8.264462809917356,-81.61550671524512,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2018-10-05 00:00:00+09:00,엔하2터치,롱,6200.0,5740.0,5,5봉경과,-7.419354838709677,-11.35118657531359,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2018-12-24 00:00:00+09:00,엔하2터치,롱,4720.0,5100.0,3,MA50복귀,8.050847457627118,59.33780363597947,False,하락,하락,약한신호,약한신호,,False
대한광통신,010170.KQ,2020-09-04 00:00:00+09:00,엔하2터치,롱,3585.0,3790.0,1,MA50복귀,5.718270571827057,14.995507810446256,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2021-05-13 00:00:00+09:00,엔하2터치,롱,3165.0,3105.0,5,5봉경과,-1.8957345971563981,-11.43512604893276,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-03-07 00:00:00+09:00,엔하2터치,롱,2085.0,2070.0,5,5봉경과,-0.7194244604316548,-73.95161751700805,False,상승,하락,강한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-07-04 00:00:00+09:00,엔하2터치,롱,2170.0,2125.0,5,5봉경과,-2.0737327188940093,-68.1535836116116,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-09-30 00:00:00+09:00,엔하2터치,롱,2625.0,2450.0,5,5봉경과,-6.666666666666667,16.295306863222457,True,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-10-05 00:00:00+09:00,엔하2터치,롱,2590.0,2470.0,5,5봉경과,-4.633204633204633,-104.7240287052624,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-10-11 00:00:00+09:00,엔하2터치,롱,2450.0,2660.0,5,5봉경과,8.571428571428571,51.94196336305833,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-10-17 00:00:00+09:00,엔하2터치,롱,2570.0,2525.0,5,5봉경과,-1.7509727626459144,-48.49839608496872,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-10-24 00:00:00+09:00,엔하2터치,롱,2525.0,2570.0,5,5봉경과,1.782178217821782,-1.9902957123664153,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-10-28 00:00:00+09:00,엔하2터치,롱,2485.0,2760.0,2,MA50복귀,11.066398390342053,15.118379825115683,False,상승,하락,강한신호,약한신호,학습,False
대한광통신,010170.KQ,2022-11-15 00:00:00+09:00,엔하2터치,롱,2440.0,2570.0,5,5봉경과,5.327868852459016,-76.62214315353803,False,하락,하락,약한신호,약한신호,학습,False
대한광통신,010170.KQ,2023-02-03 00:00:00+09:00,엔하2터치,롱,2805.0,2410.0,5,5봉경과,-14.08199643493761,-10.61620151319456,False,상승,하락,강한신호,약한신호,검증,False
대한광통신,010170.KQ,2023-08-04 00:00:00+09:00,엔하2터치,롱,2000.0,2075.0,5,5봉경과,3.75,64.74931148944805,True,하락,하락,약한신호,약한신호,검증,False
대한광통신,010170.KQ,2023-08-14 00:00:00+09:00,엔하2터치,롱,2030.0,1733.0,5,5봉경과,-14.630541871921181,-18.78221959576687,False,하락,하락,약한신호,약한신호,검증,False
대한광통신,010170.KQ,2023-11-28 00:00:00+09:00,엔하2터치,롱,1353.0,1332.0,5,5봉경과,-1.5521064301552108,3.267585757729444,True,상승,하락,강한신호,약한신호,검증,False
대한광통신,010170.KQ,2023-12-26 00:00:00+09:00,엔하2터치,롱,1308.0,1376.0,3,MA50복귀,5.198776758409786,68.9919772784661,True,하락,하락,약한신호,약한신호,검증,False
대한광통신,010170.KQ,2024-02-21 00:00:00+09:00,엔하2터치,롱,1273.0,1214.0,5,5봉경과,-4.634721131186175,-18.92122623094601,False,하락,하락,약한신호,약한신호,검증,False
대한광통신,010170.KQ,2024-07-05 00:00:00+09:00,엔하2터치,롱,1116.0,1232.0,4,MA50복귀,10.39426523297491,114.65666995578664,True,하락,하락,약한신호,약한신호,검증,False
대한광통신,010170.KQ,2024-11-13 00:00:00+09:00,엔하2터치,롱,940.0,712.0,5,5봉경과,-24.25531914893617,-113.42979842351342,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2002-06-14 00:00:00+09:00,엔하2터치,롱,5493.24365234375,5068.79345703125,5,5봉경과,-7.726768047716287,-129.12800636477286,False,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2002-09-18 00:00:00+09:00,엔하2터치,롱,3887.71484375,3684.716796875,5,5봉경과,-5.221526141541615,-85.61922459751935,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-01-07 00:00:00+09:00,엔하2터치,롱,3815.1474609375,3374.453857421875,5,5봉경과,-11.551155178870411,-135.99730096016643,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-03-13 00:00:00+09:00,엔하2터치,롱,3217.06298828125,3311.497314453125,5,MA50복귀,2.9354204911706603,-24.948745191508642,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-03-17 00:00:00+09:00,엔하2터치,롱,3034.49072265625,3311.497314453125,3,MA50복귀,9.12860236245496,-10.795338256698358,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-07-25 00:00:00+09:00,엔하2터치,롱,3714.417236328125,3789.96484375,5,5봉경과,2.033902025948957,-7.5451832226135,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-08-04 00:00:00+09:00,엔하2터치,롱,3708.121337890625,3475.18310546875,5,5봉경과,-6.281839540730417,-46.139064668807045,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2003-10-07 00:00:00+09:00,엔하2터치,롱,3752.19091796875,3985.129638671875,5,5봉경과,6.208072184909676,48.351568395647,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2004-05-31 00:00:00+09:00,엔하2터치,롱,4417.173828125,4475.20947265625,5,5봉경과,1.3138637234904778,22.78060818572076,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2004-07-14 00:00:00+09:00,엔하2터치,롱,4010.9228515625,4236.61767578125,3,MA50복귀,5.62700487073263,48.474896607239025,False,하락,상승,약한신호,강한신호,,False
두산에너빌리티,034020.KS,2004-07-16 00:00:00+09:00,엔하2터치,롱,4178.58251953125,4236.61767578125,1,MA50복귀,1.3888718477793838,37.370007873810536,True,상승,상승,강한신호,강한신호,,False
두산에너빌리티,034020.KS,2005-01-03 00:00:00+09:00,엔하2터치,롱,7551.25732421875,7089.607421875,5,5봉경과,-6.113550135063264,-114.06323438148826,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2005-02-02 00:00:00+09:00,엔하2터치,롱,7056.6328125,7485.3056640625,5,5봉경과,6.074750705508669,10.06005417761541,False,하락,하락,약한신호,약한신호,,False
